"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"399",3.2452033372311e-15,0.999727009578138,0.758,0.391,7.4957706683364e-11,"7","HLA-B"
"400",1.36067734460583e-09,1.47233805684764,0.284,0.099,3.14289253057056e-05,"7","QDPR"
"401",0,2.3478162566013,0.813,0.013,0,"8","BHLHE22"
"402",5.86718968655824e-144,1.09883420187358,0.352,0.006,1.35520347380122e-139,"8","NEUROD2"
"403",1.49335571263494e-111,2.11879381173891,0.462,0.022,3.44935302504418e-107,"8","TAC3"
"404",1.08145891215988e-82,1.68056750696886,0.429,0.028,2.49795379530688e-78,"8","NRGN"
"405",8.5136607078434e-78,0.934456016073022,0.253,0.008,1.96648535029767e-73,"8","ZNF521"
"406",3.31180973862769e-73,1.16120795431147,0.374,0.023,7.64961813428223e-69,"8","SYT6"
"407",7.29827521046213e-57,1.02838241255307,0.253,0.013,1.68575560811254e-52,"8","SEMA3C"
"408",7.11548728728808e-55,0.911109248756255,0.297,0.02,1.6435352536178e-50,"8","RASGEF1B"
"409",9.36220483275062e-50,0.987627315033211,0.286,0.021,2.16248207226874e-45,"8","GPR85"
"410",1.69180866654286e-45,1.06276369709136,0.374,0.041,3.90773965798071e-41,"8","KLHL35"
"411",8.19011635380619e-43,1.25248754241457,0.967,0.361,1.89175307540215e-38,"8","STMN2"
"412",7.15622356538622e-40,1.41565855505106,0.813,0.257,1.65294451913291e-35,"8","NFIA"
"413",9.58019825423997e-38,1.20700522368765,0.747,0.209,2.21283419276435e-33,"8","TMEM161B-AS1"
"414",3.86350230049694e-36,1.14392778015123,0.396,0.059,8.92391761368783e-32,"8","CHL1"
"415",5.3382131806782e-34,0.870783886937162,0.33,0.043,1.23302048047305e-29,"8","IGSF3"
"416",7.77471887812995e-32,1.0853309832789,0.945,0.669,1.79580456647046e-27,"8","CALM1"
