"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_807","cell",2553,1495,0.0391696043869957,"5","5"
"cell_808","cell",2549,1540,0,"6","6"
"cell_809","cell",2544,1283,0.0393081761006289,"1","1"
"cell_810","cell",2540,1603,0.15748031496063,"7","7"
"cell_811","cell",2545,1081,0,"1","1"
"cell_812","cell",2537,1411,0,"0","0"
"cell_813","cell",2542,1476,0,"4","4"
"cell_814","cell",2530,1571,0.0395256916996047,"4","4"
"cell_815","cell",2537,1641,0.118249901458415,"0","0"
"cell_816","cell",2536,1213,0.0394321766561514,"1","1"
"cell_817","cell",2531,1348,0,"6","6"
"cell_818","cell",2536,1420,0.0788643533123028,"4","4"
"cell_819","cell",2532,1480,0.0394944707740916,"0","0"
"cell_820","cell",2518,1411,0.079428117553614,"0","0"
"cell_821","cell",2520,1449,0,"0","0"
"cell_822","cell",2518,1486,0.039714058776807,"3","3"
"cell_823","cell",2520,1559,0.119047619047619,"2","2"
"cell_824","cell",2515,1572,0.0795228628230616,"2","2"
"cell_825","cell",2512,1570,0,"3","3"
"cell_826","cell",2514,1509,0.0795544948289578,"3","3"
"cell_827","cell",2519,1374,0,"5","5"
"cell_828","cell",2511,1578,0.199123855037834,"3","3"
"cell_829","cell",2513,1508,0.358137684042977,"2","2"
"cell_830","cell",2510,1377,0.0796812749003984,"0","0"
"cell_831","cell",2512,1426,0,"0","0"
"cell_832","cell",2510,1540,0.0796812749003984,"0","0"
"cell_833","cell",2513,1424,0,"2","2"
"cell_834","cell",2509,1545,0,"2","2"
"cell_835","cell",2505,1446,0,"0","0"
"cell_836","cell",2499,1528,0,"1","1"
"cell_837","cell",2500,1290,0,"5","5"
"cell_838","cell",2499,1558,0,"3","3"
"cell_839","cell",2497,1335,0.200240288346015,"7","7"
"cell_840","cell",2493,1344,0.0401123144805455,"0","0"
"cell_841","cell",2489,1525,0.200883889112093,"2","2"
"cell_842","cell",2486,1395,0,"6","6"
"cell_843","cell",2480,1459,0.0806451612903226,"7","7"
"cell_844","cell",2479,1303,0.0403388463089956,"2","2"
"cell_845","cell",2479,1494,0,"3","3"
"cell_846","cell",2478,1522,0,"5","5"
"cell_847","cell",2474,1045,0,"1","1"
"cell_848","cell",2474,1540,0,"0","0"
"cell_849","cell",2474,1298,0,"3","3"
"cell_850","cell",2467,1565,0.0405350628293474,"3","3"
"cell_851","cell",2465,1621,0.0811359026369168,"0","0"
"cell_852","cell",2471,1260,0,"1","1"
"cell_853","cell",2459,1325,0.0406669377795852,"7","7"
"cell_854","cell",2462,1178,0.16246953696182,"1","1"
"cell_855","cell",2454,1615,0,"7","7"
"cell_856","cell",2456,1304,0,"0","0"
"cell_857","cell",2454,1583,0.0407497962510187,"3","3"
"cell_858","cell",2449,1574,0.122498979175174,"9","9"
"cell_859","cell",2451,1422,0.0815993472052224,"7","7"
"cell_860","cell",2451,1330,0.122399020807834,"2","2"
"cell_861","cell",2441,1651,0,"5","5"
"cell_862","cell",2448,1524,0.0408496732026144,"0","0"
"cell_863","cell",2443,1458,0,"0","0"
"cell_864","cell",2450,1172,0.0408163265306122,"3","3"
"cell_865","cell",2441,1451,0.0409668168783286,"4","4"
"cell_866","cell",2429,1281,0.123507616303005,"10","10"
"cell_867","cell",2441,1275,0.0409668168783286,"1","1"
"cell_868","cell",2438,1362,0.0410172272354389,"0","0"
"cell_869","cell",2437,1434,0,"6","6"
"cell_870","cell",2436,1372,0,"1","1"
"cell_871","cell",2432,1503,0.123355263157895,"4","4"
"cell_872","cell",2436,1446,0,"2","2"
"cell_873","cell",2431,1483,0,"3","3"
"cell_874","cell",2435,1506,0.082135523613963,"4","4"
"cell_875","cell",2433,1456,0.123304562268804,"0","0"
"cell_876","cell",2430,1578,0.0823045267489712,"2","2"
"cell_877","cell",2433,1086,0.082203041512536,"1","1"
"cell_878","cell",2432,1214,0.0822368421052631,"0","0"
"cell_879","cell",2425,1478,0.0824742268041237,"5","5"
"cell_880","cell",2420,1367,0.206611570247934,"6","6"
"cell_881","cell",2423,1209,0.0412711514651259,"1","1"
"cell_882","cell",2418,1503,0,"2","2"
"cell_883","cell",2415,1510,0,"2","2"
"cell_884","cell",2414,1199,0,"6","6"
"cell_885","cell",2408,1432,0,"5","5"
"cell_886","cell",2406,1474,0,"5","5"
"cell_887","cell",2400,1519,0.0416666666666667,"3","3"
"cell_888","cell",2401,1389,0,"3","3"
"cell_889","cell",2397,1477,0.250312891113892,"2","2"
"cell_890","cell",2403,1263,0.0416146483562214,"3","3"
"cell_891","cell",2393,1495,0,"6","6"
"cell_892","cell",2396,1085,0,"1","1"
"cell_893","cell",2394,1442,0.0417710944026733,"1","1"
"cell_894","cell",2390,1505,0.0836820083682008,"2","2"
"cell_895","cell",2394,1425,0.0417710944026733,"3","3"
"cell_896","cell",2386,1567,0.0419111483654652,"7","7"
"cell_897","cell",2387,1483,0.0418935902806871,"3","3"
"cell_898","cell",2388,1101,0.0418760469011725,"1","1"
"cell_899","cell",2381,1494,0,"3","3"
"cell_900","cell",2380,1570,0.0840336134453782,"9","9"
"cell_901","cell",2376,1565,0,"2","2"
"cell_902","cell",2379,1375,0.0840689365279529,"3","3"
"cell_903","cell",2374,1396,0,"6","6"
"cell_904","cell",2373,1471,0.0842815002107038,"8","8"
"cell_905","cell",2372,1542,0,"2","2"
"cell_906","cell",2368,1425,0.126689189189189,"1","1"
"cell_907","cell",2370,1640,0,"1","1"
"cell_908","cell",2366,1405,0,"2","2"
"cell_909","cell",2362,1482,0.0423370025402202,"4","4"
"cell_910","cell",2365,1460,0.0422832980972516,"0","0"
"cell_911","cell",2367,1335,0.126742712294043,"4","4"
"cell_912","cell",2361,1375,0.338839474798814,"1","1"
"cell_913","cell",2361,1402,0,"5","5"
"cell_914","cell",2361,1364,0.0847098686997035,"4","4"
"cell_915","cell",2359,1445,0,"2","2"
"cell_916","cell",2353,1415,0.0849978750531237,"5","5"
"cell_917","cell",2353,1442,0.722481937951551,"3","3"
"cell_918","cell",2348,1341,0,"1","1"
"cell_919","cell",2344,1348,0.255972696245734,"1","1"
"cell_920","cell",2340,1573,0.0427350427350427,"4","4"
"cell_921","cell",2336,1322,0,"9","9"
"cell_922","cell",2339,1205,0,"5","5"
"cell_923","cell",2330,1440,0.343347639484979,"2","2"
"cell_924","cell",2330,1447,0,"8","8"
"cell_925","cell",2332,1448,0,"1","1"
"cell_926","cell",2326,1512,0,"5","5"
"cell_927","cell",2325,1472,0.043010752688172,"2","2"
"cell_928","cell",2323,1383,0.086095566078347,"0","0"
"cell_929","cell",2318,1434,0.0431406384814495,"8","8"
"cell_930","cell",2316,1357,0,"3","3"
"cell_931","cell",2323,1330,0,"0","0"
"cell_932","cell",2320,1191,0,"6","6"
"cell_933","cell",2315,1309,0,"1","1"
"cell_934","cell",2311,1297,0,"3","3"
"cell_935","cell",2312,1380,0.0865051903114187,"5","5"
"cell_936","cell",2310,1447,0.173160173160173,"3","3"
"cell_937","cell",2308,1428,0.0433275563258232,"0","0"
"cell_938","cell",2305,1386,0,"2","2"
"cell_939","cell",2305,1442,0,"0","0"
"cell_940","cell",2300,1380,0.0434782608695652,"4","4"
"cell_941","cell",2297,1547,0.087070091423596,"4","4"
"cell_942","cell",2288,1459,0.0437062937062937,"8","8"
"cell_943","cell",2290,1375,0.0436681222707424,"5","5"
"cell_944","cell",2287,1427,0.0437254044599913,"2","2"
"cell_945","cell",2286,1302,0.0874890638670166,"1","1"
"cell_946","cell",2280,1407,0.043859649122807,"4","4"
"cell_947","cell",2278,1332,0,"3","3"
"cell_948","cell",2271,1499,0,"4","4"
"cell_949","cell",2277,1438,0,"2","2"
"cell_950","cell",2271,1377,0.132100396301189,"3","3"
"cell_951","cell",2271,1040,0,"3","3"
"cell_952","cell",2271,1402,0.0440334654337296,"5","5"
"cell_953","cell",2271,1443,0.0440334654337296,"2","2"
"cell_954","cell",2270,1314,0,"0","0"
"cell_955","cell",2270,1442,0.0440528634361234,"3","3"
"cell_956","cell",2268,1403,0.0881834215167548,"8","8"
"cell_957","cell",2266,1349,0.132391879964696,"2","2"
"cell_958","cell",2267,1292,0,"5","5"
"cell_959","cell",2269,1189,0,"1","1"
"cell_960","cell",2263,1487,0.220945647370747,"5","5"
"cell_961","cell",2260,1512,0.309734513274336,"5","5"
"cell_962","cell",2260,1419,0.0884955752212389,"4","4"
"cell_963","cell",2259,1270,0.0442673749446658,"0","0"
"cell_964","cell",2258,1324,0.0885739592559787,"6","6"
"cell_965","cell",2258,1162,0,"6","6"
"cell_966","cell",2252,1347,0.044404973357016,"6","6"
"cell_967","cell",2252,1449,0.177619893428064,"0","0"
"cell_968","cell",2249,1387,0,"0","0"
"cell_969","cell",2250,1479,0.0444444444444444,"9","9"
"cell_970","cell",2250,1442,0.133333333333333,"8","8"
"cell_971","cell",2249,1358,0,"3","3"
"cell_972","cell",2249,1333,0,"0","0"
"cell_973","cell",2237,1535,0,"2","2"
"cell_974","cell",2238,1295,0.0893655049151028,"2","2"
"cell_975","cell",2233,1326,0.0447828034034931,"0","0"
"cell_976","cell",2235,1351,0,"0","0"
"cell_977","cell",2230,1286,0.0448430493273543,"2","2"
"cell_978","cell",2230,1412,0.0896860986547085,"0","0"
"cell_979","cell",2226,1516,0.0449236298292902,"2","2"
"cell_980","cell",2230,1141,0,"0","0"
"cell_981","cell",2225,1342,0.0449438202247191,"0","0"
"cell_982","cell",2223,1358,0.134952766531714,"2","2"
"cell_983","cell",2222,1315,0.045004500450045,"7","7"
"cell_984","cell",2220,1167,0,"5","5"
"cell_985","cell",2214,1406,0.22583559168925,"3","3"
"cell_986","cell",2216,1394,0.0451263537906137,"5","5"
"cell_987","cell",2216,1353,0,"7","7"
"cell_988","cell",2205,1344,0.18140589569161,"4","4"
"cell_989","cell",2212,1487,0.0904159132007233,"9","9"
"cell_990","cell",2211,1189,0.0904568068747173,"6","6"
"cell_991","cell",2210,1396,0.226244343891403,"9","9"
"cell_992","cell",2205,1394,0,"0","0"
"cell_993","cell",2203,1245,0,"8","8"
"cell_994","cell",2196,1395,0.136612021857924,"4","4"
"cell_995","cell",2200,1354,0.0454545454545455,"3","3"
"cell_996","cell",2197,1269,0.227583067819754,"0","0"
"cell_997","cell",2199,1393,0,"3","3"
"cell_998","cell",2192,1122,0.136861313868613,"0","0"
"cell_999","cell",2188,1398,0,"5","5"
"cell_1000","cell",2193,1379,0.136798905608755,"3","3"
"cell_1001","cell",2192,1391,0,"5","5"
"cell_1002","cell",2186,1415,0,"2","2"
"cell_1003","cell",2187,1354,0.137174211248285,"4","4"
"cell_1004","cell",2187,1210,0.0914494741655235,"2","2"
"cell_1005","cell",2183,1428,0.183234081539166,"5","5"
"cell_1006","cell",2183,1135,0,"3","3"
"cell_1007","cell",2184,1291,0,"5","5"
"cell_1008","cell",2178,1263,0,"2","2"
"cell_1009","cell",2177,1327,0.0459347726228755,"3","3"
"cell_1010","cell",2178,1322,0.183654729109275,"0","0"
"cell_1011","cell",2175,1254,0,"0","0"
"cell_1012","cell",2176,1450,0.0919117647058823,"4","4"
"cell_1013","cell",2173,1202,0.092038656235619,"5","5"
"cell_1014","cell",2173,1312,0.092038656235619,"5","5"
"cell_1015","cell",2171,1332,0,"2","2"
"cell_1016","cell",2174,1095,0.0459981600735971,"6","6"
"cell_1017","cell",2168,1275,0.738007380073801,"4","4"
"cell_1018","cell",2165,1358,0.046189376443418,"4","4"
"cell_1019","cell",2166,1354,0.184672206832872,"3","3"
"cell_1020","cell",2168,1321,0,"3","3"
"cell_1021","cell",2161,1131,0.0462748727441,"10","10"
"cell_1022","cell",2162,1396,0.138760407030527,"2","2"
"cell_1023","cell",2155,1502,0,"3","3"
"cell_1024","cell",2160,1392,0.138888888888889,"2","2"
"cell_1025","cell",2155,1352,0.0464037122969838,"5","5"
"cell_1026","cell",2155,1242,0.185614849187935,"2","2"
"cell_1027","cell",2150,1090,0,"6","6"
"cell_1028","cell",2146,1464,0.0931966449207828,"4","4"
"cell_1029","cell",2153,1063,0.0464468183929401,"4","4"
"cell_1030","cell",2151,1296,0,"1","1"
"cell_1031","cell",2149,1237,0.325732899022801,"4","4"
"cell_1032","cell",2144,1359,0.139925373134328,"0","0"
"cell_1033","cell",2147,1206,0,"1","1"
"cell_1034","cell",2142,1371,0.0933706816059757,"3","3"
"cell_1035","cell",2139,1131,0,"0","0"
"cell_1036","cell",2139,1304,0,"7","7"
"cell_1037","cell",2133,1293,0.046882325363338,"6","6"
"cell_1038","cell",2132,1418,0,"0","0"
"cell_1039","cell",2117,1376,0.141709966934341,"1","1"
"cell_1040","cell",2131,1280,0,"5","5"
"cell_1041","cell",2128,1070,0.18796992481203,"6","6"
"cell_1042","cell",2127,1215,0,"5","5"
"cell_1043","cell",2124,1367,0.235404896421846,"2","2"
"cell_1044","cell",2126,1263,0.0470366886171214,"5","5"
"cell_1045","cell",2121,1264,0.0471475719000471,"0","0"
"cell_1046","cell",2123,1302,0.23551577955723,"5","5"
"cell_1047","cell",2125,1438,0.0941176470588235,"5","5"
"cell_1048","cell",2123,1146,0,"1","1"
"cell_1049","cell",2123,1322,0.141309467734338,"3","3"
"cell_1050","cell",2118,1359,0,"2","2"
"cell_1051","cell",2120,1359,0,"4","4"
"cell_1052","cell",2121,1310,0,"6","6"
"cell_1053","cell",2120,1519,0.141509433962264,"8","8"
"cell_1054","cell",2119,1101,0.047192071731949,"6","6"
"cell_1055","cell",2111,1210,0.0473709142586452,"10","10"
"cell_1056","cell",2112,1338,0,"3","3"
"cell_1057","cell",2114,1321,0.0473036896877956,"2","2"
"cell_1058","cell",2113,1058,0,"0","0"
"cell_1059","cell",2110,1402,0.04739336492891,"3","3"
"cell_1060","cell",2109,1366,0,"1","1"
"cell_1061","cell",2110,1231,0,"4","4"
"cell_1062","cell",2105,1250,0,"6","6"
"cell_1063","cell",2105,1282,0,"2","2"
"cell_1064","cell",2106,1220,0.0949667616334283,"0","0"
"cell_1065","cell",2104,1251,0.0475285171102662,"1","1"
"cell_1066","cell",2101,1213,0.0951927653498334,"4","4"
"cell_1067","cell",2098,1243,0,"3","3"
"cell_1068","cell",2094,1404,0,"0","0"
"cell_1069","cell",2090,1360,0,"4","4"
"cell_1070","cell",2084,1255,0,"2","2"
"cell_1071","cell",2086,1158,0.239693192713327,"0","0"
"cell_1072","cell",2083,1273,0,"0","0"
"cell_1073","cell",2083,1322,0.192030724915987,"0","0"
"cell_1074","cell",2084,1340,0,"7","7"
"cell_1075","cell",2084,1133,0,"6","6"
"cell_1076","cell",2078,1428,0,"2","2"
"cell_1077","cell",2074,1296,0,"2","2"
"cell_1078","cell",2075,1280,0.0963855421686747,"0","0"
"cell_1079","cell",2067,1322,0,"3","3"
"cell_1080","cell",2070,1266,0.193236714975845,"4","4"
"cell_1081","cell",2054,1288,0,"0","0"
"cell_1082","cell",2066,1215,0.0484027105517909,"3","3"
"cell_1083","cell",2066,1421,0,"9","9"
"cell_1084","cell",2067,1335,0,"0","0"
"cell_1085","cell",2067,1256,0,"2","2"
"cell_1086","cell",2066,1248,0,"1","1"
"cell_1087","cell",2062,1290,0,"2","2"
"cell_1088","cell",2064,1307,0.484496124031008,"6","6"
"cell_1089","cell",2058,1238,0.0971817298347911,"3","3"
"cell_1090","cell",2054,1269,0.389483933787731,"4","4"
"cell_1091","cell",2054,1275,0,"3","3"
"cell_1092","cell",2055,1294,0,"5","5"
"cell_1093","cell",2055,1193,0.097323600973236,"5","5"
"cell_1094","cell",2052,1379,0.0487329434697856,"3","3"
"cell_1095","cell",2048,1255,0,"2","2"
"cell_1096","cell",2045,1175,0,"0","0"
"cell_1097","cell",2042,1167,0,"0","0"
"cell_1098","cell",2039,1323,0,"2","2"
"cell_1099","cell",2041,1318,0.0979911807937286,"2","2"
"cell_1100","cell",2035,1425,0.0491400491400491,"2","2"
"cell_1101","cell",2035,1347,0,"2","2"
"cell_1102","cell",2033,1150,0,"5","5"
"cell_1103","cell",2031,1164,0,"2","2"
"cell_1104","cell",2029,1341,0.246426811237063,"2","2"
"cell_1105","cell",2023,1178,0,"0","0"
"cell_1106","cell",2024,1238,0.0494071146245059,"4","4"
"cell_1107","cell",2022,1395,0.148367952522255,"4","4"
"cell_1108","cell",2020,1188,0.0495049504950495,"1","1"
"cell_1109","cell",2019,1311,0.0990589400693413,"0","0"
"cell_1110","cell",2017,1290,0,"0","0"
"cell_1111","cell",2006,1253,0.0498504486540379,"0","0"
"cell_1112","cell",2005,1222,0,"6","6"
"cell_1113","cell",2003,1171,0,"1","1"
"cell_1114","cell",2010,1068,0.0497512437810945,"3","3"
"cell_1115","cell",2010,1044,0,"1","1"
"cell_1116","cell",2002,1344,0,"5","5"
"cell_1117","cell",1999,1267,0.0500250125062531,"6","6"
"cell_1118","cell",1994,1213,0.200601805416249,"1","1"
"cell_1119","cell",1995,1249,0,"0","0"
"cell_1120","cell",1991,1252,0,"8","8"
"cell_1121","cell",1995,1257,0.50125313283208,"0","0"
"cell_1122","cell",1992,1339,0,"0","0"
"cell_1123","cell",1992,1328,0.0502008032128514,"2","2"
"cell_1124","cell",1990,1220,0,"0","0"
"cell_1125","cell",1992,1232,0.100401606425703,"0","0"
"cell_1126","cell",1992,1218,0.0502008032128514,"8","8"
"cell_1127","cell",1989,1116,0.0502765208647562,"0","0"
"cell_1128","cell",1980,1361,0,"0","0"
"cell_1129","cell",1980,1425,0,"2","2"
"cell_1130","cell",1984,1133,0,"8","8"
"cell_1131","cell",1978,1235,0,"1","1"
"cell_1132","cell",1981,1138,0.0504795557799091,"1","1"
"cell_1133","cell",1981,1151,0,"0","0"
"cell_1134","cell",1976,1211,0.0506072874493927,"0","0"
"cell_1135","cell",1971,1127,0,"0","0"
"cell_1136","cell",1973,1310,0.253421186011151,"2","2"
"cell_1137","cell",1973,1167,0,"0","0"
"cell_1138","cell",1965,1529,0,"1","1"
"cell_1139","cell",1965,1270,0,"1","1"
"cell_1140","cell",1969,1293,0.203148806500762,"2","2"
"cell_1141","cell",1967,1202,0.101677681748856,"5","5"
"cell_1142","cell",1967,1263,0,"3","3"
"cell_1143","cell",1965,1217,0.152671755725191,"2","2"
"cell_1144","cell",1965,1254,0,"9","9"
"cell_1145","cell",1965,1183,0.101781170483461,"8","8"
"cell_1146","cell",1960,1283,0.102040816326531,"4","4"
"cell_1147","cell",1959,1102,0,"1","1"
"cell_1148","cell",1958,1236,0.255362614913177,"4","4"
"cell_1149","cell",1955,1254,0.051150895140665,"3","3"
"cell_1150","cell",1952,1222,0,"3","3"
"cell_1151","cell",1955,1063,0.30690537084399,"6","6"
"cell_1152","cell",1954,1307,0.0511770726714432,"2","2"
"cell_1153","cell",1953,1337,0,"9","9"
"cell_1154","cell",1955,1091,0.051150895140665,"0","0"
"cell_1155","cell",1949,1206,0.102616726526424,"0","0"
"cell_1156","cell",1947,1233,0.205444273240883,"2","2"
"cell_1157","cell",1943,1178,0.36026762738034,"0","0"
"cell_1158","cell",1944,1211,0.051440329218107,"0","0"
"cell_1159","cell",1939,1295,0.0515729757607014,"0","0"
"cell_1160","cell",1939,1017,0,"6","6"
"cell_1161","cell",1934,1269,0.206825232678387,"0","0"
"cell_1162","cell",1936,1255,0,"6","6"
"cell_1163","cell",1934,1188,0.0517063081695967,"5","5"
"cell_1164","cell",1927,1196,0,"4","4"
"cell_1165","cell",1931,1254,0,"3","3"
"cell_1166","cell",1925,1085,0.051948051948052,"10","10"
"cell_1167","cell",1931,1260,0.0517866390471258,"6","6"
"cell_1168","cell",1933,1159,0.0517330574236937,"1","1"
"cell_1169","cell",1926,1239,0,"3","3"
"cell_1170","cell",1929,1185,0,"3","3"
"cell_1171","cell",1924,1192,0,"5","5"
"cell_1172","cell",1921,1036,0.104112441436752,"5","5"
"cell_1173","cell",1921,1170,0.156168662155128,"4","4"
"cell_1174","cell",1923,1317,0,"9","9"
"cell_1175","cell",1920,1201,0,"2","2"
"cell_1176","cell",1921,1306,0.156168662155128,"2","2"
"cell_1177","cell",1919,1214,0,"2","2"
"cell_1178","cell",1915,1239,0.10443864229765,"2","2"
"cell_1179","cell",1916,1206,0.0521920668058455,"6","6"
"cell_1180","cell",1914,1273,0,"0","0"
"cell_1181","cell",1911,1199,0,"0","0"
"cell_1182","cell",1907,1322,0,"4","4"
"cell_1183","cell",1912,1191,0,"0","0"
"cell_1184","cell",1907,1198,0.0524383848977451,"2","2"
"cell_1185","cell",1908,1135,0,"1","1"
"cell_1186","cell",1908,1249,0.0524109014675052,"4","4"
"cell_1187","cell",1903,1142,0.525486074619023,"6","6"
"cell_1188","cell",1900,1270,0.0526315789473684,"8","8"
"cell_1189","cell",1901,1251,0.157811678064177,"5","5"
"cell_1190","cell",1900,1260,0.315789473684211,"2","2"
"cell_1191","cell",1898,1306,0.0526870389884088,"3","3"
"cell_1192","cell",1898,1152,0,"7","7"
"cell_1193","cell",1899,992,0,"0","0"
"cell_1194","cell",1900,1148,0,"0","0"
"cell_1195","cell",1896,1370,0,"2","2"
"cell_1196","cell",1894,983,0,"6","6"
"cell_1197","cell",1890,1257,0,"2","2"
"cell_1198","cell",1886,1232,0,"0","0"
"cell_1199","cell",1883,1232,0,"0","0"
"cell_1200","cell",1891,1163,0.317292437863564,"1","1"
"cell_1201","cell",1886,1323,0.0530222693531283,"2","2"
"cell_1202","cell",1888,1126,0,"1","1"
"cell_1203","cell",1887,1085,0.105988341282459,"0","0"
"cell_1204","cell",1885,1231,0.212201591511936,"5","5"
"cell_1205","cell",1883,1047,0.0531067445565587,"0","0"
"cell_1206","cell",1884,1249,0.159235668789809,"5","5"
"cell_1207","cell",1883,1178,0.106213489113117,"0","0"
"cell_1208","cell",1885,1287,0.0530503978779841,"6","6"
"cell_1209","cell",1882,1208,0,"3","3"
"cell_1210","cell",1879,1041,0.0532197977647685,"1","1"
"cell_1211","cell",1883,1043,0.0531067445565587,"2","2"
"cell_1212","cell",1879,1196,0.106439595529537,"8","8"
"cell_1213","cell",1880,1137,0,"3","3"
"cell_1214","cell",1879,1183,0,"2","2"
"cell_1215","cell",1875,1133,0,"10","10"
"cell_1216","cell",1873,1235,0.0533902829684997,"0","0"
"cell_1217","cell",1864,1135,0,"6","6"
"cell_1218","cell",1869,1088,0,"3","3"
"cell_1219","cell",1869,1268,0.160513643659711,"5","5"
"cell_1220","cell",1863,1205,0.0536768652710682,"9","9"
"cell_1221","cell",1864,1179,0,"4","4"
"cell_1222","cell",1866,928,0.107181136120043,"5","5"
"cell_1223","cell",1863,1206,0,"5","5"
"cell_1224","cell",1861,1237,0,"8","8"
"cell_1225","cell",1863,1015,0,"3","3"
"cell_1226","cell",1860,1207,0,"2","2"
"cell_1227","cell",1860,1240,0.0537634408602151,"4","4"
"cell_1228","cell",1855,1267,0.215633423180593,"2","2"
"cell_1229","cell",1855,1143,0.431266846361186,"1","1"
"cell_1230","cell",1855,1113,0,"1","1"
"cell_1231","cell",1852,1246,0.0539956803455724,"2","2"
"cell_1232","cell",1850,1172,0.0540540540540541,"4","4"
"cell_1233","cell",1847,1248,0,"6","6"
"cell_1234","cell",1850,1121,0.324324324324324,"1","1"
"cell_1235","cell",1850,1188,0,"3","3"
"cell_1236","cell",1845,1159,0,"9","9"
"cell_1237","cell",1842,1200,0.0542888165038002,"2","2"
"cell_1238","cell",1849,1212,0,"2","2"
"cell_1239","cell",1844,1225,0.0542299349240781,"2","2"
"cell_1240","cell",1846,1202,0.0541711809317443,"5","5"
"cell_1241","cell",1848,1083,0.324675324675325,"4","4"
"cell_1242","cell",1843,1175,0.162778079218665,"7","7"
"cell_1243","cell",1847,1169,0.108283703302653,"0","0"
"cell_1244","cell",1840,1275,0.0543478260869565,"6","6"
"cell_1245","cell",1839,1142,0.271886895051659,"2","2"
"cell_1246","cell",1836,1092,0,"0","0"
"cell_1247","cell",1841,1092,0,"0","0"
"cell_1248","cell",1839,1189,0,"0","0"
"cell_1249","cell",1836,1188,0,"0","0"
"cell_1250","cell",1835,1195,0.0544959128065395,"5","5"
"cell_1251","cell",1837,1294,0,"2","2"
"cell_1252","cell",1835,1279,0,"0","0"
"cell_1253","cell",1837,1079,0.0544365813826892,"3","3"
"cell_1254","cell",1825,1167,0.0547945205479452,"7","7"
"cell_1255","cell",1833,920,0.10911074740862,"1","1"
"cell_1256","cell",1832,1029,0,"10","10"
"cell_1257","cell",1831,1214,0.109229929000546,"0","0"
"cell_1258","cell",1830,1209,0.0546448087431694,"8","8"
"cell_1259","cell",1826,1206,0.0547645125958379,"0","0"
"cell_1260","cell",1830,1216,0,"2","2"
"cell_1261","cell",1829,1120,0,"7","7"
"cell_1262","cell",1828,1188,0.0547045951859956,"4","4"
"cell_1263","cell",1826,1132,0,"0","0"
"cell_1264","cell",1825,1201,0,"0","0"
"cell_1265","cell",1827,996,0,"0","0"
"cell_1266","cell",1824,1278,0.109649122807018,"5","5"
"cell_1267","cell",1824,1045,0,"0","0"
"cell_1268","cell",1817,1181,0.0550357732526142,"0","0"
"cell_1269","cell",1816,1217,0.220264317180617,"0","0"
"cell_1270","cell",1820,1173,0,"5","5"
"cell_1271","cell",1814,1205,0,"4","4"
"cell_1272","cell",1817,1216,0.110071546505228,"9","9"
"cell_1273","cell",1818,991,0,"0","0"
"cell_1274","cell",1817,1107,0.0550357732526142,"6","6"
"cell_1275","cell",1811,1269,0.0552181115405853,"5","5"
"cell_1276","cell",1810,1200,0.165745856353591,"2","2"
"cell_1277","cell",1816,1247,0.165198237885463,"5","5"
"cell_1278","cell",1812,1059,0,"0","0"
"cell_1279","cell",1813,1130,0.0551571980143409,"2","2"
"cell_1280","cell",1810,1018,0.110497237569061,"1","1"
"cell_1281","cell",1806,1141,0,"0","0"
"cell_1282","cell",1806,1056,0.0553709856035437,"2","2"
"cell_1283","cell",1804,1178,0,"1","1"
"cell_1284","cell",1801,1173,0.0555247084952804,"5","5"
"cell_1285","cell",1803,1130,0,"2","2"
"cell_1286","cell",1798,1014,0.222469410456062,"6","6"
"cell_1287","cell",1799,1111,0.166759310728182,"4","4"
"cell_1288","cell",1795,976,0.0557103064066852,"5","5"
"cell_1289","cell",1794,1084,0,"1","1"
"cell_1290","cell",1790,1127,0.167597765363128,"10","10"
"cell_1291","cell",1792,1121,0,"0","0"
"cell_1292","cell",1792,965,0,"1","1"
"cell_1293","cell",1792,1195,0,"5","5"
"cell_1294","cell",1788,1094,0.0559284116331096,"4","4"
"cell_1295","cell",1790,1140,0.0558659217877095,"3","3"
"cell_1296","cell",1788,965,0.0559284116331096,"5","5"
"cell_1297","cell",1786,962,0.0559910414333707,"1","1"
"cell_1298","cell",1778,1211,0.0562429696287964,"4","4"
"cell_1299","cell",1781,1294,0,"1","1"
"cell_1300","cell",1778,942,0.393700787401575,"4","4"
"cell_1301","cell",1780,1184,0.112359550561798,"7","7"
"cell_1302","cell",1775,1159,0.225352112676056,"5","5"
"cell_1303","cell",1776,1102,0,"4","4"
"cell_1304","cell",1777,1019,0.056274620146314,"2","2"
"cell_1305","cell",1771,1266,0.0564652738565782,"2","2"
"cell_1306","cell",1775,1114,0.112676056338028,"3","3"
"cell_1307","cell",1773,1119,0,"0","0"
"cell_1308","cell",1771,1136,0.0564652738565782,"6","6"
"cell_1309","cell",1773,1043,0,"5","5"
"cell_1310","cell",1763,1166,0.0567214974475326,"3","3"
"cell_1311","cell",1766,1138,0.113250283125708,"6","6"
"cell_1312","cell",1765,1156,0.056657223796034,"5","5"
"cell_1313","cell",1762,1227,0.227014755959137,"2","2"
"cell_1314","cell",1765,1047,0.056657223796034,"1","1"
"cell_1315","cell",1756,1249,0.284738041002278,"1","1"
"cell_1316","cell",1759,1212,0.0568504832291074,"5","5"
"cell_1317","cell",1747,1227,0.114481969089868,"4","4"
