"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_1318","cell",1757,1126,0,"2","2"
"cell_1319","cell",1761,1117,0,"2","2"
"cell_1320","cell",1756,1199,0,"0","0"
"cell_1321","cell",1760,1175,0.0568181818181818,"0","0"
"cell_1322","cell",1754,1253,0.171037628278221,"5","5"
"cell_1323","cell",1756,1113,0,"4","4"
"cell_1324","cell",1753,1082,0.171135196805476,"7","7"
"cell_1325","cell",1754,1237,0.342075256556442,"4","4"
"cell_1326","cell",1755,1240,0.113960113960114,"2","2"
"cell_1327","cell",1753,1182,0,"0","0"
"cell_1328","cell",1754,1029,0,"5","5"
"cell_1329","cell",1754,1179,0,"4","4"
"cell_1330","cell",1755,1190,0,"3","3"
"cell_1331","cell",1753,1193,0,"5","5"
"cell_1332","cell",1750,1053,0.114285714285714,"2","2"
"cell_1333","cell",1754,1065,0,"8","8"
"cell_1334","cell",1752,1194,0,"4","4"
"cell_1335","cell",1740,1102,0,"10","10"
"cell_1336","cell",1746,1150,0,"2","2"
"cell_1337","cell",1749,1098,0,"0","0"
"cell_1338","cell",1746,1182,0,"2","2"
"cell_1339","cell",1746,923,0,"9","9"
"cell_1340","cell",1741,1019,0.229753015508329,"4","4"
"cell_1341","cell",1743,1134,0,"4","4"
"cell_1342","cell",1739,952,0,"6","6"
"cell_1343","cell",1736,1173,0.0576036866359447,"2","2"
"cell_1344","cell",1739,1113,0,"0","0"
"cell_1345","cell",1737,947,0.115141047783535,"3","3"
"cell_1346","cell",1728,1052,0,"10","10"
"cell_1347","cell",1734,1211,0,"4","4"
"cell_1348","cell",1733,1216,0,"4","4"
"cell_1349","cell",1732,1137,0.173210161662818,"2","2"
"cell_1350","cell",1732,1177,0.346420323325635,"2","2"
"cell_1351","cell",1732,800,0.23094688221709,"1","1"
"cell_1352","cell",1729,1122,0,"0","0"
"cell_1353","cell",1730,1144,0.0578034682080925,"1","1"
"cell_1354","cell",1730,1048,0.0578034682080925,"3","3"
"cell_1355","cell",1729,995,0,"0","0"
"cell_1356","cell",1729,1167,0.0578368999421631,"0","0"
"cell_1357","cell",1724,1137,0.0580046403712297,"2","2"
"cell_1358","cell",1727,1010,0,"5","5"
"cell_1359","cell",1726,1024,0,"0","0"
"cell_1360","cell",1720,894,0.0581395348837209,"1","1"
"cell_1361","cell",1724,1218,0.290023201856148,"9","9"
"cell_1362","cell",1723,1093,0,"0","0"
"cell_1363","cell",1720,1059,0,"0","0"
"cell_1364","cell",1719,1146,0.058173356602676,"5","5"
"cell_1365","cell",1719,878,0.058173356602676,"1","1"
"cell_1366","cell",1720,944,0.116279069767442,"0","0"
"cell_1367","cell",1712,1022,0.233644859813084,"2","2"
"cell_1368","cell",1718,1056,0,"7","7"
"cell_1369","cell",1716,1071,0,"2","2"
"cell_1370","cell",1712,1202,0,"5","5"
"cell_1371","cell",1713,969,0,"6","6"
"cell_1372","cell",1712,1126,0,"4","4"
"cell_1373","cell",1711,1006,0,"4","4"
"cell_1374","cell",1707,1121,0.117164616285882,"4","4"
"cell_1375","cell",1708,1094,0.234192037470726,"3","3"
"cell_1376","cell",1710,1239,0.175438596491228,"7","7"
"cell_1377","cell",1702,1077,0.293772032902468,"0","0"
"cell_1378","cell",1707,1235,0.0585823081429408,"0","0"
"cell_1379","cell",1707,946,0,"5","5"
"cell_1380","cell",1702,1220,0,"2","2"
"cell_1381","cell",1702,1171,0.117508813160987,"2","2"
"cell_1382","cell",1694,842,0,"6","6"
"cell_1383","cell",1699,1060,0.0588581518540318,"0","0"
"cell_1384","cell",1702,1040,0,"8","8"
"cell_1385","cell",1701,1054,0.0587889476778366,"3","3"
"cell_1386","cell",1691,1127,0.0591366055588409,"4","4"
"cell_1387","cell",1699,1054,0,"1","1"
"cell_1388","cell",1694,1101,0,"3","3"
"cell_1389","cell",1698,1143,0,"5","5"
"cell_1390","cell",1696,1068,0,"0","0"
"cell_1391","cell",1696,1127,0.0589622641509434,"8","8"
"cell_1392","cell",1694,1017,0,"6","6"
"cell_1393","cell",1692,1108,0.0591016548463357,"8","8"
"cell_1394","cell",1688,1173,0.0592417061611374,"2","2"
"cell_1395","cell",1692,1114,0,"7","7"
"cell_1396","cell",1686,1182,0,"4","4"
"cell_1397","cell",1689,1126,0.118413262285376,"0","0"
"cell_1398","cell",1691,1150,0.0591366055588409,"2","2"
"cell_1399","cell",1687,933,0.1778304682869,"4","4"
"cell_1400","cell",1684,1143,0,"7","7"
"cell_1401","cell",1681,1077,0,"5","5"
"cell_1402","cell",1681,921,0.0594883997620464,"3","3"
"cell_1403","cell",1678,1099,0.238379022646007,"4","4"
"cell_1404","cell",1681,919,0,"1","1"
"cell_1405","cell",1678,980,0.297973778307509,"4","4"
"cell_1406","cell",1677,1065,0,"5","5"
"cell_1407","cell",1677,1158,0,"9","9"
"cell_1408","cell",1672,1097,0.0598086124401914,"3","3"
"cell_1409","cell",1673,1143,0,"2","2"
"cell_1410","cell",1674,1108,0,"2","2"
"cell_1411","cell",1675,1144,0,"2","2"
"cell_1412","cell",1673,1102,0.119545726240287,"2","2"
"cell_1413","cell",1672,998,0.0598086124401914,"1","1"
"cell_1414","cell",1674,978,0,"0","0"
"cell_1415","cell",1672,1027,0,"7","7"
"cell_1416","cell",1666,1207,0,"1","1"
"cell_1417","cell",1667,1107,0.0599880023995201,"4","4"
"cell_1418","cell",1672,1162,0,"6","6"
"cell_1419","cell",1667,1099,0,"2","2"
"cell_1420","cell",1668,1109,0.0599520383693046,"8","8"
"cell_1421","cell",1666,970,0.0600240096038415,"5","5"
"cell_1422","cell",1667,1137,0.11997600479904,"0","0"
"cell_1423","cell",1664,1082,0.841346153846154,"6","6"
"cell_1424","cell",1666,1108,0.0600240096038415,"9","9"
"cell_1425","cell",1665,1165,0,"6","6"
"cell_1426","cell",1662,1183,0,"2","2"
"cell_1427","cell",1664,1073,0,"0","0"
"cell_1428","cell",1658,1097,0.060313630880579,"0","0"
"cell_1429","cell",1661,828,0,"3","3"
"cell_1430","cell",1657,1065,0.12070006035003,"0","0"
"cell_1431","cell",1655,1030,0,"0","0"
"cell_1432","cell",1651,1199,0.0605693519079346,"3","3"
"cell_1433","cell",1656,1000,0.120772946859903,"1","1"
"cell_1434","cell",1655,1168,0.0604229607250755,"8","8"
"cell_1435","cell",1651,945,0.181708055723804,"5","5"
"cell_1436","cell",1651,954,0.423985463355542,"6","6"
"cell_1437","cell",1647,960,0,"5","5"
"cell_1438","cell",1648,1040,0,"1","1"
"cell_1439","cell",1647,1035,0.121432908318154,"2","2"
"cell_1440","cell",1640,1128,0.0609756097560976,"2","2"
"cell_1441","cell",1644,897,0,"3","3"
"cell_1442","cell",1644,1080,0,"7","7"
"cell_1443","cell",1636,1011,0,"8","8"
"cell_1444","cell",1636,1255,0.611246943765281,"8","8"
"cell_1445","cell",1639,1012,0.12202562538133,"0","0"
"cell_1446","cell",1640,951,0,"1","1"
"cell_1447","cell",1634,1146,0,"2","2"
"cell_1448","cell",1638,878,0,"5","5"
"cell_1449","cell",1636,1022,0,"3","3"
"cell_1450","cell",1639,885,0.183038438071995,"1","1"
"cell_1451","cell",1635,1112,0,"0","0"
"cell_1452","cell",1634,1078,0.0611995104039168,"0","0"
"cell_1453","cell",1633,1027,0.122473974280465,"3","3"
"cell_1454","cell",1635,1034,0,"5","5"
"cell_1455","cell",1632,1010,0,"10","10"
"cell_1456","cell",1628,1151,0,"0","0"
"cell_1457","cell",1626,1101,0.1230012300123,"2","2"
"cell_1458","cell",1620,853,0,"10","10"
"cell_1459","cell",1624,1043,0,"0","0"
"cell_1460","cell",1623,1089,0.184842883548983,"2","2"
"cell_1461","cell",1623,987,0.184842883548983,"6","6"
"cell_1462","cell",1622,1035,0,"1","1"
"cell_1463","cell",1622,939,0,"3","3"
"cell_1464","cell",1622,1030,0.246609124537608,"4","4"
"cell_1465","cell",1618,1107,0.0618046971569839,"5","5"
"cell_1466","cell",1618,1025,0.0618046971569839,"0","0"
"cell_1467","cell",1616,1138,0,"0","0"
"cell_1468","cell",1620,914,0,"1","1"
"cell_1469","cell",1616,1069,0,"0","0"
"cell_1470","cell",1618,1160,0,"2","2"
"cell_1471","cell",1615,1069,0,"0","0"
"cell_1472","cell",1616,1065,0.123762376237624,"2","2"
"cell_1473","cell",1612,1029,0.0620347394540943,"2","2"
"cell_1474","cell",1613,1105,0.123992560446373,"3","3"
"cell_1475","cell",1612,966,0.0620347394540943,"2","2"
"cell_1476","cell",1610,1146,0,"5","5"
"cell_1477","cell",1612,1050,0.0620347394540943,"0","0"
"cell_1478","cell",1613,865,0,"3","3"
"cell_1479","cell",1608,1185,0.0621890547263682,"4","4"
"cell_1480","cell",1605,1086,0.249221183800623,"0","0"
"cell_1481","cell",1607,1093,0.124455507156192,"3","3"
"cell_1482","cell",1604,1099,0.0623441396508728,"5","5"
"cell_1483","cell",1607,1025,1.05787181082763,"6","6"
"cell_1484","cell",1607,919,0,"1","1"
"cell_1485","cell",1605,1117,0.0623052959501558,"2","2"
"cell_1486","cell",1603,1078,0,"0","0"
"cell_1487","cell",1600,942,0,"1","1"
"cell_1488","cell",1598,1057,0.187734668335419,"3","3"
"cell_1489","cell",1596,1138,0.18796992481203,"2","2"
"cell_1490","cell",1595,1022,0.125391849529781,"4","4"
"cell_1491","cell",1596,1046,0,"4","4"
"cell_1492","cell",1596,1074,0,"1","1"
"cell_1493","cell",1593,999,0,"4","4"
"cell_1494","cell",1590,1045,0.0628930817610063,"5","5"
"cell_1495","cell",1588,1202,0.125944584382872,"2","2"
"cell_1496","cell",1590,978,0,"2","2"
"cell_1497","cell",1583,1067,0,"5","5"
"cell_1498","cell",1583,1047,0.126342387871131,"4","4"
"cell_1499","cell",1582,978,0.189633375474083,"4","4"
"cell_1500","cell",1583,1029,0.126342387871131,"2","2"
"cell_1501","cell",1577,1091,0,"8","8"
"cell_1502","cell",1577,901,0.0634115409004439,"3","3"
"cell_1503","cell",1578,960,0,"8","8"
"cell_1504","cell",1575,1096,0.126984126984127,"2","2"
"cell_1505","cell",1574,1013,0.127064803049555,"0","0"
"cell_1506","cell",1576,938,0,"1","1"
"cell_1507","cell",1568,877,0.127551020408163,"1","1"
"cell_1508","cell",1564,1083,0.0639386189258312,"2","2"
"cell_1509","cell",1561,1023,0,"2","2"
"cell_1510","cell",1563,1015,0,"0","0"
"cell_1511","cell",1566,917,0,"0","0"
"cell_1512","cell",1565,955,0,"0","0"
"cell_1513","cell",1563,1122,0.0639795265515035,"2","2"
"cell_1514","cell",1563,938,0.191938579654511,"5","5"
"cell_1515","cell",1559,1026,0,"2","2"
"cell_1516","cell",1557,939,0.128452151573539,"1","1"
"cell_1517","cell",1557,937,0,"1","1"
"cell_1518","cell",1557,1055,0.128452151573539,"0","0"
"cell_1519","cell",1560,973,0,"3","3"
"cell_1520","cell",1556,1073,0,"2","2"
"cell_1521","cell",1555,1015,0,"8","8"
"cell_1522","cell",1553,1016,0.0643915003219575,"0","0"
"cell_1523","cell",1553,1015,0,"6","6"
"cell_1524","cell",1553,1078,0,"6","6"
"cell_1525","cell",1551,988,0.128949065119278,"2","2"
"cell_1526","cell",1549,895,0.0645577792123951,"5","5"
"cell_1527","cell",1549,1133,0.12911555842479,"5","5"
"cell_1528","cell",1548,897,0,"5","5"
"cell_1529","cell",1546,896,0.258732212160414,"1","1"
"cell_1530","cell",1542,1088,0,"2","2"
"cell_1531","cell",1544,1104,0,"6","6"
"cell_1532","cell",1543,1060,0.388852883992223,"2","2"
"cell_1533","cell",1544,984,0,"0","0"
"cell_1534","cell",1541,986,0.0648929266709929,"1","1"
"cell_1535","cell",1535,1095,0,"7","7"
"cell_1536","cell",1539,1003,0,"8","8"
"cell_1537","cell",1536,1034,0.130208333333333,"2","2"
"cell_1538","cell",1536,1040,0.0651041666666667,"5","5"
"cell_1539","cell",1536,960,0.0651041666666667,"2","2"
"cell_1540","cell",1539,1039,0.0649772579597141,"2","2"
"cell_1541","cell",1536,881,0.130208333333333,"2","2"
"cell_1542","cell",1531,1046,0.0653167864141084,"0","0"
"cell_1543","cell",1532,951,0,"0","0"
"cell_1544","cell",1532,955,0,"5","5"
"cell_1545","cell",1528,1023,0,"0","0"
"cell_1546","cell",1530,814,0.065359477124183,"3","3"
"cell_1547","cell",1523,1049,0.459619172685489,"1","1"
"cell_1548","cell",1528,1121,0,"4","4"
"cell_1549","cell",1531,939,0.130633572828217,"3","3"
"cell_1550","cell",1528,1042,0,"2","2"
"cell_1551","cell",1526,1080,0.131061598951507,"3","3"
"cell_1552","cell",1522,1077,0,"7","7"
"cell_1553","cell",1527,908,0.130975769482646,"4","4"
"cell_1554","cell",1526,916,0,"1","1"
"cell_1555","cell",1524,883,0,"1","1"
"cell_1556","cell",1514,1082,0.0660501981505945,"2","2"
"cell_1557","cell",1519,1088,0.131665569453588,"1","1"
"cell_1558","cell",1520,1018,0,"5","5"
"cell_1559","cell",1519,1042,0.131665569453588,"5","5"
"cell_1560","cell",1515,1030,0.198019801980198,"2","2"
"cell_1561","cell",1515,1039,0.132013201320132,"2","2"
"cell_1562","cell",1517,1035,0,"5","5"
"cell_1563","cell",1517,910,0.1318391562294,"5","5"
"cell_1564","cell",1513,997,0.0660938532716457,"0","0"
"cell_1565","cell",1511,977,0.0661813368630046,"0","0"
"cell_1566","cell",1510,959,0,"4","4"
"cell_1567","cell",1500,922,0,"10","10"
"cell_1568","cell",1512,965,0,"0","0"
"cell_1569","cell",1509,970,0,"3","3"
"cell_1570","cell",1510,942,0,"1","1"
"cell_1571","cell",1497,878,0.133600534402138,"10","10"
"cell_1572","cell",1505,945,0.132890365448505,"4","4"
"cell_1573","cell",1504,945,0.0664893617021277,"4","4"
"cell_1574","cell",1497,937,0.200400801603206,"1","1"
"cell_1575","cell",1498,823,0.0667556742323097,"6","6"
"cell_1576","cell",1493,937,0.133958472873409,"4","4"
"cell_1577","cell",1491,959,0,"1","1"
"cell_1578","cell",1493,886,0.200937709310114,"4","4"
"cell_1579","cell",1488,1046,0.0672043010752688,"5","5"
"cell_1580","cell",1490,922,0.134228187919463,"4","4"
"cell_1581","cell",1489,980,0,"8","8"
"cell_1582","cell",1491,931,0.0670690811535882,"0","0"
"cell_1583","cell",1486,986,0.0672947510094213,"2","2"
"cell_1584","cell",1489,849,0.134318334452653,"0","0"
"cell_1585","cell",1488,990,0,"5","5"
"cell_1586","cell",1481,1008,0,"4","4"
"cell_1587","cell",1481,1092,0,"2","2"
"cell_1588","cell",1482,847,0.0674763832658569,"4","4"
"cell_1589","cell",1478,899,0,"1","1"
"cell_1590","cell",1472,944,0.0679347826086956,"10","10"
"cell_1591","cell",1477,963,0,"1","1"
"cell_1592","cell",1471,992,0,"4","4"
"cell_1593","cell",1469,879,0,"4","4"
"cell_1594","cell",1470,1013,0,"2","2"
"cell_1595","cell",1468,898,0,"7","7"
"cell_1596","cell",1466,906,0.409276944065484,"3","3"
"cell_1597","cell",1466,898,0.272851296043656,"6","6"
"cell_1598","cell",1462,920,0,"5","5"
"cell_1599","cell",1464,982,0,"6","6"
"cell_1600","cell",1457,1081,0,"2","2"
"cell_1601","cell",1463,989,0,"0","0"
"cell_1602","cell",1461,995,0,"4","4"
"cell_1603","cell",1465,991,0.204778156996587,"1","1"
"cell_1604","cell",1463,953,0.136705399863295,"3","3"
"cell_1605","cell",1461,871,0,"6","6"
"cell_1606","cell",1464,814,0,"3","3"
"cell_1607","cell",1460,840,0.205479452054795,"4","4"
"cell_1608","cell",1461,1020,0,"0","0"
"cell_1609","cell",1458,1051,0,"2","2"
"cell_1610","cell",1458,788,0,"6","6"
"cell_1611","cell",1456,913,0.206043956043956,"6","6"
"cell_1612","cell",1455,1035,0,"2","2"
"cell_1613","cell",1454,979,0,"3","3"
"cell_1614","cell",1456,975,0.137362637362637,"1","1"
"cell_1615","cell",1454,906,0.0687757909215956,"8","8"
"cell_1616","cell",1446,936,0,"6","6"
"cell_1617","cell",1450,807,0.137931034482759,"3","3"
"cell_1618","cell",1452,738,0,"6","6"
"cell_1619","cell",1450,1010,0.206896551724138,"7","7"
"cell_1620","cell",1449,887,0,"4","4"
"cell_1621","cell",1448,1015,0,"1","1"
"cell_1622","cell",1446,977,0,"2","2"
"cell_1623","cell",1442,899,0.0693481276005548,"10","10"
"cell_1624","cell",1447,897,0,"1","1"
"cell_1625","cell",1447,981,0.0691085003455425,"8","8"
"cell_1626","cell",1443,959,0.0693000693000693,"6","6"
"cell_1627","cell",1444,968,0.0692520775623269,"2","2"
"cell_1628","cell",1446,918,0.0691562932226833,"1","1"
"cell_1629","cell",1444,1123,0,"4","4"
"cell_1630","cell",1443,1037,0.0693000693000693,"5","5"
"cell_1631","cell",1434,1033,0,"8","8"
"cell_1632","cell",1437,946,0.069589422407794,"5","5"
"cell_1633","cell",1438,1033,0.0695410292072323,"3","3"
"cell_1634","cell",1435,1019,0.0696864111498258,"4","4"
"cell_1635","cell",1435,860,0,"6","6"
"cell_1636","cell",1436,808,0.278551532033426,"7","7"
"cell_1637","cell",1427,966,0,"0","0"
"cell_1638","cell",1433,991,0,"0","0"
"cell_1639","cell",1428,1065,0.0700280112044818,"5","5"
"cell_1640","cell",1430,810,0.0699300699300699,"6","6"
"cell_1641","cell",1427,1035,0.0700770847932726,"5","5"
"cell_1642","cell",1429,969,0,"6","6"
"cell_1643","cell",1427,884,0,"5","5"
"cell_1644","cell",1429,1024,0.139958012596221,"0","0"
"cell_1645","cell",1425,1120,0.210526315789474,"4","4"
"cell_1646","cell",1427,698,0.140154169586545,"1","1"
"cell_1647","cell",1423,954,0,"0","0"
"cell_1648","cell",1423,874,0.210822206605762,"4","4"
"cell_1649","cell",1417,799,0,"1","1"
"cell_1650","cell",1420,934,0.140845070422535,"0","0"
"cell_1651","cell",1419,902,0,"0","0"
"cell_1652","cell",1419,862,0,"2","2"
"cell_1653","cell",1414,914,0.0707213578500707,"7","7"
"cell_1654","cell",1416,976,0.0706214689265537,"4","4"
"cell_1655","cell",1412,991,0.0708215297450425,"5","5"
"cell_1656","cell",1414,951,0.424328147100424,"3","3"
"cell_1657","cell",1414,921,0,"2","2"
"cell_1658","cell",1413,946,0.0707714083510262,"2","2"
"cell_1659","cell",1413,928,0,"0","0"
"cell_1660","cell",1412,617,0,"1","1"
"cell_1661","cell",1402,867,0.14265335235378,"1","1"
"cell_1662","cell",1407,954,0.213219616204691,"4","4"
"cell_1663","cell",1408,873,0.0710227272727273,"2","2"
"cell_1664","cell",1407,987,0,"2","2"
"cell_1665","cell",1405,947,0,"0","0"
"cell_1666","cell",1403,882,0.142551674982181,"3","3"
"cell_1667","cell",1401,815,0,"1","1"
"cell_1668","cell",1404,944,0.142450142450142,"8","8"
"cell_1669","cell",1400,968,0.0714285714285714,"1","1"
"cell_1670","cell",1402,688,0,"1","1"
"cell_1671","cell",1398,950,0.143061516452074,"0","0"
"cell_1672","cell",1401,946,0.0713775874375446,"3","3"
"cell_1673","cell",1400,622,0.0714285714285714,"1","1"
"cell_1674","cell",1394,907,0,"2","2"
"cell_1675","cell",1393,1026,0.0717875089734386,"3","3"
"cell_1676","cell",1394,921,0,"0","0"
"cell_1677","cell",1391,1002,0,"0","0"
"cell_1678","cell",1393,942,0.0717875089734386,"5","5"
"cell_1679","cell",1388,937,0.144092219020173,"0","0"
"cell_1680","cell",1389,935,0.0719942404607631,"7","7"
"cell_1681","cell",1388,899,0.144092219020173,"1","1"
"cell_1682","cell",1386,949,0.144300144300144,"7","7"
"cell_1683","cell",1388,953,0.0720461095100865,"1","1"
"cell_1684","cell",1384,913,0,"2","2"
"cell_1685","cell",1369,776,0.219138056975895,"6","6"
"cell_1686","cell",1388,810,0,"6","6"
"cell_1687","cell",1383,1004,0.0723065798987708,"0","0"
"cell_1688","cell",1385,807,0.0722021660649819,"6","6"
"cell_1689","cell",1385,684,0,"1","1"
"cell_1690","cell",1385,918,0.0722021660649819,"1","1"
"cell_1691","cell",1380,968,0.144927536231884,"5","5"
"cell_1692","cell",1380,1011,0.072463768115942,"2","2"
"cell_1693","cell",1379,907,0.145032632342277,"3","3"
"cell_1694","cell",1377,984,0.363108206245461,"2","2"
"cell_1695","cell",1376,796,0,"6","6"
"cell_1696","cell",1380,840,0,"4","4"
"cell_1697","cell",1373,850,0.364166059723234,"6","6"
"cell_1698","cell",1373,821,0.21849963583394,"4","4"
"cell_1699","cell",1371,969,0.0729394602479942,"1","1"
"cell_1700","cell",1371,939,0,"4","4"
"cell_1701","cell",1367,909,0.0731528895391368,"0","0"
"cell_1702","cell",1365,953,0,"9","9"
"cell_1703","cell",1367,829,0.146305779078274,"1","1"
"cell_1704","cell",1365,782,0.0732600732600733,"0","0"
"cell_1705","cell",1367,750,0.146305779078274,"5","5"
"cell_1706","cell",1366,906,0,"0","0"
"cell_1707","cell",1363,921,0,"2","2"
"cell_1708","cell",1363,965,0,"4","4"
"cell_1709","cell",1366,917,0,"2","2"
"cell_1710","cell",1363,920,0.366837857666911,"4","4"
"cell_1711","cell",1360,979,0.0735294117647059,"2","2"
"cell_1712","cell",1360,855,0,"6","6"
"cell_1713","cell",1361,881,0,"8","8"
"cell_1714","cell",1359,907,0.0735835172921266,"8","8"
"cell_1715","cell",1358,962,0,"2","2"
"cell_1716","cell",1357,846,0,"6","6"
"cell_1717","cell",1355,991,0,"4","4"
"cell_1718","cell",1356,924,0,"1","1"
"cell_1719","cell",1354,791,0,"0","0"
"cell_1720","cell",1352,976,0,"0","0"
"cell_1721","cell",1353,855,0.073909830007391,"6","6"
"cell_1722","cell",1354,884,0,"2","2"
"cell_1723","cell",1353,615,0.147819660014782,"1","1"
"cell_1724","cell",1352,949,0.22189349112426,"1","1"
"cell_1725","cell",1347,985,0.148478099480327,"2","2"
"cell_1726","cell",1352,839,0,"3","3"
"cell_1727","cell",1347,839,0.148478099480327,"10","10"
"cell_1728","cell",1345,981,0.0743494423791822,"9","9"
"cell_1729","cell",1349,945,0.0741289844329133,"2","2"
"cell_1730","cell",1346,988,0.222882615156018,"4","4"
"cell_1731","cell",1349,817,0,"5","5"
"cell_1732","cell",1341,877,0.223713646532438,"10","10"
"cell_1733","cell",1347,889,0.296956198960653,"3","3"
"cell_1734","cell",1348,914,0.29673590504451,"0","0"
"cell_1735","cell",1345,813,0,"1","1"
"cell_1736","cell",1341,873,0,"8","8"
"cell_1737","cell",1343,764,0.297840655249442,"3","3"
"cell_1738","cell",1342,915,0,"2","2"
"cell_1739","cell",1341,937,0,"9","9"
"cell_1740","cell",1343,868,0,"0","0"
"cell_1741","cell",1340,930,0,"2","2"
"cell_1742","cell",1339,952,0.0746825989544436,"2","2"
"cell_1743","cell",1336,891,0.224550898203593,"0","0"
"cell_1744","cell",1336,913,0,"3","3"
"cell_1745","cell",1331,838,0,"6","6"
"cell_1746","cell",1331,925,0.150262960180316,"1","1"
"cell_1747","cell",1331,904,0.150262960180316,"9","9"
"cell_1748","cell",1333,725,0.0750187546886722,"0","0"
"cell_1749","cell",1327,731,0.0753579502637528,"6","6"
"cell_1750","cell",1328,890,0.0753012048192771,"0","0"
"cell_1751","cell",1328,905,0,"9","9"
"cell_1752","cell",1325,838,0.0754716981132075,"4","4"
"cell_1753","cell",1325,1032,0,"5","5"
"cell_1754","cell",1323,827,0,"2","2"
"cell_1755","cell",1323,784,0.151171579743008,"9","9"
"cell_1756","cell",1322,931,0,"0","0"
"cell_1757","cell",1321,844,0.832702498107494,"4","4"
"cell_1758","cell",1323,941,0.453514739229025,"4","4"
"cell_1759","cell",1321,956,0,"0","0"
"cell_1760","cell",1319,870,0,"6","6"
"cell_1761","cell",1318,755,0.0758725341426404,"3","3"
"cell_1762","cell",1318,819,0,"5","5"
"cell_1763","cell",1313,963,0,"9","9"
"cell_1764","cell",1317,968,0,"0","0"
"cell_1765","cell",1317,866,0,"1","1"
"cell_1766","cell",1315,882,0,"6","6"
"cell_1767","cell",1316,845,0,"5","5"
"cell_1768","cell",1314,878,0,"0","0"
"cell_1769","cell",1312,971,0,"6","6"
"cell_1770","cell",1311,822,0,"1","1"
"cell_1771","cell",1309,846,0.0763941940412529,"5","5"
"cell_1772","cell",1309,896,0,"8","8"
"cell_1773","cell",1307,803,0,"2","2"
"cell_1774","cell",1305,773,0.153256704980843,"10","10"
"cell_1775","cell",1303,924,0.0767459708365311,"4","4"
"cell_1776","cell",1302,887,0.0768049155145929,"3","3"
"cell_1777","cell",1302,924,0,"6","6"
"cell_1778","cell",1302,809,0.0768049155145929,"0","0"
"cell_1779","cell",1298,911,0,"0","0"
"cell_1780","cell",1297,942,0.0771010023130301,"0","0"
"cell_1781","cell",1297,935,0,"4","4"
"cell_1782","cell",1298,693,0.0770416024653313,"1","1"
"cell_1783","cell",1296,673,0.0771604938271605,"0","0"
"cell_1784","cell",1294,898,0.0772797527047913,"4","4"
"cell_1785","cell",1293,903,0,"0","0"
"cell_1786","cell",1292,819,0,"5","5"
"cell_1787","cell",1294,787,0,"7","7"
"cell_1788","cell",1288,906,0.232919254658385,"2","2"
"cell_1789","cell",1287,925,0.233100233100233,"5","5"
"cell_1790","cell",1288,937,0.232919254658385,"3","3"
"cell_1791","cell",1286,890,0,"5","5"
"cell_1792","cell",1288,822,0,"6","6"
"cell_1793","cell",1287,801,0,"5","5"
"cell_1794","cell",1287,901,0.543900543900544,"2","2"
"cell_1795","cell",1286,956,0.15552099533437,"2","2"
"cell_1796","cell",1286,817,0.15552099533437,"6","6"
"cell_1797","cell",1284,973,0,"4","4"
"cell_1798","cell",1285,932,0,"2","2"
"cell_1799","cell",1285,819,0,"1","1"
"cell_1800","cell",1284,839,0,"5","5"
"cell_1801","cell",1283,682,0,"1","1"
"cell_1802","cell",1281,905,0,"1","1"
"cell_1803","cell",1282,760,0.15600624024961,"1","1"
"cell_1804","cell",1282,826,0.078003120124805,"0","0"
"cell_1805","cell",1280,720,0.390625,"6","6"
"cell_1806","cell",1261,835,0.0793021411578113,"4","4"
"cell_1807","cell",1283,864,0,"5","5"
"cell_1808","cell",1276,904,0,"2","2"
"cell_1809","cell",1280,874,0,"4","4"
"cell_1810","cell",1275,922,0.0784313725490196,"6","6"
"cell_1811","cell",1277,900,0.234925606891151,"6","6"
"cell_1812","cell",1276,887,0,"4","4"
"cell_1813","cell",1273,930,0,"0","0"
"cell_1814","cell",1271,729,0,"10","10"
"cell_1815","cell",1273,902,0,"2","2"
"cell_1816","cell",1274,798,0.470957613814757,"6","6"
"cell_1817","cell",1271,901,0,"0","0"
"cell_1818","cell",1268,878,0,"1","1"
"cell_1819","cell",1269,888,0.0788022064617809,"2","2"
"cell_1820","cell",1270,714,0.15748031496063,"0","0"
"cell_1821","cell",1268,837,0.0788643533123028,"0","0"
"cell_1822","cell",1270,796,0,"1","1"
"cell_1823","cell",1269,804,0.157604412923562,"2","2"
"cell_1824","cell",1266,831,0.0789889415481833,"7","7"
"cell_1825","cell",1264,881,0.0791139240506329,"1","1"
"cell_1826","cell",1266,844,0.0789889415481833,"1","1"
"cell_1827","cell",1266,856,0,"0","0"
"cell_1828","cell",1266,927,0.0789889415481833,"2","2"
"cell_1829","cell",1259,874,0,"4","4"
"cell_1830","cell",1258,767,0,"1","1"
"cell_1831","cell",1258,724,0,"3","3"
"cell_1832","cell",1258,834,0.0794912559618442,"0","0"
"cell_1833","cell",1257,903,0.0795544948289578,"3","3"
"cell_1834","cell",1258,797,0.0794912559618442,"5","5"
"cell_1835","cell",1255,825,0.0796812749003984,"4","4"
"cell_1836","cell",1251,753,0,"1","1"
"cell_1837","cell",1249,844,0,"1","1"
"cell_1838","cell",1251,697,0,"6","6"
"cell_1839","cell",1248,794,0,"0","0"
"cell_1840","cell",1249,855,0.0800640512409928,"2","2"
