"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_81","cell",8101,3098,0.172818170596223,"6","6"
"cell_82","cell",8021,2981,0.261812741553422,"1","1"
"cell_83","cell",7986,3356,0.112697220135237,"6","6"
"cell_84","cell",7980,2662,1.76691729323308,"0","0"
"cell_85","cell",7934,3177,1.10915049155533,"1","1"
"cell_86","cell",7926,3315,1.29952056522836,"6","6"
"cell_87","cell",7871,3233,1.53728878160335,"2","2"
"cell_88","cell",7841,2887,0.191302129830379,"0","0"
"cell_89","cell",7833,3223,0.574492531597089,"1","1"
"cell_90","cell",7795,3236,0.166773572803079,"1","1"
"cell_91","cell",7753,2879,0.193473494131304,"0","0"
"cell_92","cell",7722,3032,1.72235172235172,"2","2"
"cell_93","cell",7649,2799,0.183030461498235,"1","1"
"cell_94","cell",7634,2839,0.654964631909877,"2","2"
"cell_95","cell",7608,3533,0.223449001051525,"0","0"
"cell_96","cell",7613,3106,1.47116773939314,"6","6"
"cell_97","cell",7557,2424,0.529310572978695,"2","2"
"cell_98","cell",7539,3137,1.24684971481629,"4","4"
"cell_99","cell",7465,2809,0.200937709310114,"1","1"
"cell_100","cell",7384,2761,1.05633802816901,"2","2"
"cell_101","cell",7358,2674,0.597988583854308,"2","2"
"cell_102","cell",7348,3036,1.53783342406097,"1","1"
"cell_103","cell",7359,2831,0.760972958282375,"1","1"
"cell_104","cell",7321,2956,0.314164731594045,"0","0"
"cell_105","cell",7235,2948,0.359364201796821,"2","2"
"cell_106","cell",7234,2767,0.179706939452585,"2","2"
"cell_107","cell",7092,2912,0.0705019740552735,"1","1"
"cell_108","cell",7032,2506,0.0995449374288965,"3","3"
"cell_109","cell",6965,2880,0.904522613065327,"1","1"
"cell_110","cell",6953,2907,0.33079246368474,"2","2"
"cell_111","cell",6932,2964,0.634737449509521,"4","4"
"cell_112","cell",6912,2548,2.79224537037037,"3","3"
"cell_113","cell",6887,2922,1.49557136634238,"2","2"
"cell_114","cell",6821,2732,1.24615159067585,"2","2"
"cell_115","cell",6778,2756,0.663912658601357,"6","6"
"cell_116","cell",6777,2659,0.944370665486203,"2","2"
"cell_117","cell",6750,3187,0.948148148148148,"4","4"
"cell_118","cell",6749,2814,0.726033486442436,"1","1"
"cell_119","cell",6714,2985,0.253202263926124,"4","4"
"cell_120","cell",6648,2865,0.616726835138388,"4","4"
"cell_121","cell",6654,2714,0.616170724376315,"3","3"
"cell_122","cell",6667,2687,1.16994150292485,"2","2"
"cell_123","cell",6627,2739,0.3168854685378,"6","6"
"cell_124","cell",6606,2863,0.938540720557069,"1","1"
"cell_125","cell",6571,2317,0.121747070461117,"0","0"
"cell_126","cell",6557,2901,0.183010523105079,"1","1"
"cell_127","cell",6547,2267,1.13028868183901,"2","2"
"cell_128","cell",6517,3165,0.322234156820623,"4","4"
"cell_129","cell",6509,2840,0.414810262713166,"3","3"
"cell_130","cell",6523,2540,1.57902805457612,"2","2"
"cell_131","cell",6476,2912,0.555898702903027,"1","1"
"cell_132","cell",6429,2713,2.06875097215741,"1","1"
"cell_133","cell",6409,2933,0.48369480418162,"1","1"
"cell_134","cell",6397,2371,0.672190089104268,"4","4"
"cell_135","cell",6353,2820,2.66016055406894,"1","1"
"cell_136","cell",6350,2562,0.141732283464567,"1","1"
"cell_137","cell",6337,2584,0.362947767082216,"1","1"
"cell_138","cell",6330,2139,0.442338072669826,"2","2"
"cell_139","cell",6296,2223,0.698856416772554,"3","3"
"cell_140","cell",6293,2540,0.127125377403464,"3","3"
"cell_141","cell",6280,2673,1.0828025477707,"2","2"
"cell_142","cell",6269,2386,0.781623863455096,"3","3"
"cell_143","cell",6241,2474,0.304438391283448,"3","3"
"cell_144","cell",6222,2414,0.128576020572163,"0","0"
"cell_145","cell",6176,2309,2.94689119170984,"0","0"
"cell_146","cell",6178,2273,3.44771770799612,"2","2"
"cell_147","cell",6152,2638,0.373862158647594,"2","2"
"cell_148","cell",6141,2409,0.244259892525647,"3","3"
"cell_149","cell",6109,2621,0.0818464560484531,"5","5"
"cell_150","cell",6112,2862,0.834424083769634,"1","1"
"cell_151","cell",6048,2603,2.03373015873016,"1","1"
"cell_152","cell",6035,2568,0.165700082850041,"1","1"
"cell_153","cell",6038,2760,0.463729711825108,"1","1"
"cell_154","cell",6012,2269,1.96274118429807,"1","1"
"cell_155","cell",5998,2624,2.31743914638213,"1","1"
"cell_156","cell",5968,2524,0.56970509383378,"3","3"
"cell_157","cell",5925,2294,0.894514767932489,"4","4"
"cell_158","cell",5901,2582,1.55905778681579,"4","4"
"cell_159","cell",5910,2702,0.186125211505922,"2","2"
"cell_160","cell",5917,2616,1.96045293222917,"6","6"
"cell_161","cell",5887,2780,0.152879225411925,"1","1"
"cell_162","cell",5876,2227,0.442477876106195,"3","3"
"cell_163","cell",5870,2279,0.477001703577513,"0","0"
"cell_164","cell",5842,2026,0.701814447107155,"4","4"
"cell_165","cell",5815,2617,0.842648323301806,"4","4"
"cell_166","cell",5740,2330,1.56794425087108,"1","1"
"cell_167","cell",5723,2341,0.419360475275205,"2","2"
"cell_168","cell",5703,2187,0.718919866736805,"2","2"
"cell_169","cell",5693,2375,0.649920955559459,"1","1"
"cell_170","cell",5637,2309,0.585417775412453,"3","3"
"cell_171","cell",5602,2744,0.49982149232417,"2","2"
"cell_172","cell",5588,2195,0.501073729420186,"2","2"
"cell_173","cell",5569,2272,1.31082779673191,"1","1"
"cell_174","cell",5496,2573,0.600436681222707,"1","1"
"cell_175","cell",5522,2369,0.488953277797899,"1","1"
"cell_176","cell",5489,2451,1.56676990344325,"0","0"
"cell_177","cell",5488,2214,0.911078717201166,"2","2"
"cell_178","cell",5492,2367,1.16533139111435,"1","1"
"cell_179","cell",5401,2469,2.07369005739678,"1","1"
"cell_180","cell",5384,2272,0.854383358098068,"1","1"
"cell_181","cell",5342,2052,2.22763010108574,"2","2"
"cell_182","cell",5315,1950,0.827845719661336,"3","3"
"cell_183","cell",5285,2344,2.55439924314096,"0","0"
"cell_184","cell",5236,2881,0.229182582123759,"4","4"
"cell_185","cell",5249,2074,1.65745856353591,"0","0"
"cell_186","cell",5243,2320,0.400534045393859,"6","6"
"cell_187","cell",5237,2069,1.47030742791675,"2","2"
"cell_188","cell",5241,2222,0.992177065445526,"2","2"
"cell_189","cell",5233,2140,1.58608828587808,"0","0"
"cell_190","cell",5221,2222,2.1834897529209,"1","1"
"cell_191","cell",5217,2473,2.35767682576193,"1","1"
"cell_192","cell",5196,2111,0.750577367205543,"3","3"
"cell_193","cell",5209,2027,0.191975427145325,"0","0"
"cell_194","cell",5190,2580,0.963391136801541,"1","1"
"cell_195","cell",5170,2408,0.34816247582205,"2","2"
"cell_196","cell",5151,2074,0.52417006406523,"0","0"
"cell_197","cell",5140,2200,0.603112840466926,"1","1"
"cell_198","cell",5121,2500,1.05448154657293,"1","1"
"cell_199","cell",5086,2103,1.98584349193866,"2","2"
"cell_200","cell",5076,2351,0.591016548463357,"2","2"
"cell_201","cell",5086,2276,0.471883602044829,"1","1"
"cell_202","cell",5065,1855,0.868706811451135,"2","2"
"cell_203","cell",5062,1953,0.987751876728566,"0","0"
"cell_204","cell",5044,2007,1.50674068199841,"0","0"
"cell_205","cell",4982,2270,1.8667201926937,"1","1"
"cell_206","cell",4992,2171,1.50240384615385,"6","6"
"cell_207","cell",4923,2098,0.36563071297989,"3","3"
"cell_208","cell",4929,2383,1.90708054372084,"2","2"
"cell_209","cell",4913,2520,0.0610624872786485,"1","1"
"cell_210","cell",4907,2204,0.387201956388832,"1","1"
"cell_211","cell",4895,2150,2.55362614913177,"2","2"
"cell_212","cell",4889,1962,0.102270402945388,"4","4"
"cell_213","cell",4848,2040,0.433168316831683,"6","6"
"cell_214","cell",4858,2256,2.86125977768629,"1","1"
"cell_215","cell",4863,1907,0.801974090067859,"2","2"
"cell_216","cell",4846,2011,0.247626908790755,"2","2"
"cell_217","cell",4832,2248,0.827814569536424,"1","1"
"cell_218","cell",4801,1839,0.749843782545303,"1","1"
"cell_219","cell",4806,2127,2.51768622555139,"2","2"
"cell_220","cell",4804,2106,1.08243130724396,"3","3"
"cell_221","cell",4790,1894,0.626304801670146,"0","0"
"cell_222","cell",4792,2202,1.64858096828047,"2","2"
"cell_223","cell",4708,2393,0.849617672047579,"1","1"
"cell_224","cell",4667,2133,0.857081637025927,"2","2"
"cell_225","cell",4683,1921,2.30621396540679,"3","3"
"cell_226","cell",4679,2077,0.918999786279119,"2","2"
"cell_227","cell",4634,1931,0.474751834268451,"2","2"
"cell_228","cell",4638,2126,1.22897800776197,"1","1"
"cell_229","cell",4631,1947,0.0863744331677823,"3","3"
"cell_230","cell",4606,1969,0.759878419452888,"0","0"
"cell_231","cell",4587,2069,0.893830390233268,"2","2"
"cell_232","cell",4579,1933,0.52413190652981,"0","0"
"cell_233","cell",4575,2132,0.262295081967213,"6","6"
"cell_234","cell",4560,1886,1.64473684210526,"0","0"
"cell_235","cell",4563,2177,1.13960113960114,"2","2"
"cell_236","cell",4548,2102,0.483729111697449,"3","3"
"cell_237","cell",4548,1934,2.94635004397537,"0","0"
"cell_238","cell",4512,2242,0.221631205673759,"4","4"
"cell_239","cell",4539,1933,1.12359550561798,"3","3"
"cell_240","cell",4477,2315,0.424391333482243,"4","4"
"cell_241","cell",4447,2116,1.66404317517427,"6","6"
"cell_242","cell",4445,2031,1.77727784026997,"1","1"
"cell_243","cell",4436,2202,1.42019837691614,"1","1"
"cell_244","cell",4441,1893,2.94978608421527,"3","3"
"cell_245","cell",4440,1787,1.3963963963964,"2","2"
"cell_246","cell",4404,2008,0.476839237057221,"0","0"
"cell_247","cell",4396,1807,0.409463148316652,"0","0"
"cell_248","cell",4362,2348,1.21503897294819,"1","1"
"cell_249","cell",4364,1971,0.252062328139322,"3","3"
"cell_250","cell",4358,1787,0.550711335474989,"4","4"
"cell_251","cell",4347,2171,0.759144237405107,"1","1"
"cell_252","cell",4331,2171,0.484876471946433,"4","4"
"cell_253","cell",4336,1620,1.29151291512915,"3","3"
"cell_254","cell",4325,1910,0.393063583815029,"2","2"
"cell_255","cell",4264,1970,0.234521575984991,"6","6"
"cell_256","cell",4253,1755,1.95156360216318,"3","3"
"cell_257","cell",4217,2350,0.165994783021105,"1","1"
"cell_258","cell",4236,2066,0.944287063267233,"1","1"
"cell_259","cell",4196,1841,2.09723546234509,"3","3"
"cell_260","cell",4177,1811,0.406990663155375,"2","2"
"cell_261","cell",4172,1874,1.05465004793864,"1","1"
"cell_262","cell",4165,1716,0.480192076830732,"3","3"
"cell_263","cell",4160,2028,0.480769230769231,"3","3"
"cell_264","cell",4161,1887,2.13890891612593,"2","2"
"cell_265","cell",4149,1706,1.27741624487828,"0","0"
"cell_266","cell",4158,1994,1.2987012987013,"2","2"
"cell_267","cell",4143,2155,0.120685493603669,"1","1"
"cell_268","cell",4155,1678,2.16606498194946,"2","2"
"cell_269","cell",4155,1930,1.17930204572804,"3","3"
"cell_270","cell",4131,2109,0.702009198741225,"1","1"
"cell_271","cell",4117,2094,0.388632499392762,"2","2"
"cell_272","cell",4114,2106,3.13563441905688,"1","1"
"cell_273","cell",4112,1812,1.60505836575875,"4","4"
"cell_274","cell",4081,2087,0.294045577064445,"2","2"
"cell_275","cell",4085,1789,1.95838433292534,"0","0"
"cell_276","cell",4073,1814,2.94623127915541,"3","3"
"cell_277","cell",4064,2012,0.492125984251969,"1","1"
"cell_278","cell",4043,1795,0.346277516695523,"3","3"
"cell_279","cell",4040,1790,0.594059405940594,"4","4"
"cell_280","cell",4036,1379,1.2388503468781,"2","2"
"cell_281","cell",4035,1574,0.297397769516729,"3","3"
"cell_282","cell",4028,1944,0.248262164846077,"1","1"
"cell_283","cell",4018,1783,1.56794425087108,"0","0"
"cell_284","cell",4023,2262,0.944568729803629,"1","1"
"cell_285","cell",4008,2166,0.374251497005988,"1","1"
"cell_286","cell",4021,2027,1.29321064411838,"1","1"
"cell_287","cell",4021,1901,1.76572991793086,"1","1"
"cell_288","cell",4024,2098,0.497017892644135,"1","1"
"cell_289","cell",3993,1922,1.57776108189331,"0","0"
"cell_290","cell",3958,1757,1.11167256189995,"3","3"
"cell_291","cell",3971,1911,1.38504155124654,"2","2"
"cell_292","cell",3953,1635,0.455350366810018,"2","2"
"cell_293","cell",3943,1792,0.81156479837687,"3","3"
"cell_294","cell",3930,2077,0.661577608142494,"1","1"
"cell_295","cell",3910,1913,0.869565217391304,"2","2"
"cell_296","cell",3903,2029,2.20343325646938,"6","6"
"cell_297","cell",3895,1861,0.821566110397946,"1","1"
"cell_298","cell",3864,1704,0.67287784679089,"0","0"
"cell_299","cell",3864,1841,1.00931677018634,"3","3"
"cell_300","cell",3847,1668,1.22173121913179,"2","2"
"cell_301","cell",3845,1898,0.182054616384915,"1","1"
"cell_302","cell",3836,1750,1.3555787278415,"5","5"
"cell_303","cell",3840,1641,1.43229166666667,"0","0"
"cell_304","cell",3794,1908,1.18608328940432,"6","6"
"cell_305","cell",3795,1757,0.737812911725955,"0","0"
"cell_306","cell",3783,1918,2.72270684641819,"1","1"
"cell_307","cell",3768,1564,0.477707006369427,"0","0"
"cell_308","cell",3760,1932,0.984042553191489,"1","1"
"cell_309","cell",3745,1950,0.0801068090787717,"1","1"
"cell_310","cell",3710,2055,0.970350404312669,"4","4"
"cell_311","cell",3724,1716,1.63802363050483,"0","0"
"cell_312","cell",3724,1673,0.161117078410312,"0","0"
"cell_313","cell",3721,1587,2.12308519215265,"0","0"
"cell_314","cell",3690,1456,0.24390243902439,"3","3"
"cell_315","cell",3684,1824,1.24864277958741,"0","0"
"cell_316","cell",3674,1896,1.14316820903647,"0","0"
"cell_317","cell",3675,1315,0.571428571428571,"2","2"
"cell_318","cell",3672,1585,0.462962962962963,"4","4"
"cell_319","cell",3669,1802,1.33551376396838,"2","2"
"cell_320","cell",3659,1926,0.874555889587319,"1","1"
"cell_321","cell",3652,1714,0.246440306681271,"3","3"
"cell_322","cell",3651,1606,1.91728293618187,"2","2"
"cell_323","cell",3647,1656,1.04195228955306,"0","0"
"cell_324","cell",3628,1540,0.137816979051819,"4","4"
"cell_325","cell",3616,1764,2.10176991150442,"0","0"
"cell_326","cell",3613,2067,0.498200941046222,"1","1"
"cell_327","cell",3592,1739,0.306236080178174,"0","0"
"cell_328","cell",3598,1635,0.361311839911062,"4","4"
"cell_329","cell",3593,1501,0.139159476760367,"0","0"
"cell_330","cell",3596,1770,0.583982202447164,"2","2"
"cell_331","cell",3582,1629,0.0837520938023451,"6","6"
"cell_332","cell",3571,1794,1.12013441612994,"0","0"
"cell_333","cell",3569,1783,1.79321938918465,"2","2"
"cell_334","cell",3567,1576,0.47659097280628,"2","2"
"cell_335","cell",3548,1729,0.140924464487035,"6","6"
"cell_336","cell",3536,1807,0.197963800904977,"0","0"
"cell_337","cell",3541,1704,1.58147415984185,"0","0"
"cell_338","cell",3520,1799,2.1875,"0","0"
"cell_339","cell",3512,1848,1.62300683371298,"0","0"
"cell_340","cell",3506,1926,0.741585852823731,"1","1"
"cell_341","cell",3484,1693,3.04247990815155,"2","2"
"cell_342","cell",3485,1577,1.34863701578192,"0","0"
"cell_343","cell",3463,1556,2.65665607854461,"0","0"
"cell_344","cell",3455,1813,0.115774240231548,"1","1"
"cell_345","cell",3459,1666,1.93697600462561,"1","1"
"cell_346","cell",3458,1700,0.433776749566223,"6","6"
"cell_347","cell",3431,2054,0.932672690177791,"4","4"
"cell_348","cell",3432,1678,1.22377622377622,"0","0"
"cell_349","cell",3402,2010,0.146972369194591,"6","6"
"cell_350","cell",3406,1870,1.73223722842043,"2","2"
"cell_351","cell",3391,1984,0.294898260100265,"1","1"
"cell_352","cell",3383,1592,0.857227313035767,"0","0"
"cell_353","cell",3382,1608,0.443524541691307,"2","2"
"cell_354","cell",3351,1543,0.328260220829603,"0","0"
"cell_355","cell",3343,1569,0.0598265031408914,"4","4"
"cell_356","cell",3343,1444,0.0299132515704457,"0","0"
"cell_357","cell",3347,1631,1.16522258739169,"1","1"
"cell_358","cell",3333,1565,3.09030903090309,"0","0"
"cell_359","cell",3327,1618,0.36068530207394,"2","2"
"cell_360","cell",3338,1581,1.2282804074296,"0","0"
"cell_361","cell",3294,1579,0.910746812386157,"3","3"
"cell_362","cell",3292,1981,0.394896719319563,"4","4"
"cell_363","cell",3285,1547,0.334855403348554,"3","3"
"cell_364","cell",3272,1402,0.733496332518337,"0","0"
"cell_365","cell",3281,1555,1.03626943005181,"3","3"
"cell_366","cell",3275,1620,0.854961832061069,"2","2"
"cell_367","cell",3271,1432,0.275145215530419,"4","4"
"cell_368","cell",3274,1515,1.46609651802077,"0","0"
"cell_369","cell",3263,1584,0.245173153539687,"2","2"
"cell_370","cell",3251,1759,1.23039064903107,"0","0"
"cell_371","cell",3243,1579,0.339192106074622,"0","0"
"cell_372","cell",3233,1385,0.55675842870399,"4","4"
"cell_373","cell",3235,1545,0.401854714064915,"0","0"
"cell_374","cell",3229,1543,0.557448126354909,"0","0"
"cell_375","cell",3210,1635,0.43613707165109,"4","4"
"cell_376","cell",3211,1990,0.218000622858922,"1","1"
"cell_377","cell",3210,1689,1.21495327102804,"2","2"
"cell_378","cell",3208,1401,0.810473815461347,"3","3"
"cell_379","cell",3217,1493,2.7976375505129,"0","0"
"cell_380","cell",3216,1501,0.497512437810945,"0","0"
"cell_381","cell",3203,1585,0.593193880736809,"2","2"
"cell_382","cell",3194,1506,0.250469630557295,"3","3"
"cell_383","cell",3175,1718,0.283464566929134,"0","0"
"cell_384","cell",3185,1862,0.188383045525903,"1","1"
"cell_385","cell",3156,1388,2.50316856780735,"0","0"
"cell_386","cell",3151,1515,0.507775309425579,"3","3"
"cell_387","cell",3147,1418,0.985065141404512,"0","0"
"cell_388","cell",3143,1623,1.36811963092587,"1","1"
"cell_389","cell",3123,1404,0.416266410502722,"4","4"
"cell_390","cell",3117,1768,1.28328521013795,"2","2"
"cell_391","cell",3122,1581,2.04996796925048,"2","2"
"cell_392","cell",3117,1622,0.320821302534488,"6","6"
"cell_393","cell",3115,1499,1.28410914927769,"2","2"
"cell_394","cell",3106,1687,0.611719253058596,"1","1"
"cell_395","cell",3074,1416,1.33376707872479,"2","2"
"cell_396","cell",3074,1481,3.67599219258295,"3","3"
"cell_397","cell",3077,1615,0.389990250243744,"1","1"
"cell_398","cell",3073,1555,1.62707452001302,"1","1"
"cell_399","cell",3060,1596,0.620915032679739,"2","2"
"cell_400","cell",3038,1546,0.362080315997367,"2","2"
"cell_401","cell",3022,1244,0.231634679020516,"4","4"
"cell_402","cell",3019,1497,2.21927790659159,"0","0"
"cell_403","cell",3011,1392,0.498173364330787,"0","0"
"cell_404","cell",2998,1407,0.433622414943296,"1","1"
"cell_405","cell",2996,1390,0.133511348464619,"0","0"
"cell_406","cell",2988,1422,0.401606425702811,"4","4"
"cell_407","cell",2986,1490,1.60750167448091,"0","0"
"cell_408","cell",2971,1341,0.403904409289801,"3","3"
"cell_409","cell",2967,1539,0.0337040781934614,"6","6"
"cell_410","cell",2961,1679,2.93819655521783,"1","1"
"cell_411","cell",2955,1485,1.28595600676819,"0","0"
"cell_412","cell",2945,1437,0.98471986417657,"3","3"
"cell_413","cell",2945,1480,1.66383701188455,"1","1"
"cell_414","cell",2945,1499,4.07470288624788,"1","1"
"cell_415","cell",2928,1433,0.853825136612022,"0","0"
"cell_416","cell",2921,1631,1.06128038343033,"5","5"
"cell_417","cell",2923,1254,1.50530277112556,"1","1"
"cell_418","cell",2914,1527,1.13246396705559,"1","1"
"cell_419","cell",2921,1492,0.239643957548785,"0","0"
"cell_420","cell",2911,1359,0.274819649604947,"3","3"
"cell_421","cell",2898,1494,0,"6","6"
"cell_422","cell",2884,1487,4.85436893203883,"1","1"
"cell_423","cell",2870,1500,2.02090592334495,"2","2"
"cell_424","cell",2863,1285,0.873209919664687,"3","3"
"cell_425","cell",2855,1465,4.09807355516637,"2","2"
"cell_426","cell",2852,1315,0.420757363253857,"4","4"
"cell_427","cell",2812,1836,0.497866287339972,"4","4"
"cell_428","cell",2834,1557,1.05857445306987,"2","2"
"cell_429","cell",2819,1695,0.141894288754878,"4","4"
"cell_430","cell",2824,1638,0.318696883852691,"4","4"
"cell_431","cell",2823,1495,2.26709174636911,"0","0"
"cell_432","cell",2816,1294,0.887784090909091,"0","0"
"cell_433","cell",2815,1466,1.3854351687389,"0","0"
"cell_434","cell",2798,1555,2.14438884917798,"1","1"
"cell_435","cell",2804,1429,0,"6","6"
"cell_436","cell",2793,1333,1.14572144647333,"3","3"
"cell_437","cell",2795,1314,1.86046511627907,"0","0"
"cell_438","cell",2781,1347,0.898957209636821,"3","3"
"cell_439","cell",2777,1482,0.936262153402953,"6","6"
"cell_440","cell",2779,1361,0.899604174163368,"0","0"
"cell_441","cell",2769,1411,0.25279884434814,"4","4"
"cell_442","cell",2775,1407,0.144144144144144,"0","0"
"cell_443","cell",2772,1381,1.94805194805195,"0","0"
"cell_444","cell",2747,1800,0.764470331270477,"4","4"
"cell_445","cell",2768,1218,1.6257225433526,"5","5"
"cell_446","cell",2769,1362,0.902853015529072,"0","0"
"cell_447","cell",2766,1480,0.93998553868402,"0","0"
"cell_448","cell",2738,1407,1.93571950328707,"0","0"
"cell_449","cell",2742,1543,0.911743253099927,"1","1"
"cell_450","cell",2732,1338,4.79502196193265,"1","1"
"cell_451","cell",2725,1152,0.403669724770642,"5","5"
"cell_452","cell",2722,1398,0.551065393093314,"2","2"
"cell_453","cell",2695,1551,0.556586270871985,"1","1"
"cell_454","cell",2698,1395,1.85322461082283,"0","0"
"cell_455","cell",2677,1340,0.560328726186029,"3","3"
"cell_456","cell",2670,1540,0.187265917602996,"1","1"
"cell_457","cell",2664,1220,1.23873873873874,"2","2"
"cell_458","cell",2652,1538,0.301659125188537,"4","4"
"cell_459","cell",2660,1291,1.99248120300752,"3","3"
"cell_460","cell",2665,1412,3.18949343339587,"2","2"
"cell_461","cell",2658,1307,0.451467268623025,"4","4"
"cell_462","cell",2652,1483,1.01809954751131,"2","2"
"cell_463","cell",2649,1406,1.58550396375991,"3","3"
"cell_464","cell",2641,1439,0.719424460431655,"1","1"
"cell_465","cell",2630,1379,0.684410646387833,"1","1"
"cell_466","cell",2624,1620,0.266768292682927,"1","1"
"cell_467","cell",2627,1239,0.304529881994671,"3","3"
"cell_468","cell",2616,1289,2.17889908256881,"3","3"
"cell_469","cell",2614,1427,3.40474368783474,"1","1"
"cell_470","cell",2614,1421,0.0765110941086457,"3","3"
"cell_471","cell",2609,1374,0.153315446531238,"2","2"
"cell_472","cell",2604,1291,0.422427035330261,"0","0"
"cell_473","cell",2602,1299,1.65257494235204,"0","0"
"cell_474","cell",2599,1278,0.846479415159677,"2","2"
"cell_475","cell",2582,1300,1.16189000774593,"2","2"
"cell_476","cell",2561,1196,0.312377977352597,"4","4"
"cell_477","cell",2574,1284,2.29215229215229,"2","2"
"cell_478","cell",2567,1234,1.16867939228672,"2","2"
"cell_479","cell",2559,1290,2.2274325908558,"2","2"
"cell_480","cell",2563,1253,0.117050331642606,"3","3"
"cell_481","cell",2552,1286,1.09717868338558,"0","0"
