"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_208","cell",2634,1666,0.455580865603645,"2","2"
"cell_209","cell",2631,1617,0.570125427594071,"6","6"
"cell_210","cell",2613,1662,0.497512437810945,"7","7"
"cell_211","cell",2624,1579,0.038109756097561,"0","0"
"cell_212","cell",2614,1634,0.344299923488906,"2","2"
"cell_213","cell",2614,1702,0.229533282325937,"1","1"
"cell_214","cell",2615,1636,0.11472275334608,"8","8"
"cell_215","cell",2615,1512,0.0382409177820268,"0","0"
"cell_216","cell",2611,1733,0.191497510532363,"5","5"
"cell_217","cell",2602,1556,0.192159877017679,"0","0"
"cell_218","cell",2604,1620,0.307219662058372,"2","2"
"cell_219","cell",2606,1578,0.0767459708365311,"8","8"
"cell_220","cell",2602,1661,0.230591852421214,"2","2"
"cell_221","cell",2595,1704,0.0770712909441233,"4","4"
"cell_222","cell",2595,1602,0.0770712909441233,"0","0"
"cell_224","cell",2583,1552,0.0387146728610143,"1","1"
"cell_225","cell",2586,1648,0.154679040989946,"3","3"
"cell_226","cell",2580,1437,0,"3","3"
"cell_227","cell",2572,1622,0.116640746500778,"0","0"
"cell_228","cell",2570,1648,0.272373540856031,"5","5"
"cell_229","cell",2564,1630,0.390015600624025,"2","2"
"cell_230","cell",2564,1593,0.195007800312012,"4","4"
"cell_231","cell",2561,1592,0.195236235845373,"0","0"
"cell_232","cell",2553,1810,0.0391696043869957,"0","0"
"cell_233","cell",2552,1633,0.0783699059561128,"1","1"
"cell_234","cell",2552,1541,0.313479623824451,"4","4"
"cell_235","cell",2550,1421,0,"6","6"
"cell_236","cell",2550,1588,0.313725490196078,"0","0"
"cell_237","cell",2546,1586,0.314218381775334,"2","2"
"cell_238","cell",2549,1677,0.0784621420164771,"5","5"
"cell_239","cell",2548,1634,0.43171114599686,"1","1"
"cell_240","cell",2541,1646,0.118063754427391,"4","4"
"cell_241","cell",2524,1736,1.22820919175911,"5","5"
"cell_242","cell",2526,1635,0.63341250989707,"1","1"
"cell_243","cell",2528,1543,0.0395569620253165,"2","2"
"cell_244","cell",2525,1568,0.0396039603960396,"0","0"
"cell_245","cell",2527,1498,0.35615354174911,"3","3"
"cell_246","cell",2519,1548,0.277888050813815,"1","1"
"cell_247","cell",2505,1512,0.0399201596806387,"3","3"
"cell_248","cell",2500,1739,0.96,"0","0"
"cell_249","cell",2509,1469,0.159426066161817,"2","2"
"cell_250","cell",2503,1548,0.159808230123851,"3","3"
"cell_251","cell",2499,1604,0.440176070428171,"4","4"
"cell_252","cell",2497,1775,0.680816980376452,"1","1"
"cell_253","cell",2496,1770,0.200320512820513,"4","4"
"cell_254","cell",2499,1494,0.160064025610244,"1","1"
"cell_255","cell",2490,1605,0.401606425702811,"0","0"
"cell_256","cell",2491,1524,0.321156162183862,"2","2"
"cell_257","cell",2492,1569,0.0401284109149278,"4","4"
"cell_258","cell",2481,1566,0.282144296654575,"0","0"
"cell_259","cell",2483,1599,0.0805477245267821,"4","4"
"cell_260","cell",2480,1486,0.120967741935484,"0","0"
"cell_261","cell",2479,1381,0.121016538926987,"4","4"
"cell_262","cell",2479,1534,0.121016538926987,"0","0"
"cell_263","cell",2471,1466,0.28328611898017,"2","2"
"cell_264","cell",2475,1426,0.0808080808080808,"6","6"
"cell_265","cell",2469,1593,0.0405022276225192,"0","0"
"cell_266","cell",2470,1521,0.242914979757085,"7","7"
"cell_267","cell",2459,1636,0.284668564457096,"0","0"
"cell_268","cell",2461,1444,0.0812677773262901,"1","1"
"cell_269","cell",2452,1502,0.0815660685154976,"0","0"
"cell_270","cell",2444,1529,0.327332242225859,"3","3"
"cell_271","cell",2431,1404,0,"3","3"
"cell_272","cell",2438,1589,0.451189499589828,"2","2"
"cell_273","cell",2420,1539,0.165289256198347,"2","2"
"cell_274","cell",2430,1473,0,"1","1"
"cell_275","cell",2430,1386,0.0411522633744856,"0","0"
"cell_276","cell",2415,1661,0.538302277432712,"0","0"
"cell_277","cell",2426,1390,0.0412201154163232,"4","4"
"cell_278","cell",2423,1382,0.123813454395378,"7","7"
"cell_279","cell",2416,1511,0.124172185430464,"4","4"
"cell_280","cell",2413,1597,0.248653128885205,"1","1"
"cell_281","cell",2411,1491,0.0414765657403567,"4","4"
"cell_282","cell",2410,1556,0.45643153526971,"4","4"
"cell_283","cell",2400,1631,0.125,"4","4"
"cell_284","cell",2396,1451,0.250417362270451,"0","0"
"cell_285","cell",2392,1506,0.627090301003345,"0","0"
"cell_286","cell",2393,1641,0.125365649811952,"5","5"
"cell_287","cell",2390,1504,0.125523012552301,"8","8"
"cell_288","cell",2388,1558,0.753768844221105,"4","4"
"cell_289","cell",2379,1574,0.294241277847835,"4","4"
"cell_290","cell",2375,1503,0.0421052631578947,"1","1"
"cell_291","cell",2370,1428,0,"6","6"
"cell_292","cell",2363,1431,0.0846381718154888,"2","2"
"cell_293","cell",2360,1620,0.127118644067797,"0","0"
"cell_294","cell",2354,1428,0.212404418011895,"3","3"
"cell_295","cell",2351,1468,0.510421097405359,"7","7"
"cell_296","cell",2347,1631,1.06518960374947,"4","4"
"cell_297","cell",2342,1354,0.085397096498719,"3","3"
"cell_298","cell",2341,1424,0.427167876975651,"4","4"
"cell_299","cell",2336,1504,0.0856164383561644,"0","0"
"cell_300","cell",2337,1469,0.0427899015832264,"5","5"
"cell_301","cell",2342,1579,0.085397096498719,"0","0"
"cell_302","cell",2334,1576,0.0856898029134533,"0","0"
"cell_303","cell",2338,1482,0.0855431993156544,"4","4"
"cell_304","cell",2336,1506,0.0856164383561644,"0","0"
"cell_305","cell",2337,1427,0.0855798031664527,"0","0"
"cell_306","cell",2333,1502,0.128589798542649,"2","2"
"cell_307","cell",2327,1430,0.257842715943275,"2","2"
"cell_308","cell",2325,1547,0.473118279569892,"2","2"
"cell_309","cell",2331,1432,0.0858000858000858,"4","4"
"cell_310","cell",2330,1400,0.128755364806867,"0","0"
"cell_311","cell",2323,1447,0.559621179509255,"1","1"
"cell_312","cell",2327,1410,0,"4","4"
"cell_313","cell",2324,1436,0.0860585197934596,"3","3"
"cell_314","cell",2322,1534,0.0430663221360896,"5","5"
"cell_315","cell",2320,1447,0.172413793103448,"3","3"
"cell_316","cell",2323,1538,0.12914334911752,"1","1"
"cell_317","cell",2310,1450,0.216450216450216,"3","3"
"cell_318","cell",2307,1383,0.130039011703511,"2","2"
"cell_319","cell",2312,1582,0.0865051903114187,"5","5"
"cell_320","cell",2302,1641,0.173761946133797,"5","5"
"cell_321","cell",2308,1475,0.259965337954939,"2","2"
"cell_322","cell",2304,1492,0.0868055555555556,"1","1"
"cell_323","cell",2307,1351,0.130039011703511,"1","1"
"cell_324","cell",2298,1669,0.0435161009573542,"5","5"
"cell_325","cell",2295,1483,0.130718954248366,"1","1"
"cell_326","cell",2292,1518,0.610820244328098,"8","8"
"cell_327","cell",2291,1410,0.872981230903536,"2","2"
"cell_328","cell",2289,1568,0.218435998252512,"1","1"
"cell_329","cell",2288,1420,0,"1","1"
"cell_330","cell",2283,1468,0.17520805957074,"4","4"
"cell_331","cell",2284,1464,0.175131348511384,"4","4"
"cell_332","cell",2285,1442,0.087527352297593,"2","2"
"cell_333","cell",2281,1574,0.175361683472161,"0","0"
"cell_334","cell",2276,1318,0.439367311072056,"8","8"
"cell_335","cell",2264,1366,0.309187279151943,"1","1"
"cell_336","cell",2263,1441,0.0883782589482987,"3","3"
"cell_337","cell",2259,1369,0.354138999557326,"1","1"
"cell_338","cell",2259,1434,0.442673749446658,"6","6"
"cell_339","cell",2255,1579,0.0886917960088692,"4","4"
"cell_340","cell",2258,1328,0.310008857395926,"0","0"
"cell_341","cell",2248,1361,0.0444839857651246,"3","3"
"cell_342","cell",2246,1496,0.222617987533393,"1","1"
"cell_343","cell",2245,1381,0.22271714922049,"6","6"
"cell_344","cell",2249,1400,1.15606936416185,"0","0"
"cell_345","cell",2246,1442,0.222617987533393,"1","1"
"cell_346","cell",2242,1322,0.356824264049955,"6","6"
"cell_347","cell",2239,1544,0.178651183564091,"1","1"
"cell_348","cell",2236,1392,0.134168157423971,"4","4"
"cell_349","cell",2225,1354,0.0898876404494382,"1","1"
"cell_350","cell",2221,1440,0.810445745159838,"4","4"
"cell_351","cell",2227,1509,0.224517287831163,"1","1"
"cell_352","cell",2223,1391,0.0899685110211426,"1","1"
"cell_353","cell",2213,1531,0.271125169453231,"0","0"
"cell_354","cell",2213,1496,0.135562584726615,"5","5"
"cell_355","cell",2214,1343,0.1806684733514,"0","0"
"cell_356","cell",2209,1457,0.271616115889543,"4","4"
"cell_357","cell",2204,1582,0.362976406533575,"1","1"
"cell_358","cell",2203,1383,0.272355878347708,"0","0"
"cell_359","cell",2202,1409,0.272479564032698,"1","1"
"cell_360","cell",2202,1319,0.0454132606721163,"4","4"
"cell_361","cell",2194,1249,0.136736554238833,"6","6"
"cell_362","cell",2198,1427,0.0454959053685168,"1","1"
"cell_363","cell",2195,1457,0.41002277904328,"0","0"
"cell_364","cell",2187,1497,0.137174211248285,"1","1"
"cell_365","cell",2186,1296,0.0457456541628545,"3","3"
"cell_366","cell",2180,1317,0.0458715596330275,"0","0"
"cell_367","cell",2183,1329,0.229042601923958,"0","0"
"cell_368","cell",2178,1447,0.0918273645546373,"1","1"
"cell_369","cell",2177,1325,0.091869545245751,"0","0"
"cell_370","cell",2177,1375,0.780891134588884,"6","6"
"cell_371","cell",2172,1465,0.322283609576427,"0","0"
"cell_372","cell",2174,1315,0.0459981600735971,"0","0"
"cell_373","cell",2170,1426,0.368663594470046,"8","8"
"cell_374","cell",2171,1281,0.0460617227084293,"1","1"
"cell_375","cell",2165,1485,0.046189376443418,"1","1"
"cell_376","cell",2166,1432,0.0923361034164358,"1","1"
"cell_377","cell",2164,1427,0.600739371534196,"4","4"
"cell_378","cell",2163,1463,0.0462320850670365,"0","0"
"cell_379","cell",2159,1402,1.11162575266327,"1","1"
"cell_380","cell",2151,1379,0.139470013947001,"0","0"
"cell_381","cell",2147,1384,0.232883092687471,"0","0"
"cell_382","cell",2144,1286,0.279850746268657,"4","4"
"cell_383","cell",2143,1184,0.139990667288847,"3","3"
"cell_384","cell",2145,1288,0,"2","2"
"cell_385","cell",2142,1428,0.186741363211951,"0","0"
"cell_386","cell",2144,1366,0.0932835820895522,"1","1"
"cell_387","cell",2139,1527,0.140252454417952,"1","1"
"cell_388","cell",2138,1428,0.0935453695042095,"1","1"
"cell_389","cell",2139,1505,0.233754090696587,"1","1"
"cell_390","cell",2138,1468,0.0935453695042095,"1","1"
"cell_391","cell",2134,1412,0.187441424554827,"1","1"
"cell_392","cell",2135,1371,0.187353629976581,"5","5"
"cell_393","cell",2132,1486,0.0938086303939962,"0","0"
"cell_394","cell",2124,1404,0.0941619585687382,"0","0"
"cell_395","cell",2120,1417,1.83962264150943,"0","0"
"cell_396","cell",2120,1458,0.283018867924528,"4","4"
"cell_397","cell",2116,1473,0.0945179584120983,"4","4"
"cell_398","cell",2113,1445,0.283956460009465,"1","1"
"cell_399","cell",2107,1369,0.142382534409112,"0","0"
"cell_400","cell",2103,1394,0.14265335235378,"4","4"
"cell_401","cell",2096,1350,0.143129770992366,"1","1"
"cell_402","cell",2091,1378,0.0478240076518412,"1","1"
"cell_403","cell",2085,1465,0.0479616306954436,"5","5"
"cell_404","cell",2091,1292,0.0956480153036825,"0","0"
"cell_405","cell",2087,1367,0.335409678965022,"1","1"
"cell_406","cell",2089,1247,0.0957395883197702,"0","0"
"cell_407","cell",2089,1372,0.239348970799426,"4","4"
"cell_408","cell",2087,1397,0.239578342117873,"3","3"
"cell_409","cell",2080,1357,0.0961538461538462,"1","1"
"cell_410","cell",2082,1326,0.288184438040346,"0","0"
"cell_411","cell",2083,1395,0,"0","0"
"cell_412","cell",2078,1300,0.240615976900866,"0","0"
"cell_413","cell",2069,1363,0,"0","0"
"cell_414","cell",2077,1160,0.192585459797785,"0","0"
"cell_415","cell",2076,1384,0.0963391136801541,"1","1"
"cell_416","cell",2066,1418,0,"2","2"
"cell_417","cell",2072,1377,0.337837837837838,"3","3"
"cell_418","cell",2069,1285,0.0483325277912035,"1","1"
"cell_419","cell",2065,1486,0.0484261501210654,"5","5"
"cell_420","cell",2068,1311,0.145067698259188,"3","3"
"cell_421","cell",2065,1268,0.774818401937046,"4","4"
"cell_422","cell",2060,1322,0.194174757281553,"4","4"
"cell_423","cell",2063,1432,0.145419292292778,"0","0"
"cell_424","cell",2063,1295,0.0969461948618517,"4","4"
"cell_425","cell",2065,1292,0.0968523002421307,"1","1"
"cell_426","cell",2060,1372,0.0970873786407767,"1","1"
"cell_427","cell",2062,1251,0.339476236663434,"0","0"
"cell_428","cell",2057,1380,0.0486144871171609,"0","0"
"cell_429","cell",2057,1339,0.194457948468644,"1","1"
"cell_430","cell",2049,1320,0.0488042947779405,"1","1"
"cell_431","cell",2054,1221,0.0486854917234664,"0","0"
"cell_432","cell",2054,1278,0.243427458617332,"4","4"
"cell_433","cell",2046,1293,0.244379276637341,"7","7"
"cell_434","cell",2046,1388,0.0977517106549365,"4","4"
"cell_435","cell",2046,1340,0.635386119257087,"0","0"
"cell_436","cell",2044,1392,0.146771037181996,"1","1"
"cell_437","cell",2046,1317,0.0977517106549365,"4","4"
"cell_438","cell",2035,1468,0.196560196560197,"5","5"
"cell_439","cell",2043,1386,0.244738130200685,"4","4"
"cell_440","cell",2040,1272,0,"4","4"
"cell_441","cell",2041,1385,0.244977951984321,"0","0"
"cell_442","cell",2035,1358,0.0491400491400491,"4","4"
"cell_443","cell",2035,1353,1.67076167076167,"0","0"
"cell_444","cell",2035,1252,0,"7","7"
"cell_445","cell",2036,1264,0,"3","3"
"cell_446","cell",2032,1360,0.147637795275591,"1","1"
"cell_447","cell",2024,1381,0.0988142292490119,"2","2"
"cell_448","cell",2022,1316,0.346191889218595,"7","7"
"cell_449","cell",2028,1253,0.0986193293885602,"1","1"
"cell_450","cell",2022,1318,0.0989119683481701,"0","0"
"cell_451","cell",2018,1404,0.346878097125867,"0","0"
"cell_452","cell",2023,1191,0.0494315373208107,"3","3"
"cell_453","cell",2021,1148,0.0989609104403761,"0","0"
"cell_454","cell",2023,1269,0.296589223924864,"2","2"
"cell_455","cell",2014,1414,0.0496524329692155,"0","0"
"cell_456","cell",2020,1297,0.099009900990099,"0","0"
"cell_457","cell",2016,1329,0.347222222222222,"8","8"
"cell_458","cell",2020,1377,0.099009900990099,"4","4"
"cell_459","cell",2008,1302,0.199203187250996,"8","8"
"cell_460","cell",2013,1321,0.0496770988574267,"0","0"
"cell_461","cell",2008,1286,0.099601593625498,"5","5"
"cell_462","cell",2010,1256,0.298507462686567,"2","2"
"cell_463","cell",2006,1305,0.199401794616152,"0","0"
"cell_464","cell",2003,1205,0.299550673989016,"6","6"
"cell_465","cell",2007,1254,0.049825610363727,"1","1"
"cell_466","cell",2000,1314,0.1,"2","2"
"cell_467","cell",2005,1347,0.897755610972569,"2","2"
"cell_468","cell",2005,1233,0.29925187032419,"1","1"
"cell_469","cell",1995,1374,0.200501253132832,"4","4"
"cell_470","cell",2002,1326,0.14985014985015,"0","0"
"cell_471","cell",2001,1299,0,"1","1"
"cell_472","cell",1996,1301,0.551102204408818,"2","2"
"cell_473","cell",1998,1375,0.600600600600601,"2","2"
"cell_474","cell",2001,1198,0.399800099950025,"4","4"
"cell_475","cell",1996,1229,0.200400801603206,"0","0"
"cell_476","cell",1994,1253,0.802407221664995,"2","2"
"cell_477","cell",1991,1208,0,"3","3"
"cell_478","cell",1989,1424,0.201106083459025,"5","5"
"cell_479","cell",1987,1417,0.754906894816306,"0","0"
"cell_480","cell",1984,1268,0.403225806451613,"7","7"
"cell_481","cell",1985,1361,0.100755667506297,"0","0"
"cell_482","cell",1987,1277,0,"0","0"
"cell_483","cell",1984,1287,0.0504032258064516,"0","0"
"cell_484","cell",1980,1217,0.252525252525253,"0","0"
"cell_485","cell",1980,1135,0.101010101010101,"1","1"
"cell_486","cell",1979,1309,0.151591712986357,"0","0"
"cell_487","cell",1973,1281,1.41915864166244,"0","0"
"cell_488","cell",1976,1383,0.506072874493927,"1","1"
"cell_489","cell",1973,1317,0.20273694880892,"0","0"
"cell_490","cell",1975,1291,0.0506329113924051,"0","0"
"cell_491","cell",1973,1349,0.253421186011151,"4","4"
