"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_961","cell",2668,1799,0.112443778110945,"0","0"
"cell_962","cell",2669,1633,1.04908205320345,"1","1"
"cell_963","cell",2663,1634,0.0751032669921142,"4","4"
"cell_964","cell",2663,1583,0.150206533984228,"1","1"
"cell_965","cell",2653,1724,0.339238597813796,"0","0"
"cell_966","cell",2657,1506,0.188182160331201,"4","4"
"cell_967","cell",2657,1565,0.677455777192322,"2","2"
"cell_968","cell",2653,1479,0.527704485488127,"0","0"
"cell_969","cell",2654,1468,0.640542577241899,"0","0"
"cell_970","cell",2645,1536,0.453686200378072,"3","3"
"cell_971","cell",2643,1591,0.491865304578131,"1","1"
"cell_972","cell",2636,1582,1.40364188163885,"2","2"
"cell_973","cell",2641,1530,0,"6","6"
"cell_974","cell",2637,1589,0.492984452028821,"4","4"
"cell_975","cell",2634,1581,0.151860288534548,"4","4"
"cell_976","cell",2633,1612,0.227876946448918,"4","4"
"cell_977","cell",2627,1687,0.152264940997335,"5","5"
"cell_978","cell",2629,1506,0.266260935717003,"3","3"
"cell_979","cell",2626,1706,0.456968773800457,"4","4"
"cell_980","cell",2624,1570,0.228658536585366,"0","0"
"cell_981","cell",2623,1602,0.343118566526878,"2","2"
"cell_982","cell",2614,1560,0.306044376434583,"4","4"
"cell_983","cell",2617,1537,0.420328620557891,"0","0"
"cell_984","cell",2612,1596,0.344563552833078,"5","5"
"cell_985","cell",2613,1596,0.114810562571757,"1","1"
"cell_986","cell",2613,1571,0.420972062763108,"0","0"
"cell_987","cell",2614,1614,0.0382555470543229,"0","0"
"cell_988","cell",2603,1557,0.653092585478294,"1","1"
"cell_989","cell",2608,1588,0.498466257668712,"1","1"
"cell_990","cell",2606,1453,0.230237912509593,"5","5"
"cell_991","cell",2600,1486,0.192307692307692,"8","8"
"cell_992","cell",2598,1575,0.0769822940723634,"4","4"
"cell_993","cell",2602,1443,0.807071483474251,"2","2"
"cell_994","cell",2593,1687,0.462784419591207,"4","4"
"cell_995","cell",2586,1719,0.696055684454756,"0","0"
"cell_996","cell",2588,1572,0.772797527047913,"2","2"
"cell_997","cell",2585,1670,0.34816247582205,"1","1"
"cell_998","cell",2584,1602,0.309597523219814,"3","3"
"cell_999","cell",2585,1667,1.08317214700193,"2","2"
"cell_1000","cell",2582,1426,0.232378001549187,"1","1"
"cell_1001","cell",2565,1585,0.311890838206628,"8","8"
"cell_1002","cell",2574,1608,0.854700854700855,"1","1"
"cell_1003","cell",2570,1685,0.155642023346304,"4","4"
"cell_1004","cell",2571,1559,0.816802800466744,"5","5"
"cell_1005","cell",2566,1639,0.779423226812159,"0","0"
"cell_1006","cell",2570,1600,0.311284046692607,"1","1"
"cell_1007","cell",2568,1535,0.194704049844237,"4","4"
"cell_1008","cell",2570,1425,0.116731517509728,"3","3"
"cell_1009","cell",2562,1508,0.546448087431694,"3","3"
"cell_1010","cell",2561,1430,0,"4","4"
"cell_1011","cell",2544,1668,0.0786163522012579,"5","5"
"cell_1012","cell",2555,1606,0.234833659491194,"1","1"
"cell_1013","cell",2552,1621,0.626959247648903,"3","3"
"cell_1014","cell",2550,1606,0,"2","2"
"cell_1015","cell",2547,1548,0.549666274047899,"1","1"
"cell_1016","cell",2549,1604,0.156924284032954,"4","4"
"cell_1017","cell",2535,1637,0.433925049309665,"8","8"
"cell_1018","cell",2532,1703,0.23696682464455,"5","5"
"cell_1019","cell",2530,1582,0.276679841897233,"5","5"
"cell_1020","cell",2529,1576,0.276789244760775,"5","5"
"cell_1021","cell",2529,1311,0.158165282720443,"9","9"
"cell_1022","cell",2528,1635,0.356012658227848,"0","0"
"cell_1023","cell",2528,1608,0.356012658227848,"1","1"
"cell_1024","cell",2522,1561,0.158604282315623,"5","5"
"cell_1025","cell",2521,1295,0.634668782229274,"0","0"
"cell_1026","cell",2524,1646,0.198098256735341,"5","5"
"cell_1027","cell",2516,1545,0.158982511923688,"4","4"
"cell_1028","cell",2520,1339,0.0793650793650794,"4","4"
"cell_1029","cell",2518,1478,0.277998411437649,"4","4"
"cell_1030","cell",2516,1247,0.0794912559618442,"9","9"
"cell_1031","cell",2513,1535,0.119379228014326,"5","5"
"cell_1032","cell",2508,1532,0.358851674641148,"3","3"
"cell_1033","cell",2507,1534,2.23374551256482,"7","7"
"cell_1034","cell",2500,1367,0.52,"4","4"
"cell_1035","cell",2501,1625,0.039984006397441,"0","0"
"cell_1036","cell",2498,1645,0.400320256204964,"5","5"
"cell_1037","cell",2497,1592,0.120144173007609,"6","6"
"cell_1038","cell",2498,1662,0.280224179343475,"4","4"
"cell_1039","cell",2495,1586,0.400801603206413,"4","4"
"cell_1040","cell",2490,1417,1.60642570281124,"3","3"
"cell_1041","cell",2485,1432,0.28169014084507,"9","9"
"cell_1042","cell",2492,1537,0.240770465489567,"1","1"
"cell_1043","cell",2481,1530,0.523982265215639,"3","3"
"cell_1044","cell",2477,1542,0.40371417036738,"0","0"
"cell_1045","cell",2477,1551,0.20185708518369,"1","1"
"cell_1046","cell",2477,1617,0.565199838514332,"0","0"
"cell_1047","cell",2469,1408,2.43013365735115,"2","2"
"cell_1048","cell",2470,1657,0.283400809716599,"2","2"
"cell_1049","cell",2466,1603,0.16220600162206,"5","5"
"cell_1050","cell",2467,1578,0.121605188488042,"4","4"
"cell_1051","cell",2460,1540,0.934959349593496,"5","5"
"cell_1052","cell",2464,1380,0.284090909090909,"8","8"
"cell_1053","cell",2461,1507,0.487606663957741,"5","5"
"cell_1054","cell",2453,1482,0.285364859355891,"5","5"
"cell_1055","cell",2452,1585,0.367047308319739,"5","5"
"cell_1056","cell",2451,1359,0.244798041615667,"8","8"
"cell_1057","cell",2446,1494,1.83973834832379,"2","2"
"cell_1058","cell",2452,1622,0.203915171288744,"5","5"
"cell_1059","cell",2443,1642,0.163733115022513,"5","5"
"cell_1060","cell",2446,1654,0.163532297628782,"5","5"
"cell_1061","cell",2447,1667,0.245198201879853,"2","2"
"cell_1062","cell",2444,1411,0.490998363338789,"3","3"
"cell_1063","cell",2441,1725,0.204834084391643,"0","0"
"cell_1064","cell",2445,1337,0.858895705521472,"2","2"
"cell_1065","cell",2441,1608,0.5735354362966,"6","6"
"cell_1066","cell",2434,1480,0.369761709120789,"5","5"
"cell_1067","cell",2439,1537,0.1230012300123,"4","4"
"cell_1068","cell",2440,1376,0.614754098360656,"2","2"
"cell_1069","cell",2434,1570,0.246507806080526,"8","8"
"cell_1070","cell",2434,1382,0.57518488085456,"1","1"
"cell_1071","cell",2429,1547,0.247015232606011,"3","3"
"cell_1072","cell",2431,1597,0.493624023035788,"0","0"
"cell_1073","cell",2419,1573,0.0826787928896238,"5","5"
"cell_1074","cell",2425,1610,0.329896907216495,"7","7"
"cell_1075","cell",2420,1304,0.206611570247934,"9","9"
"cell_1076","cell",2422,1639,0.289017341040462,"2","2"
"cell_1077","cell",2429,1489,0.288184438040346,"1","1"
"cell_1078","cell",2424,1559,0.33003300330033,"4","4"
"cell_1079","cell",2418,1581,0.0413564929693962,"0","0"
"cell_1080","cell",2414,1537,0.289975144987572,"1","1"
"cell_1081","cell",2413,1648,0.207210940737671,"0","0"
"cell_1082","cell",2419,1497,0.454733360892931,"1","1"
"cell_1083","cell",2411,1476,0.0414765657403567,"0","0"
"cell_1084","cell",2409,1557,0.16604400166044,"1","1"
"cell_1085","cell",2401,1514,0.291545189504373,"5","5"
"cell_1086","cell",2398,1514,0.375312760633862,"5","5"
"cell_1087","cell",2386,1473,0.419111483654652,"4","4"
"cell_1088","cell",2392,1497,0.585284280936455,"2","2"
"cell_1089","cell",2384,1584,0.293624161073825,"4","4"
"cell_1090","cell",2386,1426,0.419111483654652,"3","3"
"cell_1091","cell",2385,1399,0.628930817610063,"1","1"
"cell_1092","cell",2383,1551,0.0839278220730172,"0","0"
"cell_1093","cell",2376,1567,0.715488215488216,"3","3"
"cell_1094","cell",2379,1516,0.168137873055906,"0","0"
"cell_1095","cell",2382,1168,0.251889168765743,"4","4"
"cell_1096","cell",2371,1615,0.590468156895825,"3","3"
"cell_1097","cell",2361,1433,0.254129606099111,"0","0"
"cell_1098","cell",2359,1620,0.635862653666808,"0","0"
"cell_1099","cell",2365,1239,0.169133192389006,"6","6"
"cell_1100","cell",2362,1517,0.12701100762066,"1","1"
"cell_1101","cell",2361,1529,0.296484540448962,"3","3"
"cell_1102","cell",2357,1413,0.169707254985151,"1","1"
"cell_1103","cell",2353,1554,0.679983000424989,"0","0"
"cell_1104","cell",2357,1573,0.424268137462877,"3","3"
"cell_1105","cell",2345,1250,0.511727078891258,"3","3"
"cell_1106","cell",2349,1422,0.170285227756492,"6","6"
"cell_1107","cell",2344,1425,0.511945392491468,"4","4"
"cell_1108","cell",2340,1471,0.811965811965812,"7","7"
"cell_1109","cell",2335,1476,0.685224839400428,"7","7"
"cell_1110","cell",2337,1490,0.128369704749679,"6","6"
"cell_1111","cell",2331,1475,0.3003003003003,"3","3"
"cell_1112","cell",2333,1453,0.300042863266181,"2","2"
"cell_1113","cell",2336,1426,0.941780821917808,"2","2"
"cell_1114","cell",2333,1420,0.514359194170596,"1","1"
"cell_1115","cell",2330,1484,0.772532188841202,"2","2"
"cell_1116","cell",2332,1470,1.02915951972556,"1","1"
"cell_1117","cell",2327,1425,0.343790287924366,"3","3"
"cell_1118","cell",2331,1358,0.3003003003003,"0","0"
"cell_1119","cell",2329,1243,0.25762129669386,"4","4"
"cell_1120","cell",2322,1465,0.473729543496985,"2","2"
"cell_1121","cell",2323,1511,0.0430477830391735,"0","0"
"cell_1122","cell",2321,1490,0.3446790176648,"3","3"
"cell_1123","cell",2321,1469,0.0430848772081,"4","4"
"cell_1124","cell",2318,1327,0.215703192407248,"0","0"
"cell_1125","cell",2315,1250,0.475161987041037,"4","4"
"cell_1126","cell",2318,1494,0.0862812769628991,"1","1"
"cell_1127","cell",2310,1368,0.952380952380952,"1","1"
"cell_1128","cell",2308,1394,1.1265164644714,"2","2"
"cell_1130","cell",2297,1494,0.087070091423596,"0","0"
"cell_1131","cell",2296,1377,0.0871080139372822,"3","3"
"cell_1132","cell",2281,1360,0.0876808417360807,"3","3"
"cell_1133","cell",2281,1420,0.438404208680403,"0","0"
"cell_1134","cell",2279,1301,1.22860903905222,"7","7"
"cell_1135","cell",2277,1531,0,"6","6"
"cell_1136","cell",2275,1490,0.43956043956044,"5","5"
"cell_1137","cell",2265,1321,0.309050772626932,"3","3"
"cell_1138","cell",2261,1365,0.309597523219814,"8","8"
"cell_1139","cell",2254,1559,0.133096716947649,"0","0"
"cell_1140","cell",2252,1435,1.02131438721137,"4","4"
"cell_1141","cell",2258,1465,0.221434898139947,"0","0"
"cell_1142","cell",2247,1495,0.178015131286159,"1","1"
"cell_1143","cell",2253,1392,0.0443852640923213,"6","6"
"cell_1144","cell",2252,1582,0.177619893428064,"5","5"
"cell_1145","cell",2249,1463,0.133392618941752,"4","4"
"cell_1146","cell",2252,1473,0.310834813499112,"1","1"
"cell_1147","cell",2249,1410,0.355713650511338,"0","0"
"cell_1148","cell",2250,1139,0.4,"3","3"
"cell_1149","cell",2245,1504,0.267260579064588,"4","4"
"cell_1150","cell",2246,1462,0.222617987533393,"1","1"
"cell_1151","cell",2243,1511,0.133749442710655,"5","5"
"cell_1152","cell",2234,1520,0.134288272157565,"0","0"
"cell_1153","cell",2238,1007,0.0446827524575514,"9","9"
"cell_1154","cell",2237,1422,0.268216361198033,"0","0"
"cell_1155","cell",2233,1517,0.403045230631438,"0","0"
"cell_1156","cell",2229,1346,0.358905338716913,"0","0"
"cell_1157","cell",2234,1381,0.134288272157565,"1","1"
"cell_1158","cell",2231,1469,0.672344240251008,"4","4"
"cell_1159","cell",2228,1391,0.179533213644524,"1","1"
"cell_1160","cell",2227,1460,0.224517287831163,"2","2"
"cell_1161","cell",2222,1285,0.99009900990099,"0","0"
"cell_1162","cell",2221,1536,1.89104007203962,"3","3"
"cell_1163","cell",2220,1365,0.495495495495495,"3","3"
"cell_1164","cell",2214,1435,0.22583559168925,"5","5"
"cell_1165","cell",2215,1395,0.451467268623025,"1","1"
"cell_1166","cell",2212,1501,0.0904159132007233,"1","1"
"cell_1167","cell",2206,1387,0.407978241160471,"9","9"
"cell_1168","cell",2207,1484,1.35931128228364,"3","3"
"cell_1169","cell",2203,1405,0.726282342260554,"7","7"
"cell_1170","cell",2204,1296,0.771324863883848,"2","2"
"cell_1171","cell",2199,1433,0.318326512050932,"2","2"
"cell_1172","cell",2194,1392,0.546946216955333,"1","1"
"cell_1173","cell",2201,1405,1.27214902317129,"7","7"
"cell_1174","cell",2198,1332,0.409463148316652,"2","2"
"cell_1175","cell",2191,1487,0.136923779096303,"5","5"
"cell_1176","cell",2195,1361,0.182232346241458,"4","4"
"cell_1177","cell",2196,1420,0.318761384335155,"1","1"
"cell_1178","cell",2190,1372,0.45662100456621,"0","0"
"cell_1179","cell",2192,1391,2.0529197080292,"3","3"
"cell_1180","cell",2191,1384,1.4148790506618,"1","1"
"cell_1181","cell",2191,1327,0.684618895481515,"2","2"
"cell_1182","cell",2185,1330,0.183066361556064,"2","2"
"cell_1183","cell",2184,1262,0.86996336996337,"4","4"
"cell_1184","cell",2184,1498,0.0457875457875458,"0","0"
"cell_1185","cell",2177,1455,0.091869545245751,"5","5"
"cell_1186","cell",2177,1403,0.0459347726228755,"4","4"
"cell_1187","cell",2176,1471,0.505514705882353,"0","0"
"cell_1188","cell",2177,1250,0.229673863114378,"0","0"
"cell_1189","cell",2171,1285,0,"8","8"
"cell_1190","cell",2166,1391,0.784856879039704,"3","3"
"cell_1191","cell",2167,1465,0.323027226580526,"5","5"
"cell_1192","cell",2169,1445,0.599354541263255,"7","7"
"cell_1193","cell",2169,1477,0.922083909635777,"3","3"
"cell_1194","cell",2164,1264,0.323475046210721,"4","4"
"cell_1195","cell",2163,1516,1.3869625520111,"0","0"
"cell_1196","cell",2165,1356,0.46189376443418,"3","3"
"cell_1197","cell",2162,1295,0.277520814061055,"1","1"
"cell_1198","cell",2157,1317,0.927213722763097,"2","2"
"cell_1199","cell",2154,1458,0.557103064066852,"3","3"
"cell_1200","cell",2154,1425,0.974930362116992,"2","2"
"cell_1201","cell",2144,1474,0.139925373134328,"0","0"
"cell_1202","cell",2147,1431,0.326036329762459,"4","4"
"cell_1203","cell",2146,1268,0.698974836905871,"4","4"
"cell_1204","cell",2149,1348,0.139599813866915,"3","3"
"cell_1205","cell",2145,1533,0.13986013986014,"0","0"
"cell_1206","cell",2146,1388,0.745573159366263,"2","2"
"cell_1207","cell",2143,1324,0.233317778814746,"4","4"
"cell_1208","cell",2140,1404,0.88785046728972,"2","2"
"cell_1209","cell",2139,1326,0.37400654511454,"6","6"
"cell_1210","cell",2143,1383,0.0933271115258983,"0","0"
"cell_1211","cell",2136,1240,0.374531835205993,"8","8"
"cell_1212","cell",2135,1444,0.608899297423888,"5","5"
"cell_1213","cell",2136,1441,0.889513108614232,"0","0"
"cell_1214","cell",2134,1304,0.234301780693533,"7","7"
"cell_1215","cell",2125,1285,0.188235294117647,"0","0"
"cell_1216","cell",2129,1251,1.97275716298732,"2","2"
"cell_1217","cell",2126,1356,0.423330197554092,"8","8"
"cell_1218","cell",2122,1314,1.08388312912347,"2","2"
"cell_1219","cell",2122,1378,0.518378887841659,"3","3"
"cell_1220","cell",2124,1398,0.470809792843691,"1","1"
"cell_1221","cell",2115,1206,0.283687943262411,"10","10"
"cell_1222","cell",2116,1434,0,"5","5"
"cell_1223","cell",2117,1350,0.850259801606046,"2","2"
"cell_1224","cell",2106,1266,1.04463437796771,"8","8"
"cell_1225","cell",2116,1237,0.330812854442344,"2","2"
"cell_1226","cell",2115,1326,1.79669030732861,"1","1"
"cell_1227","cell",2111,1448,0.284225485551871,"5","5"
"cell_1228","cell",2105,1484,0.0950118764845606,"0","0"
"cell_1229","cell",2106,1383,0.284900284900285,"0","0"
"cell_1230","cell",2103,1191,1.14122681883024,"9","9"
"cell_1231","cell",2106,1439,0.0474833808167142,"4","4"
"cell_1232","cell",2098,1082,0.333651096282173,"9","9"
"cell_1233","cell",2102,1314,0.570884871550904,"2","2"
"cell_1234","cell",2100,1380,0.0952380952380952,"3","3"
"cell_1235","cell",2099,1367,0.571700809909481,"2","2"
"cell_1236","cell",2097,1330,0.381497377205532,"1","1"
"cell_1237","cell",2095,1444,0.238663484486874,"0","0"
"cell_1238","cell",2093,1387,0.238891543239369,"1","1"
"cell_1239","cell",2093,1366,0.907787864309603,"3","3"
"cell_1240","cell",2094,1474,0.382043935052531,"0","0"
"cell_1241","cell",2093,1303,1.91113234591495,"2","2"
"cell_1242","cell",2090,1314,0.334928229665072,"5","5"
"cell_1243","cell",2087,1389,0.191662673694298,"2","2"
"cell_1244","cell",2087,1325,0.095831336847149,"2","2"
"cell_1245","cell",2083,1310,0,"5","5"
"cell_1246","cell",2077,1299,0.433317284545017,"5","5"
"cell_1247","cell",2081,1214,0.624699663623258,"3","3"
"cell_1248","cell",2076,1441,0.289017341040462,"4","4"
"cell_1249","cell",2077,1255,0.192585459797785,"9","9"
"cell_1250","cell",2076,1389,0.481695568400771,"2","2"
"cell_1251","cell",2073,1164,0.192957067052581,"8","8"
"cell_1252","cell",2070,1444,0.144927536231884,"5","5"
"cell_1253","cell",2075,1392,0.578313253012048,"2","2"
"cell_1254","cell",2073,1294,0.337674867342016,"4","4"
"cell_1255","cell",2067,1359,0.241896468311563,"5","5"
"cell_1256","cell",2060,1408,0.0485436893203883,"0","0"
"cell_1257","cell",2063,1247,1.11488124091129,"1","1"
"cell_1258","cell",2064,1384,0.823643410852713,"3","3"
"cell_1259","cell",2061,1296,0.970402717127608,"2","2"
"cell_1260","cell",2059,1312,0.485672656629432,"6","6"
"cell_1261","cell",2059,1425,0.291403593977659,"5","5"
"cell_1262","cell",2051,1306,0.146270112140419,"2","2"
"cell_1263","cell",2051,1461,0.146270112140419,"0","0"
"cell_1264","cell",2048,1435,0.537109375,"1","1"
"cell_1265","cell",2047,1493,0.390815828041036,"0","0"
"cell_1266","cell",2049,1310,0.439238653001464,"6","6"
"cell_1267","cell",2042,1378,0.342801175318315,"2","2"
"cell_1268","cell",2046,1357,1.51515151515152,"2","2"
"cell_1269","cell",2045,1314,0.58679706601467,"1","1"
"cell_1270","cell",2044,1335,0.684931506849315,"3","3"
"cell_1271","cell",2044,1388,0.0978473581213307,"1","1"
"cell_1272","cell",2042,1329,0.636630754162586,"2","2"
"cell_1273","cell",2039,1180,0.196174595389897,"10","10"
"cell_1274","cell",2038,1247,0.245338567222767,"4","4"
"cell_1275","cell",2035,1259,2.8009828009828,"2","2"
"cell_1276","cell",2036,1365,0.442043222003929,"5","5"
"cell_1277","cell",2029,1386,0.295712173484475,"3","3"
"cell_1278","cell",2026,1445,0.394866732477789,"0","0"
"cell_1279","cell",2022,1128,0.346191889218595,"8","8"
"cell_1280","cell",2021,1158,1.13805047006432,"2","2"
"cell_1281","cell",2013,1347,0.14903129657228,"5","5"
"cell_1282","cell",2012,1386,0.546719681908549,"0","0"
"cell_1283","cell",2015,1253,0.248138957816377,"1","1"
"cell_1284","cell",2008,1330,0.298804780876494,"0","0"
"cell_1285","cell",2007,1464,0.199302441454908,"5","5"
"cell_1286","cell",2005,1241,0.149625935162095,"10","10"
"cell_1287","cell",2002,1288,0.24975024975025,"4","4"
"cell_1288","cell",2004,1333,0.698602794411178,"7","7"
"cell_1289","cell",2000,1460,0.35,"5","5"
"cell_1290","cell",2000,1202,0.7,"2","2"
"cell_1291","cell",2000,1252,0.4,"7","7"
"cell_1292","cell",1989,1334,0.452488687782805,"0","0"
"cell_1293","cell",1992,1237,1.45582329317269,"4","4"
"cell_1294","cell",1988,1207,0.251509054325956,"2","2"
"cell_1295","cell",1990,1351,0.552763819095477,"6","6"
"cell_1296","cell",1985,1326,0.503778337531486,"4","4"
"cell_1297","cell",1981,1419,0.0504795557799091,"5","5"
"cell_1298","cell",1980,1233,1.21212121212121,"3","3"
"cell_1299","cell",1977,1266,1.06221547799697,"2","2"
"cell_1300","cell",1975,1225,0.354430379746835,"8","8"
"cell_1301","cell",1976,1309,1.21457489878543,"1","1"
"cell_1302","cell",1974,1279,0.0506585612968592,"4","4"
"cell_1303","cell",1972,1261,0.202839756592292,"3","3"
"cell_1304","cell",1971,1355,0.202942668696093,"6","6"
"cell_1305","cell",1970,1278,0.812182741116751,"3","3"
"cell_1306","cell",1968,1348,0.965447154471545,"1","1"
"cell_1307","cell",1962,1326,0.611620795107034,"0","0"
"cell_1308","cell",1963,1416,0.458481915435558,"2","2"
"cell_1309","cell",1965,1341,1.01781170483461,"3","3"
"cell_1310","cell",1959,1034,0.35732516590097,"9","9"
"cell_1311","cell",1958,1234,0.306435137895812,"1","1"
"cell_1312","cell",1965,1164,0.0508905852417303,"5","5"
"cell_1313","cell",1962,1279,0.254841997961264,"2","2"
"cell_1314","cell",1962,1154,3.36391437308868,"2","2"
"cell_1315","cell",1958,965,0.306435137895812,"9","9"
"cell_1316","cell",1957,1383,0.357690342360756,"0","0"
"cell_1317","cell",1958,1134,0,"2","2"
"cell_1318","cell",1951,1290,0.717580727831881,"3","3"
"cell_1319","cell",1952,1373,0.204918032786885,"0","0"
"cell_1320","cell",1948,1432,0.102669404517454,"5","5"
"cell_1321","cell",1952,1300,0.307377049180328,"4","4"
"cell_1322","cell",1949,1266,0.974858902001026,"2","2"
"cell_1323","cell",1944,1399,0.154320987654321,"0","0"
"cell_1324","cell",1949,1272,0.153925089789636,"3","3"
"cell_1325","cell",1942,1369,0.308959835221421,"5","5"
"cell_1326","cell",1944,1270,0.257201646090535,"2","2"
"cell_1327","cell",1934,970,0.517063081695967,"8","8"
"cell_1328","cell",1936,1407,0.15495867768595,"5","5"
"cell_1329","cell",1937,1207,0.826019617965927,"4","4"
"cell_1330","cell",1934,1383,0.206825232678387,"0","0"
"cell_1331","cell",1936,1350,0.723140495867769,"0","0"
"cell_1332","cell",1934,1265,0.206825232678387,"0","0"
"cell_1333","cell",1928,1266,0.622406639004149,"1","1"
"cell_1334","cell",1927,1241,0.259470679813181,"2","2"
"cell_1335","cell",1928,1354,0.466804979253112,"4","4"
"cell_1336","cell",1923,1407,0.15600624024961,"0","0"
"cell_1337","cell",1919,1303,0.104220948410631,"1","1"
"cell_1338","cell",1916,1279,0.365344467640919,"1","1"
"cell_1339","cell",1914,1072,0.313479623824451,"5","5"
"cell_1340","cell",1912,1060,0.209205020920502,"9","9"
"cell_1341","cell",1910,1114,0.209424083769634,"4","4"
"cell_1342","cell",1914,1302,1.04493207941484,"3","3"
"cell_1343","cell",1913,1233,0.627286983795086,"7","7"
"cell_1344","cell",1911,1224,0.156985871271586,"2","2"
"cell_1345","cell",1911,871,0.156985871271586,"9","9"
"cell_1346","cell",1906,1256,0,"1","1"
"cell_1347","cell",1901,1277,0.315623356128353,"5","5"
"cell_1348","cell",1902,1236,0.0525762355415352,"4","4"
"cell_1349","cell",1901,1352,0.157811678064177,"5","5"
"cell_1350","cell",1899,1176,0.105318588730911,"5","5"
"cell_1351","cell",1884,1046,0.212314225053079,"0","0"
"cell_1352","cell",1893,1160,0.211304807184363,"8","8"
"cell_1353","cell",1897,1375,1.21244069583553,"1","1"
"cell_1354","cell",1897,1183,0.158144438587243,"3","3"
"cell_1355","cell",1893,1236,0.211304807184363,"5","5"
"cell_1356","cell",1887,1369,0.211976682564918,"0","0"
"cell_1357","cell",1886,1213,0.159066808059385,"1","1"
"cell_1358","cell",1889,1272,0.211752249867655,"3","3"
"cell_1359","cell",1887,1257,0.105988341282459,"3","3"
"cell_1361","cell",1886,1273,0.424178154825027,"3","3"
"cell_1362","cell",1884,1299,0.583864118895966,"4","4"
"cell_1363","cell",1883,1195,0.477960701009028,"1","1"
"cell_1364","cell",1877,1154,0.26638252530634,"9","9"
"cell_1365","cell",1874,1210,0.106723585912487,"3","3"
"cell_1366","cell",1867,1215,1.01767541510445,"3","3"
"cell_1367","cell",1867,1328,0.0535618639528656,"1","1"
"cell_1368","cell",1871,1111,0.85515766969535,"9","9"
"cell_1369","cell",1864,1233,0.858369098712446,"0","0"
"cell_1370","cell",1862,1079,0.483351235230934,"1","1"
"cell_1371","cell",1862,1206,0.268528464017186,"8","8"
"cell_1372","cell",1864,1294,0.214592274678112,"0","0"
"cell_1373","cell",1864,1210,0.536480686695279,"1","1"
"cell_1374","cell",1862,1052,0.322234156820623,"9","9"
"cell_1375","cell",1859,1273,0.591715976331361,"3","3"
"cell_1376","cell",1858,1246,0,"0","0"
"cell_1377","cell",1852,1191,1.02591792656587,"4","4"
"cell_1378","cell",1853,1286,0.0539665407447383,"0","0"
"cell_1379","cell",1852,1150,0.431965442764579,"3","3"
"cell_1380","cell",1850,1149,0.864864864864865,"3","3"
"cell_1381","cell",1848,1242,0.757575757575758,"3","3"
"cell_1382","cell",1841,1379,0.108636610537751,"0","0"
"cell_1383","cell",1842,1245,0,"4","4"
"cell_1384","cell",1838,1308,0.217627856365615,"0","0"
"cell_1385","cell",1839,1262,0.598151169113649,"3","3"
"cell_1386","cell",1828,1299,0.109409190371991,"5","5"
"cell_1387","cell",1834,1298,0.763358778625954,"2","2"
"cell_1388","cell",1835,1273,0.544959128065395,"1","1"
"cell_1389","cell",1828,1220,0.711159737417943,"1","1"
"cell_1390","cell",1831,1235,0.0546149645002731,"0","0"
"cell_1391","cell",1831,1106,0.0546149645002731,"3","3"
"cell_1392","cell",1827,1194,0.875752599890531,"6","6"
"cell_1393","cell",1825,1108,1.42465753424658,"4","4"
"cell_1394","cell",1826,1378,0.164293537787514,"3","3"
"cell_1395","cell",1822,1236,0.548847420417124,"1","1"
"cell_1396","cell",1818,1123,0.55005500550055,"2","2"
"cell_1397","cell",1819,1220,0.934579439252336,"3","3"
"cell_1398","cell",1816,1174,1.48678414096916,"1","1"
"cell_1399","cell",1817,1273,0.220143093010457,"1","1"
"cell_1400","cell",1815,1060,1.15702479338843,"1","1"
"cell_1401","cell",1815,1085,0.110192837465565,"5","5"
"cell_1402","cell",1815,1158,0.275482093663912,"0","0"
"cell_1403","cell",1808,1231,0.553097345132743,"1","1"
"cell_1404","cell",1796,995,0.389755011135857,"9","9"
"cell_1405","cell",1805,1150,0.554016620498615,"0","0"
"cell_1406","cell",1803,1047,0.277315585135885,"8","8"
"cell_1407","cell",1803,1171,0.665557404326123,"2","2"
"cell_1408","cell",1796,1128,0.167037861915367,"8","8"
"cell_1409","cell",1791,1312,0.111669458403127,"0","0"
"cell_1410","cell",1790,1066,0.670391061452514,"3","3"
"cell_1411","cell",1791,1171,0.16750418760469,"3","3"
"cell_1412","cell",1787,1261,0.503637381085618,"5","5"
"cell_1413","cell",1791,1265,0.279173646007817,"3","3"
"cell_1414","cell",1788,1199,0.671140939597315,"0","0"
"cell_1415","cell",1788,1208,0.950782997762863,"1","1"
"cell_1416","cell",1783,1265,0.112170499158721,"0","0"
"cell_1417","cell",1783,1231,0.280426247896803,"0","0"
"cell_1418","cell",1779,1032,0.618324901630129,"8","8"
"cell_1419","cell",1780,1181,1.40449438202247,"3","3"
"cell_1420","cell",1780,1089,0.112359550561798,"1","1"
"cell_1421","cell",1776,1135,0.281531531531532,"5","5"
"cell_1422","cell",1774,1196,0.056369785794814,"0","0"
"cell_1423","cell",1772,1189,0.225733634311512,"0","0"
"cell_1424","cell",1768,1075,0.282805429864253,"6","6"
"cell_1425","cell",1769,1202,0.226116449971735,"5","5"
"cell_1426","cell",1769,1186,0.960994912379876,"3","3"
"cell_1427","cell",1766,1016,0.0566251415628539,"4","4"
"cell_1428","cell",1766,1149,0.396375990939977,"3","3"
"cell_1429","cell",1762,1153,0.113507377979569,"6","6"
"cell_1430","cell",1763,1208,1.13442994895065,"1","1"
