"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_2079","cell",3365,1924,3.09063893016345,"0","0"
"cell_2081","cell",3354,2014,0.536672629695885,"1","1"
"cell_2082","cell",3354,1951,0.894454382826476,"1","1"
"cell_2083","cell",3350,1849,0.925373134328358,"1","1"
"cell_2084","cell",3348,1794,0.537634408602151,"0","0"
"cell_2085","cell",3338,2021,0.0898741761533853,"0","0"
"cell_2086","cell",3337,1962,1.25861552292478,"0","0"
"cell_2087","cell",3320,1675,1.26506024096386,"3","3"
"cell_2088","cell",3329,1935,1.05136677680985,"2","2"
"cell_2089","cell",3331,1868,0.120084058841189,"0","0"
"cell_2090","cell",3330,1581,0.3003003003003,"0","0"
"cell_2091","cell",3326,1837,4.26939266386049,"3","3"
"cell_2092","cell",3321,1661,0.240891297801867,"0","0"
"cell_2093","cell",3320,2085,0.0903614457831325,"0","0"
"cell_2094","cell",3322,1909,0.963275135460566,"1","1"
"cell_2095","cell",3314,2123,4.91852745926373,"2","2"
"cell_2096","cell",3311,1885,3.47327091513138,"3","3"
"cell_2097","cell",3304,1919,0.998789346246973,"0","0"
"cell_2098","cell",3312,1983,1.44927536231884,"0","0"
"cell_2099","cell",3306,2042,0.0907441016333938,"0","0"
"cell_2100","cell",3281,1716,0.426699177080159,"4","4"
"cell_2101","cell",3297,1731,0.576281468001213,"0","0"
"cell_2102","cell",3294,1721,0.0910746812386157,"0","0"
"cell_2103","cell",3290,1944,2.21884498480243,"0","0"
"cell_2104","cell",3287,1922,1.52114390021296,"0","0"
"cell_2105","cell",3288,1797,0.334549878345499,"0","0"
"cell_2106","cell",3285,2161,0.334855403348554,"2","2"
"cell_2107","cell",3279,1768,2.71424214699604,"0","0"
"cell_2108","cell",3275,1846,0.732824427480916,"1","1"
"cell_2109","cell",3274,1894,0.977397678680513,"1","1"
"cell_2110","cell",3275,1390,0,"0","0"
"cell_2111","cell",3268,1771,0.489596083231334,"0","0"
"cell_2112","cell",3265,1828,0.643185298621746,"0","0"
"cell_2113","cell",3261,1917,4.47715424716345,"2","2"
"cell_2114","cell",3258,1968,0.276243093922652,"0","0"
"cell_2115","cell",3253,1940,0.338149400553335,"0","0"
"cell_2116","cell",3251,1736,0.338357428483543,"1","1"
"cell_2117","cell",3243,1951,1.41843971631206,"1","1"
"cell_2118","cell",3242,1785,0.771128932757557,"0","0"
"cell_2119","cell",3236,1872,0.432632880098888,"2","2"
"cell_2120","cell",3239,1839,1.6980549552331,"2","2"
"cell_2121","cell",3236,1742,0.123609394313968,"0","0"
"cell_2122","cell",3237,1886,1.48285449490269,"2","2"
"cell_2123","cell",3235,1970,0.401854714064915,"0","0"
"cell_2124","cell",3235,2008,3.5548686244204,"1","1"
"cell_2125","cell",3234,1921,0.463821892393321,"0","0"
"cell_2126","cell",3229,1870,1.08392691235677,"2","2"
"cell_2127","cell",3222,1978,0.775915580384854,"0","0"
"cell_2128","cell",3219,1626,0.0310655483069276,"0","0"
"cell_2129","cell",3215,1858,1.77293934681182,"3","3"
"cell_2130","cell",3218,1987,0.372902423865755,"1","1"
"cell_2131","cell",3215,1867,0.653188180404355,"2","2"
"cell_2132","cell",3215,1823,0.404354587869362,"0","0"
"cell_2133","cell",3214,2023,3.23584318606098,"1","1"
"cell_2134","cell",3205,1639,0.249609984399376,"0","0"
"cell_2135","cell",3200,1920,4.1875,"3","3"
"cell_2136","cell",3199,1850,3.75117224132541,"2","2"
"cell_2137","cell",3195,1952,0.970266040688576,"0","0"
"cell_2138","cell",3191,1794,0.250705108116578,"0","0"
"cell_2139","cell",3191,1689,0.501410216233156,"0","0"
"cell_2140","cell",3191,1813,1.1281729865246,"0","0"
"cell_2141","cell",3186,1763,0.156936597614564,"0","0"
"cell_2142","cell",3188,1757,0.282308657465496,"1","1"
"cell_2143","cell",3184,1706,3.64321608040201,"3","3"
"cell_2144","cell",3180,1750,0.125786163522013,"0","0"
"cell_2145","cell",3177,1813,0.84985835694051,"2","2"
"cell_2146","cell",3181,1863,0.597296447657969,"0","0"
"cell_2147","cell",3169,1929,0.788892395077311,"1","1"
"cell_2148","cell",3168,1797,0.0946969696969697,"0","0"
"cell_2149","cell",3167,1775,0.410483107041364,"0","0"
"cell_2150","cell",3166,1767,0.47378395451674,"0","0"
"cell_2151","cell",3164,1843,1.07458912768647,"1","1"
"cell_2152","cell",3158,1880,0.664977834072198,"3","3"
"cell_2153","cell",3158,1752,0.823305889803673,"3","3"
"cell_2154","cell",3158,1924,0.949968334388854,"0","0"
"cell_2155","cell",3156,1860,0.443599493029151,"0","0"
"cell_2156","cell",3151,1789,0.920342748333862,"1","1"
"cell_2157","cell",3154,1840,1.52187698161065,"2","2"
"cell_2158","cell",3148,1972,0.190597204574333,"0","0"
"cell_2159","cell",3144,1755,0.159033078880407,"0","0"
"cell_2160","cell",3127,1764,2.36648544931244,"3","3"
"cell_2161","cell",3126,1921,2.36724248240563,"2","2"
"cell_2162","cell",3123,1819,0.416266410502722,"0","0"
"cell_2163","cell",3120,1804,1.37820512820513,"3","3"
"cell_2164","cell",3120,1820,0.16025641025641,"0","0"
"cell_2165","cell",3117,1845,0.54539621430863,"2","2"
"cell_2166","cell",3100,1799,0.483870967741935,"0","0"
"cell_2167","cell",3103,1763,1.67579761521109,"2","2"
"cell_2168","cell",3101,1656,0.354724282489519,"0","0"
"cell_2169","cell",3099,1791,4.06582768635044,"2","2"
"cell_2170","cell",3095,1781,1.13085621970921,"0","0"
"cell_2171","cell",3096,1734,3.77906976744186,"0","0"
"cell_2172","cell",3088,1714,0.939119170984456,"2","2"
"cell_2173","cell",3089,1615,0.129491744901263,"0","0"
"cell_2174","cell",3085,1746,0.194489465153971,"0","0"
"cell_2175","cell",3081,1834,1.72022070756248,"2","2"
"cell_2176","cell",3080,1763,1.2012987012987,"1","1"
"cell_2177","cell",3079,1907,0.584605391360831,"0","0"
"cell_2178","cell",3071,1783,0.781504395962227,"0","0"
"cell_2179","cell",3072,1831,2.37630208333333,"3","3"
"cell_2180","cell",3070,1718,1.43322475570033,"1","1"
"cell_2181","cell",3068,1656,0.162972620599739,"2","2"
"cell_2182","cell",3062,1836,0.359242325277596,"0","0"
"cell_2183","cell",3065,1685,1.07667210440457,"2","2"
"cell_2184","cell",3064,1734,1.76240208877285,"2","2"
"cell_2185","cell",3063,1766,1.33855697029056,"1","1"
"cell_2186","cell",3062,1491,0.130633572828217,"0","0"
"cell_2187","cell",3059,1797,0.29421379535796,"1","1"
"cell_2188","cell",3059,1626,0.52304674730304,"2","2"
"cell_2189","cell",3052,1751,0.360419397116645,"0","0"
"cell_2190","cell",3050,1645,0.426229508196721,"1","1"
"cell_2191","cell",3046,1724,0.262639527248851,"0","0"
"cell_2192","cell",3042,1809,0.262984878369494,"0","0"
"cell_2193","cell",3043,1785,1.64311534669734,"3","3"
"cell_2194","cell",3040,1996,1.28289473684211,"0","0"
"cell_2195","cell",3036,1746,0.428194993412385,"1","1"
"cell_2196","cell",3031,1837,2.77136258660508,"2","2"
"cell_2197","cell",3028,1895,0.990752972258917,"1","1"
"cell_2198","cell",3024,1815,0.396825396825397,"1","1"
"cell_2199","cell",3020,1770,1.35761589403974,"0","0"
"cell_2200","cell",3015,1612,0.431177446102819,"1","1"
"cell_2201","cell",3006,1658,0.632069194943446,"1","1"
"cell_2202","cell",3002,1885,0.699533644237175,"0","0"
"cell_2203","cell",3002,1875,0.399733510992672,"0","0"
"cell_2204","cell",3000,1858,1.96666666666667,"2","2"
"cell_2205","cell",2993,1914,0.835282325425994,"0","0"
"cell_2206","cell",2995,1833,0.434056761268781,"0","0"
"cell_2207","cell",2993,1593,0.735048446374875,"1","1"
"cell_2208","cell",2990,1786,0.301003344481605,"0","0"
"cell_2209","cell",2986,1819,1.23911587407904,"3","3"
"cell_2210","cell",2983,1760,0.0670465973851827,"0","0"
"cell_2211","cell",2977,1754,0.873362445414847,"1","1"
"cell_2212","cell",2975,1639,0.403361344537815,"0","0"
"cell_2213","cell",2969,1751,1.14516672280229,"0","0"
"cell_2214","cell",2968,1841,2.52695417789757,"1","1"
"cell_2215","cell",2964,1749,1.11336032388664,"1","1"
"cell_2216","cell",2969,1670,0.370495116200741,"0","0"
"cell_2217","cell",2967,1778,0.808897876643074,"0","0"
"cell_2218","cell",2959,1735,3.95403852652923,"3","3"
"cell_2219","cell",2956,1757,0.54127198917456,"0","0"
"cell_2220","cell",2955,1747,2.36886632825719,"0","0"
"cell_2221","cell",2954,1640,0.744752877454299,"0","0"
"cell_2222","cell",2945,1823,0.169779286926995,"2","2"
"cell_2223","cell",2951,1682,0.135547272111149,"1","1"
"cell_2224","cell",2944,1740,0.407608695652174,"0","0"
"cell_2225","cell",2942,1687,2.54928619986404,"3","3"
"cell_2226","cell",2943,1827,2.34454638124363,"3","3"
"cell_2227","cell",2942,1749,1.08769544527532,"0","0"
"cell_2228","cell",2937,1773,1.29383724889343,"3","3"
"cell_2229","cell",2935,1730,0.136286201022147,"0","0"
"cell_2230","cell",2934,1531,0.27266530334015,"2","2"
"cell_2231","cell",2933,1673,1.19331742243437,"0","0"
"cell_2232","cell",2923,1781,0.444748546014369,"2","2"
"cell_2233","cell",2921,1794,0.410818212940774,"1","1"
"cell_2234","cell",2920,1620,0.513698630136986,"3","3"
"cell_2235","cell",2919,1910,0.719424460431655,"0","0"
"cell_2236","cell",2912,1847,0.858516483516484,"0","0"
"cell_2237","cell",2908,1507,0.962861072902338,"2","2"
"cell_2238","cell",2906,1787,0.137646249139711,"0","0"
"cell_2239","cell",2904,1838,0,"2","2"
"cell_2240","cell",2904,1783,2.78925619834711,"3","3"
"cell_2241","cell",2903,1746,0.34447123665174,"0","0"
"cell_2242","cell",2901,1796,3.65391244398483,"2","2"
"cell_2243","cell",2901,1789,1.34436401240951,"2","2"
"cell_2244","cell",2899,1713,0.17247326664367,"0","0"
"cell_2245","cell",2890,1646,0.103806228373702,"2","2"
"cell_2246","cell",2888,1650,1.76592797783934,"0","0"
"cell_2247","cell",2881,1635,2.1867407150295,"2","2"
"cell_2248","cell",2880,1765,1.38888888888889,"2","2"
"cell_2249","cell",2878,1779,2.18902015288395,"1","1"
"cell_2250","cell",2874,1679,0.730688935281837,"2","2"
"cell_2251","cell",2868,1711,0.453277545327754,"3","3"
"cell_2252","cell",2865,1609,1.15183246073298,"2","2"
"cell_2253","cell",2862,1922,0.419287211740042,"1","1"
"cell_2254","cell",2861,1800,0.489339391821042,"0","0"
"cell_2255","cell",2861,1676,1.99231038098567,"0","0"
"cell_2256","cell",2856,2022,0.840336134453782,"1","1"
"cell_2257","cell",2859,1698,2.37845400489682,"3","3"
"cell_2258","cell",2859,1703,0.0349772647778944,"0","0"
"cell_2259","cell",2855,1786,0.10507880910683,"0","0"
"cell_2260","cell",2853,1534,0.66596565019278,"0","0"
"cell_2261","cell",2852,1781,1.96353436185133,"2","2"
"cell_2262","cell",2847,1461,1.36986301369863,"0","0"
"cell_2263","cell",2843,1741,0.351741118536757,"0","0"
"cell_2264","cell",2843,1638,0.24621878297573,"0","0"
"cell_2265","cell",2840,1764,1.12676056338028,"0","0"
"cell_2266","cell",2836,1534,0.987306064880113,"3","3"
"cell_2267","cell",2836,1561,0.176304654442877,"0","0"
"cell_2268","cell",2836,1756,0.705218617771509,"1","1"
"cell_2269","cell",2831,1786,1.58954433062522,"1","1"
"cell_2270","cell",2829,1625,2.72180982679392,"0","0"
"cell_2271","cell",2830,1737,0.459363957597173,"1","1"
"cell_2272","cell",2819,1893,1.06420716566158,"0","0"
"cell_2273","cell",2819,1893,2.48315005321036,"3","3"
"cell_2274","cell",2814,1671,0.497512437810945,"0","0"
"cell_2275","cell",2813,1495,0.319943121222894,"2","2"
"cell_2276","cell",2810,1591,0.355871886120996,"0","0"
"cell_2277","cell",2808,1726,1.38888888888889,"3","3"
"cell_2278","cell",2805,1720,0.106951871657754,"2","2"
"cell_2279","cell",2805,1745,0.819964349376114,"1","1"
"cell_2280","cell",2804,1438,0.962910128388017,"0","0"
"cell_2281","cell",2801,1650,0.249910746162085,"1","1"
"cell_2282","cell",2795,1480,0.214669051878354,"0","0"
"cell_2283","cell",2792,1766,0.465616045845272,"1","1"
"cell_2284","cell",2791,1803,0.716589036187746,"1","1"
"cell_2285","cell",2788,1660,0.681492109038737,"1","1"
"cell_2286","cell",2788,1708,0.896700143472023,"3","3"
"cell_2287","cell",2785,1563,0.466786355475763,"0","0"
"cell_2288","cell",2785,1663,0.323159784560144,"0","0"
"cell_2289","cell",2781,1733,2.08558072635743,"2","2"
"cell_2290","cell",2780,1464,0.0719424460431655,"0","0"
"cell_2291","cell",2773,1734,0.216372160115399,"2","2"
"cell_2292","cell",2775,1672,0.684684684684685,"0","0"
"cell_2293","cell",2771,1650,2.05701912666907,"1","1"
"cell_2294","cell",2771,1701,0.685673042223024,"0","0"
"cell_2295","cell",2771,1584,1.01046553590761,"0","0"
"cell_2296","cell",2771,1583,2.12919523637676,"2","2"
"cell_2297","cell",2769,1564,1.40845070422535,"1","1"
"cell_2298","cell",2768,1560,0.758670520231214,"0","0"
"cell_2299","cell",2769,1538,0.288912964969303,"0","0"
"cell_2300","cell",2766,1598,0.578452639190166,"2","2"
"cell_2301","cell",2763,1619,0.1085776330076,"0","0"
"cell_2302","cell",2762,1726,0.181028240405503,"0","0"
"cell_2303","cell",2759,1609,0.108735048930772,"0","0"
"cell_2304","cell",2754,1705,0.435729847494553,"0","0"
"cell_2305","cell",2755,1695,0.58076225045372,"0","0"
"cell_2306","cell",2749,1665,0.727537286285922,"2","2"
"cell_2307","cell",2746,1843,1.0924981791697,"0","0"
"cell_2308","cell",2747,1589,0.18201674554059,"0","0"
"cell_2309","cell",2746,1502,0.837581937363438,"1","1"
"cell_2310","cell",2745,1733,0.327868852459016,"0","0"
"cell_2311","cell",2737,1500,0.182681768359518,"0","0"
"cell_2312","cell",2737,1526,2.19218122031421,"0","0"
"cell_2313","cell",2738,1639,1.60701241782323,"3","3"
"cell_2314","cell",2717,1512,1.14096429885904,"4","4"
"cell_2315","cell",2721,1697,0.992282249173098,"2","2"
"cell_2316","cell",2713,1761,3.50165868042757,"1","1"
"cell_2317","cell",2713,1641,1.80611868779948,"0","0"
"cell_2318","cell",2715,1666,0.515653775322284,"0","0"
"cell_2319","cell",2710,1685,2.84132841328413,"2","2"
"cell_2320","cell",2708,1514,0.51698670605613,"0","0"
"cell_2321","cell",2706,1738,0.960827790096083,"2","2"
"cell_2322","cell",2695,1678,0.111317254174397,"1","1"
"cell_2323","cell",2697,1731,0.926955876900259,"1","1"
"cell_2324","cell",2690,1615,0.780669144981413,"2","2"
"cell_2325","cell",2687,1574,0.558243394119836,"0","0"
"cell_2326","cell",2687,1767,4.01935243766282,"1","1"
"cell_2327","cell",2685,1564,0.297951582867784,"0","0"
"cell_2328","cell",2682,1613,0.0745712155108128,"0","0"
"cell_2329","cell",2682,1538,0,"0","0"
"cell_2330","cell",2677,1760,1.04594695554725,"0","0"
"cell_2331","cell",2679,1557,4.74057484135872,"3","3"
"cell_2332","cell",2677,1552,0.97123645872245,"2","2"
"cell_2333","cell",2675,1569,0.85981308411215,"0","0"
"cell_2334","cell",2676,1561,3.02690582959641,"0","0"
"cell_2335","cell",2676,1743,1.15844544095665,"0","0"
"cell_2336","cell",2674,1684,4.22587883320868,"2","2"
"cell_2337","cell",2670,1668,0.936329588014981,"0","0"
"cell_2338","cell",2673,1573,4.71380471380471,"2","2"
"cell_2339","cell",2671,1507,0.748783227255709,"0","0"
"cell_2340","cell",2668,1315,1.34932533733133,"0","0"
"cell_2341","cell",2665,1726,0.938086303939963,"0","0"
"cell_2342","cell",2661,1582,1.42803457346862,"2","2"
"cell_2343","cell",2660,1565,1.84210526315789,"0","0"
"cell_2344","cell",2651,1690,1.886080724255,"1","1"
"cell_2345","cell",2654,1674,1.95930670685757,"1","1"
"cell_2346","cell",2651,1659,0.0754432289701999,"0","0"
"cell_2347","cell",2638,1630,0.758150113722517,"2","2"
"cell_2348","cell",2638,1717,1.06141015921152,"0","0"
"cell_2349","cell",2631,1580,0.64614215127328,"0","0"
"cell_2350","cell",2629,1682,0.456447318372005,"0","0"
"cell_2351","cell",2630,1557,0.608365019011407,"0","0"
"cell_2352","cell",2628,1556,0.076103500761035,"1","1"
"cell_2353","cell",2628,1502,0.228310502283105,"0","0"
"cell_2354","cell",2630,1762,2.39543726235741,"1","1"
"cell_2355","cell",2628,1742,0.532724505327245,"0","0"
"cell_2356","cell",2625,1637,1.14285714285714,"1","1"
"cell_2357","cell",2619,1544,0.229095074455899,"0","0"
"cell_2358","cell",2616,1547,0.0764525993883792,"0","0"
"cell_2359","cell",2611,1544,0.536193029490617,"0","0"
"cell_2360","cell",2607,1672,3.10701956271577,"2","2"
"cell_2361","cell",2602,1659,3.26671790930054,"1","1"
"cell_2362","cell",2602,1514,0.922367409684858,"3","3"
"cell_2363","cell",2599,1441,1.69295883031935,"3","3"
"cell_2364","cell",2600,1576,0.461538461538462,"0","0"
"cell_2365","cell",2596,1538,2.38828967642527,"1","1"
"cell_2366","cell",2593,1523,0.308522946394138,"0","0"
"cell_2367","cell",2591,1465,1.77537630258587,"3","3"
"cell_2368","cell",2588,1663,0.502318392581144,"2","2"
"cell_2369","cell",2585,1704,0.0386847195357834,"0","0"
"cell_2370","cell",2581,1466,1.89848895776831,"2","2"
"cell_2371","cell",2575,1578,0.504854368932039,"2","2"
"cell_2372","cell",2576,1537,0.46583850931677,"2","2"
"cell_2373","cell",2571,1670,0.544535200311163,"1","1"
"cell_2374","cell",2566,1517,0.701480904130943,"0","0"
"cell_2375","cell",2561,1828,0.0780944943381492,"0","0"
"cell_2376","cell",2560,1520,0.15625,"3","3"
"cell_2377","cell",2558,1665,1.48553557466771,"1","1"
"cell_2378","cell",2551,1424,0,"0","0"
"cell_2379","cell",2552,1556,0.666144200626959,"0","0"
"cell_2380","cell",2551,1586,0.274402195217562,"2","2"
"cell_2381","cell",2551,1524,4.46883575068601,"0","0"
"cell_2382","cell",2545,1600,1.10019646365422,"1","1"
"cell_2383","cell",2541,1416,1.18063754427391,"2","2"
"cell_2384","cell",2535,1625,0.0788954635108481,"0","0"
"cell_2385","cell",2534,1475,0.828729281767956,"0","0"
"cell_2386","cell",2527,1612,0.277008310249307,"0","0"
"cell_2387","cell",2528,1476,1.02848101265823,"2","2"
"cell_2388","cell",2527,1576,0.870597546497823,"3","3"
"cell_2389","cell",2518,1005,0.198570293884035,"3","3"
"cell_2390","cell",2523,1582,0.118906064209275,"0","0"
"cell_2391","cell",2519,1607,1.46883684001588,"1","1"
"cell_2392","cell",2520,1542,0.753968253968254,"1","1"
"cell_2393","cell",2521,1286,0,"0","0"
"cell_2394","cell",2515,1480,1.11332007952286,"0","0"
"cell_2395","cell",2517,1564,0.158919348430671,"3","3"
"cell_2396","cell",2510,1468,0.956175298804781,"2","2"
"cell_2397","cell",2498,1379,0.0400320256204964,"0","0"
"cell_2398","cell",2498,1519,0.0400320256204964,"0","0"
"cell_2399","cell",2495,1588,0.240480961923848,"1","1"
"cell_2400","cell",2490,1600,0.321285140562249,"0","0"
"cell_2402","cell",2486,1548,0.281576830249397,"0","0"
"cell_2403","cell",2483,1591,1.16794200563834,"1","1"
"cell_2404","cell",2481,1427,0.0403063280935107,"0","0"
"cell_2405","cell",2481,1306,0.483675937122128,"2","2"
"cell_2406","cell",2475,1577,0.727272727272727,"1","1"
"cell_2407","cell",2466,1261,0.527169505271695,"0","0"
"cell_2408","cell",2471,1518,0.84985835694051,"0","0"
"cell_2409","cell",2470,1475,0.890688259109312,"0","0"
"cell_2410","cell",2464,1544,0.162337662337662,"1","1"
"cell_2411","cell",2463,1537,0.48721071863581,"0","0"
"cell_2412","cell",2462,1572,0.0406173842404549,"0","0"
"cell_2413","cell",2460,1571,0.284552845528455,"1","1"
"cell_2414","cell",2457,1438,0.651200651200651,"1","1"
"cell_2415","cell",2456,1310,1.1400651465798,"0","0"
"cell_2416","cell",2447,1617,0.245198201879853,"3","3"
"cell_2417","cell",2444,1501,0.613747954173486,"2","2"
"cell_2418","cell",2438,1540,0.123051681706317,"0","0"
"cell_2419","cell",2434,1497,0.205423171733772,"0","0"
"cell_2420","cell",2431,1419,0.904977375565611,"3","3"
"cell_2421","cell",2428,1637,4.11861614497529,"1","1"
"cell_2422","cell",2429,1407,0.329353643474681,"1","1"
"cell_2423","cell",2425,1552,0.288659793814433,"0","0"
"cell_2424","cell",2428,1599,0.617792421746293,"0","0"
"cell_2425","cell",2425,1463,0.907216494845361,"0","0"
"cell_2426","cell",2419,1547,1.90161223646135,"2","2"
"cell_2427","cell",2421,1485,0.619578686493185,"1","1"
"cell_2428","cell",2419,1545,0.992145514675486,"0","0"
"cell_2429","cell",2419,1579,0.165357585779248,"0","0"
"cell_2430","cell",2417,1479,0.910219280099297,"1","1"
"cell_2431","cell",2415,1476,0.124223602484472,"1","1"
"cell_2432","cell",2414,1526,0.0828500414250207,"1","1"
"cell_2433","cell",2410,1442,0.33195020746888,"1","1"
"cell_2434","cell",2406,1442,0.955943474646717,"1","1"
"cell_2435","cell",2404,1478,1.37271214642263,"0","0"
"cell_2436","cell",2400,1456,2,"3","3"
"cell_2437","cell",2400,1672,2.83333333333333,"1","1"
"cell_2438","cell",2398,1523,3.21100917431193,"2","2"
"cell_2439","cell",2396,1593,0.876460767946578,"0","0"
"cell_2440","cell",2397,1523,0.417188151856487,"1","1"
"cell_2441","cell",2395,1561,1.16910229645094,"2","2"
"cell_2442","cell",2392,1377,0.459866220735786,"0","0"
"cell_2443","cell",2390,1555,1.29707112970711,"0","0"
"cell_2444","cell",2387,1396,2.01089233347298,"3","3"
"cell_2445","cell",2379,1451,1.17696511139134,"2","2"
"cell_2446","cell",2369,1477,0.211059518784297,"0","0"
"cell_2447","cell",2368,1380,1.43581081081081,"2","2"
"cell_2448","cell",2367,1530,0.633713561470215,"0","0"
"cell_2449","cell",2362,1497,0.296359017781541,"0","0"
"cell_2450","cell",2363,1478,0.169276343630978,"0","0"
"cell_2451","cell",2359,1343,2.3314963967783,"0","0"
"cell_2452","cell",2358,1592,0.381679389312977,"0","0"
"cell_2453","cell",2355,1382,0.0849256900212314,"0","0"
"cell_2454","cell",2355,1475,1.14649681528662,"0","0"
"cell_2455","cell",2354,1394,0.254885301614274,"2","2"
"cell_2456","cell",2351,1493,0.595491280306253,"2","2"
"cell_2457","cell",2351,1471,0.510421097405359,"0","0"
"cell_2458","cell",2350,1430,2.38297872340426,"2","2"
"cell_2459","cell",2350,1353,0.127659574468085,"0","0"
"cell_2460","cell",2346,1444,1.32139812446718,"0","0"
"cell_2461","cell",2346,1276,0.809889173060529,"0","0"
"cell_2462","cell",2344,1534,0.298634812286689,"0","0"
"cell_2463","cell",2336,1158,0.171232876712329,"0","0"
"cell_2464","cell",2336,1481,0.256849315068493,"0","0"
"cell_2465","cell",2332,1397,0.428816466552316,"0","0"
"cell_2466","cell",2331,1480,1.93050193050193,"1","1"
"cell_2467","cell",2330,1486,0.515021459227468,"1","1"
"cell_2468","cell",2327,1468,0.171895143962183,"0","0"
"cell_2469","cell",2327,1466,0.601633003867641,"1","1"
"cell_2470","cell",2324,1458,0.0430292598967298,"0","0"
"cell_2471","cell",2312,1461,1.03806228373702,"3","3"
"cell_2472","cell",2309,1347,0.909484625378952,"1","1"
"cell_2473","cell",2310,1571,2.33766233766234,"2","2"
"cell_2474","cell",2308,1522,1.16984402079723,"0","0"
"cell_2475","cell",2308,1249,0.0866551126516464,"3","3"
"cell_2476","cell",2305,1394,0.130151843817787,"3","3"
"cell_2477","cell",2302,1423,0.390964378801043,"1","1"
"cell_2478","cell",2302,1576,2.4761077324066,"1","1"
"cell_2479","cell",2296,1551,3.44076655052265,"3","3"
"cell_2480","cell",2296,1497,3.04878048780488,"3","3"
"cell_2481","cell",2295,1471,0.348583877995643,"0","0"
"cell_2482","cell",2295,1304,1.74291938997821,"0","0"
"cell_2483","cell",2293,1420,0.479720889664195,"0","0"
"cell_2484","cell",2289,1567,1.61642638706859,"1","1"
"cell_2485","cell",2275,1399,1.05494505494505,"0","0"
"cell_2486","cell",2272,1458,0.220070422535211,"0","0"
"cell_2487","cell",2269,1497,0.352578228294403,"1","1"
"cell_2488","cell",2257,1410,0.354452813469207,"0","0"
"cell_2489","cell",2257,1415,0.0443066016836509,"0","0"
"cell_2490","cell",2255,1546,3.05986696230599,"1","1"
"cell_2491","cell",2248,1404,0.266903914590747,"4","4"
"cell_2492","cell",2254,1458,3.81543921916593,"2","2"
"cell_2493","cell",2251,1458,0.0888494002665482,"2","2"
"cell_2494","cell",2244,1358,0.757575757575758,"0","0"
"cell_2495","cell",2241,1484,0.535475234270415,"0","0"
"cell_2496","cell",2242,1449,0.936663693131133,"1","1"
"cell_2497","cell",2241,1355,4.46229361892012,"3","3"
"cell_2498","cell",2240,1447,0.803571428571428,"0","0"
"cell_2499","cell",2237,1408,0,"0","0"
"cell_2500","cell",2231,1409,0.224114746750336,"2","2"
"cell_2501","cell",2231,1130,0.537875392200807,"0","0"
"cell_2502","cell",2230,1373,0.179372197309417,"0","0"
"cell_2503","cell",2225,1204,0.449438202247191,"1","1"
"cell_2504","cell",2225,1453,2.96629213483146,"1","1"
"cell_2505","cell",2225,1277,0.359550561797753,"0","0"
"cell_2506","cell",2220,1496,0.675675675675676,"2","2"
"cell_2507","cell",2221,1364,2.65646105357947,"2","2"
"cell_2508","cell",2211,1405,1.22116689280868,"0","0"
"cell_2509","cell",2215,1470,0.406320541760722,"0","0"
"cell_2510","cell",2208,1422,0.407608695652174,"0","0"
"cell_2511","cell",2210,1388,2.0814479638009,"3","3"
"cell_2512","cell",2208,1309,0.996376811594203,"3","3"
"cell_2513","cell",2206,1402,1.31459655485041,"1","1"
"cell_2514","cell",2202,1421,1.36239782016349,"2","2"
"cell_2515","cell",2204,1445,1.497277676951,"1","1"
"cell_2516","cell",2200,1366,0.181818181818182,"0","0"
"cell_2517","cell",2198,1459,1.50136487716106,"0","0"
"cell_2518","cell",2197,1428,0.591715976331361,"0","0"
"cell_2519","cell",2194,1536,1.09389243391067,"3","3"
"cell_2520","cell",2194,1491,0.0455788514129444,"0","0"
"cell_2521","cell",2190,1340,0.410958904109589,"0","0"
"cell_2522","cell",2188,1463,1.09689213893967,"1","1"
"cell_2523","cell",2185,1497,2.33409610983982,"2","2"
"cell_2524","cell",2182,1327,1.64986251145738,"0","0"
"cell_2525","cell",2177,1248,1.37804317868627,"0","0"
"cell_2526","cell",2178,1511,0.596877869605142,"3","3"
"cell_2527","cell",2175,1550,0.413793103448276,"1","1"
"cell_2528","cell",2170,1475,2.25806451612903,"1","1"
"cell_2529","cell",2167,1305,0.230733733271804,"2","2"
"cell_2530","cell",2168,1422,0.461254612546125,"3","3"
"cell_2531","cell",2161,1350,0.3239241092087,"3","3"
"cell_2532","cell",2158,1331,0.46339202965709,"2","2"
"cell_2533","cell",2159,1378,1.01899027327466,"3","3"
"cell_2534","cell",2157,1358,0.741770978210477,"0","0"
"cell_2535","cell",2152,1448,0.511152416356877,"1","1"
"cell_2536","cell",2149,1487,1.53559795253606,"0","0"
"cell_2537","cell",2147,1421,0.326036329762459,"2","2"
"cell_2538","cell",2148,1216,0.418994413407821,"1","1"
"cell_2539","cell",2146,1424,1.02516309412861,"0","0"
"cell_2540","cell",2140,1423,1.02803738317757,"1","1"
"cell_2541","cell",2140,1380,0.841121495327103,"1","1"
"cell_2542","cell",2138,1315,1.30963517305893,"1","1"
"cell_2543","cell",2137,1269,2.01216658867571,"3","3"
"cell_2544","cell",2134,1297,4.45173383317713,"3","3"
"cell_2545","cell",2136,1299,2.43445692883895,"3","3"
