"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_665","cell",9661,3757,0.238070593106304,"0","0"
"cell_666","cell",9632,4068,0.228405315614618,"3","3"
"cell_667","cell",9638,3955,0.290516704710521,"6","6"
"cell_668","cell",9638,4210,0.60178460261465,"0","0"
"cell_669","cell",9635,3596,0.0934094447327452,"1","1"
"cell_670","cell",9626,3927,1.07001869935591,"6","6"
"cell_671","cell",9628,3846,0.114250103863731,"1","1"
"cell_672","cell",9621,3896,0.176696809063507,"0","0"
"cell_673","cell",9610,3952,0.478668054110302,"2","2"
"cell_674","cell",9608,3987,0.56203164029975,"2","2"
"cell_675","cell",9608,3930,0.135303913405495,"2","2"
"cell_676","cell",9596,4106,0.416840350145894,"0","0"
"cell_677","cell",9590,3830,0.886339937434828,"3","3"
"cell_678","cell",9589,3334,0.385858796537699,"0","0"
"cell_679","cell",9591,4151,0.959232613908873,"2","2"
"cell_680","cell",9568,3730,0.543478260869565,"2","2"
"cell_681","cell",9549,3664,0.429364331343596,"1","1"
"cell_682","cell",9549,3759,0.324641323698817,"1","1"
"cell_683","cell",9543,3635,0.0838310803730483,"3","3"
"cell_684","cell",9531,3773,0.136397020249711,"3","3"
"cell_685","cell",9496,3914,0.368576242628475,"1","1"
"cell_686","cell",9508,3943,1.3672696676483,"4","4"
"cell_687","cell",9502,3753,0.22100610397811,"3","3"
"cell_688","cell",9499,4023,0.126329087272344,"1","1"
"cell_689","cell",9488,4053,0.453204047217538,"2","2"
"cell_690","cell",9481,3761,0.833245438244911,"2","2"
"cell_691","cell",9479,3740,0.390336533389598,"4","4"
"cell_692","cell",9476,3483,0.116082735331363,"0","0"
"cell_693","cell",9475,3853,0.0738786279683377,"0","0"
"cell_694","cell",9470,3671,0.30623020063358,"0","0"
"cell_695","cell",9466,3871,0.147897739277414,"0","0"
"cell_696","cell",9464,3520,0.707945900253592,"0","0"
"cell_697","cell",9462,3722,0.274783343901923,"2","2"
"cell_698","cell",9453,3494,0.190415741034592,"3","3"
"cell_699","cell",9448,4051,0.825571549534293,"6","6"
"cell_700","cell",9450,3768,1.68253968253968,"5","5"
"cell_701","cell",9440,4278,0.275423728813559,"4","4"
"cell_702","cell",9437,3925,0.116562466885663,"0","0"
"cell_703","cell",9418,4016,0.339774899129327,"1","1"
"cell_704","cell",9413,4274,1.20046743864868,"2","2"
"cell_705","cell",9407,4025,0.223238014244711,"3","3"
"cell_706","cell",9395,3812,2.68227780734433,"0","0"
"cell_707","cell",9394,3771,0.659995741962955,"3","3"
"cell_708","cell",9393,3945,0.734589587991057,"1","1"
"cell_709","cell",9376,3661,0.661262798634812,"1","1"
"cell_710","cell",9367,3738,0.234867086580549,"3","3"
"cell_711","cell",9368,3744,0.202818104184458,"2","2"
"cell_712","cell",9350,3847,0.620320855614973,"1","1"
"cell_713","cell",9336,4081,1.21036846615253,"6","6"
"cell_714","cell",9320,4086,0.729613733905579,"4","4"
"cell_715","cell",9301,3439,0.193527577679819,"0","0"
"cell_716","cell",9304,3671,0.429922613929493,"1","1"
"cell_717","cell",9294,3870,0.312029266193243,"1","1"
"cell_718","cell",9298,3818,0.322650032265003,"2","2"
"cell_719","cell",9282,3530,0.0430941607412196,"0","0"
"cell_720","cell",9270,3680,0.388349514563107,"3","3"
"cell_721","cell",9273,3933,0.0754879758438477,"3","3"
"cell_722","cell",9251,3868,0.605339963247217,"6","6"
"cell_723","cell",9247,3471,0.205472044987564,"0","0"
"cell_724","cell",9235,3846,0.0649702219815918,"3","3"
"cell_725","cell",9228,4022,2.55743389683572,"5","5"
"cell_726","cell",9228,3782,0.411790203727785,"3","3"
"cell_727","cell",9224,3834,0.552905464006938,"3","3"
"cell_728","cell",9219,3608,4.2629352424341,"5","5"
"cell_729","cell",9222,3723,0.0650618087182824,"0","0"
"cell_730","cell",9220,3741,0.835140997830803,"0","0"
"cell_731","cell",9218,3410,0.27120850509872,"0","0"
"cell_732","cell",9204,3762,0.130378096479791,"0","0"
"cell_733","cell",9199,4159,0.673986302859006,"4","4"
"cell_734","cell",9186,3698,0.56607881558894,"2","2"
"cell_735","cell",9179,3866,0.141627628281948,"0","0"
"cell_736","cell",9177,4192,0.817260542661,"2","2"
"cell_737","cell",9173,3738,0.228932737381446,"4","4"
"cell_738","cell",9169,4024,0.501690478787218,"2","2"
"cell_739","cell",9168,3557,0.18542757417103,"0","0"
"cell_740","cell",9162,3840,0.316524776249727,"1","1"
"cell_741","cell",9152,3660,0.0546328671328671,"0","0"
"cell_742","cell",9147,3834,0.382639116650268,"2","2"
"cell_743","cell",9140,3121,0.897155361050328,"3","3"
"cell_744","cell",9140,3678,0.339168490153173,"1","1"
"cell_745","cell",9137,3798,0.591003611688738,"6","6"
"cell_746","cell",9131,3506,0.120468732887964,"1","1"
"cell_747","cell",9133,3603,0.098543742472353,"0","0"
"cell_748","cell",9125,3802,0.317808219178082,"1","1"
"cell_749","cell",9122,3224,0.635825476869108,"3","3"
"cell_750","cell",9122,3601,0.18636263977198,"0","0"
"cell_751","cell",9099,3571,1.12100230794593,"5","5"
"cell_752","cell",9088,3651,0.253080985915493,"2","2"
"cell_753","cell",9084,3694,0.0880669308674593,"0","0"
"cell_754","cell",9063,3725,0.11033873993159,"1","1"
"cell_755","cell",9051,3900,0.651861672743343,"4","4"
"cell_756","cell",9047,3773,0.641096496076047,"0","0"
"cell_757","cell",9046,3862,0.187928366128676,"3","3"
"cell_758","cell",9036,3597,0.852146967684816,"2","2"
"cell_759","cell",9033,3474,0.40960921067198,"5","5"
"cell_760","cell",9033,3855,0.80814790213661,"1","1"
"cell_761","cell",9029,3665,0.232583896334035,"1","1"
"cell_762","cell",9018,3508,0.155245065424706,"0","0"
"cell_763","cell",9016,3603,0.410381543921917,"2","2"
"cell_764","cell",9017,3801,0.0443606521015859,"5","5"
"cell_765","cell",9011,3735,0.0443901897680613,"3","3"
"cell_766","cell",8990,3918,0.456062291434928,"2","2"
"cell_767","cell",8983,4039,0.556606924190137,"2","2"
"cell_768","cell",8966,3644,0.50189605175106,"3","3"
"cell_769","cell",8968,3327,0.189562890276539,"0","0"
"cell_770","cell",8964,3940,0.290049085229808,"3","3"
"cell_771","cell",8967,3834,0.223040035686406,"6","6"
"cell_772","cell",8964,3698,0.167336010709505,"2","2"
"cell_773","cell",8955,3909,0.446677833612507,"2","2"
"cell_774","cell",8931,3554,0.951741126413616,"6","6"
"cell_775","cell",8933,3597,0.179111160864211,"0","0"
"cell_776","cell",8921,3755,0.100885550947203,"3","3"
"cell_777","cell",8917,3309,0.0785017382527756,"0","0"
"cell_778","cell",8910,3688,0.785634118967452,"1","1"
"cell_779","cell",8907,3672,0.258223868867183,"3","3"
"cell_780","cell",8906,3537,0.404221872894678,"1","1"
"cell_781","cell",8903,3808,0.213411209704594,"1","1"
"cell_782","cell",8895,3811,1.2141652613828,"6","6"
"cell_783","cell",8886,3590,0.0675219446320054,"0","0"
"cell_784","cell",8846,3588,1.13045444268596,"2","2"
"cell_785","cell",8839,3643,0.305464419051929,"1","1"
"cell_786","cell",8815,3716,0.771412365286444,"1","1"
"cell_787","cell",8815,3501,0.533182076006807,"0","0"
"cell_788","cell",8806,3653,0.249829661594367,"0","0"
"cell_789","cell",8797,3128,0.159145163123792,"5","5"
"cell_790","cell",8792,3943,2.08143767060964,"4","4"
"cell_791","cell",8768,3805,0.10264598540146,"1","1"
"cell_792","cell",8764,3482,0.53628480146052,"5","5"
"cell_793","cell",8760,3891,0.262557077625571,"2","2"
"cell_794","cell",8752,3432,0.639853747714808,"5","5"
"cell_795","cell",8751,3375,0.548508741858073,"1","1"
"cell_796","cell",8743,3747,2.98524533912845,"1","1"
"cell_797","cell",8718,3522,1.46822665749025,"4","4"
"cell_798","cell",8718,3483,0.206469373709566,"0","0"
"cell_799","cell",8712,3389,0.068870523415978,"0","0"
"cell_800","cell",8704,3622,0.0919117647058823,"0","0"
"cell_801","cell",8694,3746,0.954681389463998,"0","0"
"cell_802","cell",8690,3390,0.96662830840046,"3","3"
"cell_803","cell",8689,3333,0.598457820232478,"0","0"
"cell_804","cell",8679,3587,0.414794331144141,"0","0"
"cell_805","cell",8667,3792,0.138456213222568,"3","3"
"cell_806","cell",8654,3725,0.658654957245205,"2","2"
"cell_807","cell",8652,3740,0.115580212667591,"0","0"
"cell_808","cell",8645,3900,0.497397339502603,"2","2"
"cell_809","cell",8638,3651,0.370456124102802,"6","6"
"cell_810","cell",8632,3657,0.092678405931418,"1","1"
"cell_811","cell",8628,3745,0.197032916087158,"3","3"
"cell_812","cell",8615,3659,0.858966918165989,"2","2"
"cell_813","cell",8607,3814,0.5112118043453,"3","3"
"cell_814","cell",8611,3483,0.209034955289746,"1","1"
"cell_815","cell",8598,3238,0.0348918353105373,"0","0"
"cell_816","cell",8586,3493,0.407640344747263,"1","1"
"cell_817","cell",8592,3662,0.186219739292365,"0","0"
"cell_818","cell",8580,3720,0.536130536130536,"6","6"
"cell_819","cell",8573,3602,0.454916598623586,"1","1"
"cell_820","cell",8570,3795,0.303383897316219,"1","1"
"cell_821","cell",8543,3320,3.12536579655859,"0","0"
"cell_822","cell",8542,3614,1.34628892531023,"2","2"
"cell_823","cell",8532,3669,0.351617440225035,"0","0"
"cell_824","cell",8535,3550,0.773286467486819,"4","4"
"cell_825","cell",8532,3499,0.750117205813408,"1","1"
"cell_826","cell",8528,3494,0.457317073170732,"4","4"
"cell_827","cell",8523,3557,1.24369353514021,"5","5"
"cell_828","cell",8514,3440,0.234907211651398,"1","1"
"cell_829","cell",8497,3570,0.96504648699541,"5","5"
"cell_830","cell",8499,3586,0.247087892693258,"3","3"
"cell_831","cell",8475,4209,0.660766961651917,"2","2"
"cell_832","cell",8468,3766,1.9130845536136,"4","4"
"cell_833","cell",8472,3398,0.247875354107649,"1","1"
"cell_834","cell",8464,3775,0.189035916824197,"2","2"
"cell_835","cell",8458,4113,1.22960510759045,"2","2"
"cell_836","cell",8459,3889,1.59593332545218,"4","4"
"cell_837","cell",8459,3555,0.248256295070339,"0","0"
"cell_838","cell",8453,3792,0.0946409558736543,"3","3"
"cell_839","cell",8449,3521,0.224878683867913,"1","1"
"cell_840","cell",8440,3697,0.0947867298578199,"3","3"
"cell_841","cell",8436,3605,0.177809388335704,"1","1"
"cell_842","cell",8429,3689,1.02028710404556,"1","1"
"cell_843","cell",8431,3511,0.260941762542996,"0","0"
"cell_844","cell",8411,3292,0.107002734514326,"0","0"
"cell_845","cell",8415,3112,0.202020202020202,"3","3"
"cell_846","cell",8414,3545,0.582362728785358,"1","1"
"cell_847","cell",8413,3300,0.629977415903958,"0","0"
"cell_848","cell",8413,3775,1.15297753476762,"2","2"
"cell_849","cell",8413,3615,0.106977297040295,"1","1"
"cell_850","cell",8409,3376,1.01082173861339,"5","5"
"cell_851","cell",8404,3559,0.559257496430271,"4","4"
"cell_852","cell",8404,3768,0.166587339362208,"3","3"
"cell_853","cell",8398,3572,0.500119075970469,"3","3"
"cell_854","cell",8393,3749,1.0723221732396,"2","2"
"cell_855","cell",8386,3425,1.19246362985929,"4","4"
"cell_856","cell",8380,3541,0.334128878281623,"3","3"
"cell_857","cell",8373,3588,0.0477726024125164,"3","3"
"cell_858","cell",8361,3317,1.00466451381414,"0","0"
"cell_859","cell",8358,3589,1.44771476429768,"5","5"
"cell_860","cell",8354,3831,0.562604740244194,"1","1"
"cell_861","cell",8349,3532,0.898311174991017,"1","1"
"cell_862","cell",8352,3668,0.119731800766284,"3","3"
"cell_863","cell",8342,3474,0.0839127307600096,"5","5"
"cell_864","cell",8339,3405,1.1032497901427,"5","5"
"cell_865","cell",8338,3764,1.40321420004797,"2","2"
"cell_866","cell",8335,3529,0.479904019196161,"3","3"
"cell_867","cell",8337,3299,0.587741393786734,"0","0"
"cell_868","cell",8337,3389,0.0959577785774259,"0","0"
"cell_869","cell",8324,3641,0.55261893320519,"2","2"
"cell_870","cell",8319,3788,0.444764995792764,"6","6"
"cell_871","cell",8316,3645,0.132275132275132,"0","0"
"cell_872","cell",8304,3683,0.903179190751445,"3","3"
"cell_873","cell",8304,3443,0.264932562620424,"1","1"
"cell_874","cell",8304,3370,0.0722543352601156,"0","0"
"cell_875","cell",8296,3507,0.337512054001929,"1","1"
"cell_876","cell",8293,3423,0.783793560834439,"4","4"
"cell_877","cell",8284,3407,0.808788025108643,"5","5"
"cell_878","cell",8278,3715,0.531529354916647,"5","5"
"cell_879","cell",8269,3585,0.302334018623776,"1","1"
"cell_880","cell",8262,3007,1.21036068748487,"0","0"
"cell_881","cell",8265,3942,0.762250453720508,"2","2"
"cell_882","cell",8262,3428,0.157346889373033,"0","0"
"cell_883","cell",8258,3880,0.569145071445871,"3","3"
"cell_884","cell",8257,3470,0.193774978805862,"0","0"
"cell_885","cell",8247,3272,0.266763671638171,"0","0"
"cell_886","cell",8241,3846,0.012134449702706,"0","0"
"cell_887","cell",8235,3992,1.45719489981785,"2","2"
"cell_888","cell",8231,3519,0.121491920787268,"0","0"
"cell_889","cell",8224,3156,0.14591439688716,"0","0"
"cell_890","cell",8203,3602,0.377910520541265,"3","3"
"cell_891","cell",8200,3217,1.07317073170732,"5","5"
"cell_892","cell",8192,3530,0.42724609375,"0","0"
"cell_893","cell",8188,3256,0.964826575476307,"5","5"
"cell_894","cell",8184,3213,0.219941348973607,"3","3"
"cell_895","cell",8179,3417,0.158943636141338,"1","1"
"cell_896","cell",8174,3635,0.636163445069733,"1","1"
"cell_897","cell",8161,3462,0.820977821345423,"1","1"
"cell_898","cell",8157,3512,0.183891136447223,"3","3"
"cell_899","cell",8157,3480,0.441338727473336,"6","6"
"cell_900","cell",8126,3742,0.898350972188038,"0","0"
"cell_901","cell",8123,3515,0.406253847100825,"5","5"
"cell_902","cell",8116,3530,0.123213405618531,"3","3"
"cell_903","cell",8114,3387,0.0616218880946512,"0","0"
"cell_904","cell",8108,3536,0.949679329057721,"4","4"
"cell_905","cell",8102,3603,0.493705257960997,"6","6"
"cell_906","cell",8106,3161,0.937577103380212,"5","5"
"cell_907","cell",8095,3565,0.679431747992588,"2","2"
"cell_908","cell",8076,3586,0.198117880138683,"1","1"
"cell_909","cell",8073,3275,0.284900284900285,"1","1"
"cell_910","cell",8073,3576,0.383996036169949,"0","0"
"cell_911","cell",8064,3635,0.595238095238095,"4","4"
"cell_912","cell",8062,3334,1.12875217067725,"5","5"
"cell_913","cell",8059,3524,0.992678992430823,"6","6"
"cell_914","cell",8058,3258,0.521221146686523,"2","2"
"cell_915","cell",8050,3735,0.136645962732919,"2","2"
"cell_916","cell",8045,3456,0.397762585456805,"2","2"
"cell_917","cell",8053,3582,1.14243139202782,"6","6"
"cell_918","cell",8030,3616,0.797011207970112,"3","3"
"cell_919","cell",8024,3189,0.174476570289133,"3","3"
"cell_920","cell",8021,3713,1.09712005984291,"2","2"
"cell_921","cell",8024,3414,0.311565304087737,"1","1"
"cell_922","cell",7997,3491,1.37551581843191,"5","5"
"cell_923","cell",8006,3489,0.412190856857357,"6","6"
"cell_924","cell",7986,3330,0.100175306786877,"1","1"
"cell_925","cell",7983,3403,0.701490667668796,"3","3"
"cell_926","cell",7984,2836,0.488476953907816,"0","0"
"cell_927","cell",7980,3448,0.025062656641604,"0","0"
"cell_928","cell",7982,3765,0.876973189676773,"4","4"
"cell_929","cell",7963,3355,0.226045460253673,"0","0"
"cell_930","cell",7956,3511,0.754147812971342,"4","4"
"cell_931","cell",7933,3188,0.138661288289424,"0","0"
"cell_932","cell",7931,3456,0.819568780733829,"3","3"
"cell_933","cell",7915,3333,0.909665192672142,"2","2"
"cell_934","cell",7902,3240,0.278410528980005,"3","3"
"cell_935","cell",7903,3315,1.35391623434139,"0","0"
"cell_936","cell",7900,3423,0.443037974683544,"1","1"
"cell_937","cell",7895,2860,0.278657378087397,"3","3"
"cell_938","cell",7875,3478,0.342857142857143,"3","3"
"cell_939","cell",7875,3175,0.0380952380952381,"0","0"
"cell_940","cell",7856,3444,0.0636456211812627,"0","0"
"cell_941","cell",7866,3282,0.0635647088736334,"3","3"
"cell_942","cell",7862,3064,0.496056982955991,"3","3"
"cell_943","cell",7856,3242,0.0254582484725051,"0","0"
"cell_944","cell",7861,3298,0.50884111436204,"0","0"
"cell_945","cell",7851,3664,0.0764233855559801,"3","3"
"cell_946","cell",7847,3023,1.94978972855868,"5","5"
"cell_947","cell",7850,3640,0.726114649681529,"2","2"
"cell_948","cell",7852,3374,0.318390219052471,"3","3"
"cell_949","cell",7837,3502,0.102079877504147,"0","0"
"cell_950","cell",7837,3504,0.586959295648845,"1","1"
"cell_951","cell",7833,3300,0.280863015447466,"2","2"
"cell_952","cell",7829,3496,1.16234512709158,"4","4"
"cell_953","cell",7827,3552,0.664366934968698,"1","1"
"cell_954","cell",7810,3190,0.320102432778489,"0","0"
"cell_955","cell",7805,3482,0.602178090967329,"1","1"
"cell_956","cell",7803,3302,1.34563629373318,"4","4"
"cell_957","cell",7795,3042,0.346375881975625,"5","5"
"cell_958","cell",7793,3190,2.02746054151161,"5","5"
"cell_959","cell",7787,3398,0.256838320277385,"3","3"
"cell_960","cell",7787,3515,0.937459869012457,"2","2"
"cell_961","cell",7789,3372,0.231095134163564,"0","0"
"cell_962","cell",7783,3721,0.436849543877682,"1","1"
"cell_963","cell",7780,3636,0.282776349614396,"3","3"
"cell_964","cell",7779,3111,0.218537087029181,"0","0"
"cell_965","cell",7763,3456,0.103052943449697,"1","1"
"cell_966","cell",7765,3242,0.296200901481004,"0","0"
"cell_967","cell",7740,2840,0.335917312661499,"0","0"
"cell_968","cell",7732,3577,0.478530781169167,"1","1"
"cell_969","cell",7723,3262,0.0517933445552246,"1","1"
"cell_970","cell",7710,3482,0.920881971465629,"2","2"
"cell_971","cell",7699,3267,0.259773996622938,"3","3"
"cell_972","cell",7703,3391,0.16876541607166,"3","3"
"cell_973","cell",7689,3605,0.572246065808298,"4","4"
"cell_974","cell",7690,3466,0.260078023407022,"3","3"
"cell_975","cell",7678,3381,0.143266475644699,"3","3"
"cell_976","cell",7685,3633,0.949902407286923,"6","6"
"cell_977","cell",7652,3394,3.13643491897543,"0","0"
"cell_978","cell",7669,3180,0.638935976007302,"1","1"
"cell_979","cell",7661,3308,0.339381281816995,"2","2"
"cell_980","cell",7662,3138,0.443748368572174,"1","1"
"cell_981","cell",7654,3215,0.130650640188137,"5","5"
"cell_982","cell",7655,3471,0.796864794252123,"1","1"
"cell_983","cell",7651,3574,0.548947849954254,"1","1"
"cell_984","cell",7645,3362,1.25572269457162,"1","1"
"cell_985","cell",7643,3469,0.18317414627764,"3","3"
"cell_986","cell",7633,2984,0.131010087776759,"3","3"
"cell_987","cell",7633,3369,0.288222193108869,"2","2"
"cell_988","cell",7632,3256,0.733752620545073,"2","2"
"cell_989","cell",7626,3261,0.760555992656701,"0","0"
"cell_990","cell",7623,3261,0.918273645546373,"6","6"
"cell_991","cell",7612,3532,0.683131897004729,"4","4"
"cell_992","cell",7611,3459,0.459860727893838,"4","4"
"cell_993","cell",7601,3446,0.355216418892251,"3","3"
"cell_994","cell",7592,3689,1.25131717597471,"1","1"
"cell_995","cell",7597,3315,2.50098723180203,"3","3"
"cell_996","cell",7597,3220,0.236935632486508,"6","6"
"cell_997","cell",7593,3113,1.22481232714342,"5","5"
"cell_998","cell",7592,3369,0.316122233930453,"0","0"
"cell_999","cell",7588,3587,2.16130732735899,"4","4"
"cell_1000","cell",7582,3324,0.316539171722501,"0","0"
"cell_1001","cell",7574,3349,0.660153155532083,"0","0"
"cell_1002","cell",7561,3085,0.595159370453644,"3","3"
"cell_1003","cell",7548,3390,0.19872813990461,"1","1"
"cell_1004","cell",7548,3334,0.238473767885533,"0","0"
"cell_1005","cell",7542,3209,0.371254309201803,"2","2"
"cell_1006","cell",7533,3630,1.51334129828753,"6","6"
"cell_1007","cell",7536,3301,0.676751592356688,"1","1"
"cell_1008","cell",7530,3529,0.863213811420983,"1","1"
"cell_1009","cell",7526,3410,0.10629816635663,"1","1"
"cell_1010","cell",7525,3293,0.26578073089701,"3","3"
"cell_1011","cell",7508,3423,0.439531166755461,"4","4"
"cell_1012","cell",7502,2986,0.573180485203946,"0","0"
"cell_1013","cell",7488,3233,0.227029914529915,"1","1"
"cell_1014","cell",7478,3262,0.240706071142017,"0","0"
"cell_1015","cell",7469,3264,0.267773463649752,"1","1"
"cell_1016","cell",7470,2985,0.0669344042838019,"0","0"
"cell_1017","cell",7467,3328,0.160707111289675,"0","0"
"cell_1018","cell",7456,3108,0.241416309012876,"3","3"
"cell_1019","cell",7449,3290,0.563834071687475,"1","1"
"cell_1020","cell",7448,3211,0.107411385606874,"0","0"
"cell_1021","cell",7449,3427,1.49013290374547,"2","2"
"cell_1022","cell",7439,3304,1.00820002688533,"2","2"
"cell_1023","cell",7436,3281,0.201721355567509,"0","0"
"cell_1024","cell",7437,3437,0.336157052574963,"1","1"
"cell_1025","cell",7434,2797,0.255582458972289,"0","0"
"cell_1026","cell",7428,3096,0.551965535810447,"2","2"
"cell_1027","cell",7427,3645,1.7234414972398,"5","5"
"cell_1028","cell",7421,3169,0.323406548982617,"3","3"
"cell_1029","cell",7413,3314,2.17186024551464,"4","4"
"cell_1030","cell",7413,3593,0.391204640496425,"2","2"
"cell_1031","cell",7410,3669,1.94331983805668,"2","2"
"cell_1032","cell",7410,3701,0.661268556005398,"2","2"
"cell_1033","cell",7410,3177,0.0944669365721997,"0","0"
"cell_1034","cell",7404,3442,0.864397622906537,"2","2"
"cell_1035","cell",7368,3377,1.23507057546146,"0","0"
"cell_1036","cell",7369,3420,1.22133260958068,"6","6"
"cell_1037","cell",7365,3420,0.285132382892057,"1","1"
"cell_1038","cell",7363,2946,0.706233872063018,"3","3"
"cell_1039","cell",7364,3361,0.583921781640413,"1","1"
"cell_1040","cell",7352,3061,0.0952121871599565,"3","3"
"cell_1041","cell",7350,3179,0.408163265306122,"3","3"
"cell_1042","cell",7346,3265,0.939286686632181,"1","1"
"cell_1043","cell",7337,3052,0.926809322611422,"1","1"
"cell_1044","cell",7321,3232,0.24586805081273,"1","1"
"cell_1045","cell",7314,3311,0.464861908668307,"6","6"
"cell_1046","cell",7315,3717,0.615174299384826,"2","2"
"cell_1047","cell",7311,3312,0.123102174805088,"3","3"
"cell_1048","cell",7309,3254,0.656724586126693,"1","1"
"cell_1049","cell",7308,2865,0.136836343732895,"5","5"
"cell_1050","cell",7293,3323,0.877553818730289,"1","1"
"cell_1051","cell",7284,3385,1.4827018121911,"1","1"
"cell_1052","cell",7288,3340,0.50768386388584,"2","2"
"cell_1053","cell",7285,3058,1.27659574468085,"0","0"
"cell_1054","cell",7279,3335,0.48083527957137,"0","0"
"cell_1055","cell",7275,3315,0.398625429553265,"0","0"
"cell_1056","cell",7268,3249,0.220143093010457,"5","5"
"cell_1057","cell",7254,3564,1.35097877033361,"2","2"
"cell_1058","cell",7248,2915,0.124172185430464,"5","5"
"cell_1059","cell",7246,2865,0.28981507038366,"1","1"
"cell_1060","cell",7229,2823,0.262830266980219,"0","0"
"cell_1061","cell",7217,3061,0.595815435776639,"1","1"
"cell_1062","cell",7223,2688,0.110757303059671,"0","0"
"cell_1063","cell",7208,3276,0.319089900110988,"5","5"
"cell_1064","cell",7204,3394,1.83231538034425,"6","6"
"cell_1065","cell",7204,3283,0.319267073847862,"0","0"
"cell_1066","cell",7203,3237,0.610856587532972,"2","2"
"cell_1067","cell",7192,3388,0.834260289210234,"2","2"
"cell_1068","cell",7193,3015,0.569998609759488,"4","4"
"cell_1069","cell",7182,3400,0.0696184906711222,"0","0"
"cell_1070","cell",7194,3392,0.347511815401724,"4","4"
"cell_1071","cell",7191,3194,1.43234598804061,"2","2"
"cell_1072","cell",7175,3387,0.668989547038328,"3","3"
"cell_1073","cell",7176,3419,0.306577480490524,"1","1"
"cell_1074","cell",7171,3097,2.34276948821643,"5","5"
"cell_1075","cell",7171,3439,0.864593501603681,"6","6"
"cell_1076","cell",7168,3277,2.58091517857143,"6","6"
"cell_1077","cell",7160,2827,0,"0","0"
"cell_1078","cell",7161,3055,0.0977517106549365,"1","1"
"cell_1079","cell",7157,3965,0.11177867821713,"2","2"
"cell_1080","cell",7151,3426,1.14669277024192,"1","1"
"cell_1081","cell",7155,3513,0.26554856743536,"1","1"
"cell_1082","cell",7154,3122,0.894604417109309,"2","2"
"cell_1083","cell",7151,3164,0.6992029086841,"0","0"
"cell_1084","cell",7149,3256,1.4687368862778,"2","2"
"cell_1085","cell",7149,3095,1.58064064904182,"2","2"
"cell_1086","cell",7137,3159,0.0420344682639765,"1","1"
"cell_1087","cell",7130,3164,0.434782608695652,"0","0"
"cell_1088","cell",7131,3445,1.16393212733137,"3","3"
"cell_1089","cell",7129,3306,0.112217702342545,"3","3"
"cell_1090","cell",7132,3176,0.294447560291643,"2","2"
"cell_1091","cell",7122,3322,0.50547598989048,"3","3"
"cell_1092","cell",7118,3499,0.309075583028941,"3","3"
"cell_1093","cell",7101,3070,0.239402900999859,"2","2"
"cell_1094","cell",7101,3088,0.126742712294043,"3","3"
"cell_1095","cell",7102,2983,0.0844832441565756,"5","5"
"cell_1096","cell",7101,2864,0.211237853823405,"2","2"
"cell_1097","cell",7095,3097,0.690627202255109,"2","2"
"cell_1098","cell",7098,3152,1.05663567202029,"4","4"
"cell_1099","cell",7095,3052,0.0563777307963354,"0","0"
"cell_1100","cell",7082,3217,0.790737079920926,"2","2"
"cell_1101","cell",7077,3224,0.833686590363148,"3","3"
"cell_1102","cell",7079,3090,0.550925271931064,"0","0"
"cell_1103","cell",7072,3267,0.0707013574660633,"3","3"
"cell_1104","cell",7066,3561,2.17945089159355,"4","4"
"cell_1105","cell",7070,3098,0.792079207920792,"2","2"
"cell_1106","cell",7056,3220,0.581065759637188,"3","3"
"cell_1107","cell",7053,3079,0.25521054870268,"3","3"
"cell_1108","cell",7051,3136,0.326194865976457,"4","4"
"cell_1109","cell",7042,3417,0.923033229196251,"2","2"
"cell_1110","cell",7039,2841,0.0426196902969172,"0","0"
"cell_1111","cell",7035,2941,1.62046908315565,"4","4"
"cell_1112","cell",7029,3195,0.796699388248684,"1","1"
"cell_1113","cell",7025,3118,0.640569395017794,"3","3"
"cell_1114","cell",7023,3423,1.29574256015948,"6","6"
"cell_1115","cell",7010,3114,0.641940085592011,"3","3"
"cell_1116","cell",7005,2791,0.242683797287652,"5","5"
"cell_1117","cell",7000,2944,0.257142857142857,"3","3"
"cell_1118","cell",6987,3142,1.05910977529698,"2","2"
"cell_1119","cell",6975,3067,0.688172043010753,"5","5"
"cell_1120","cell",6972,3015,0.272518646012622,"0","0"
"cell_1121","cell",6958,3265,1.60965794768612,"2","2"
"cell_1122","cell",6957,3432,0.517464424320828,"2","2"
"cell_1123","cell",6951,3411,0.589843188030499,"1","1"
"cell_1124","cell",6947,2910,0.690945731970635,"0","0"
"cell_1125","cell",6948,3223,1.38169257340242,"2","2"
"cell_1126","cell",6943,2875,0.216044937346968,"3","3"
"cell_1128","cell",6933,3212,0.173085244482908,"5","5"
"cell_1129","cell",6934,3207,0.432650706662821,"0","0"
"cell_1130","cell",6932,3256,1.35603000577034,"5","5"
"cell_1131","cell",6925,3250,0.115523465703971,"5","5"
"cell_1132","cell",6922,3065,1.27130887026871,"2","2"
"cell_1133","cell",6918,2824,0.202370627348945,"3","3"
"cell_1134","cell",6915,2789,0.0433839479392625,"0","0"
"cell_1135","cell",6915,3035,0.274765003615329,"2","2"
"cell_1136","cell",6908,3186,0.217139548349739,"3","3"
"cell_1137","cell",6903,3344,0.637404027234536,"3","3"
"cell_1138","cell",6900,3017,0.173913043478261,"3","3"
"cell_1139","cell",6893,3026,0.159582184825185,"1","1"
"cell_1140","cell",6890,3165,0.319303338171263,"5","5"
